project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/jfree/chart/block/BorderArrangement,13,495,        this.centerBlock = null;,1.0,0,1,0
org/jfree/chart/block/BorderArrangement,13,496,        this.topBlock = null;,1.0,0,1,0
org/jfree/chart/block/BorderArrangement,13,497,        this.bottomBlock = null;,1.0,0,1,0
org/jfree/chart/block/BorderArrangement,13,498,        this.leftBlock = null;,1.0,0,1,0
org/jfree/chart/block/BorderArrangement,13,499,        this.rightBlock = null;,1.0,0,1,0
org/jfree/chart/block/BorderArrangement,13,500,    },1.0,0,1,0
org/jfree/chart/block/AbstractBlock,13,151,        return this.width;,1.0,0,0,0
org/jfree/chart/block/AbstractBlock,13,175,        return this.height;,1.0,0,0,0
org/jfree/chart/block/EmptyBlock,13,85,"        return new Size2D(calculateTotalWidth(getWidth()), ",1.0,0,1,0
org/jfree/chart/block/BorderArrangement,13,112,            else if (edge == RectangleEdge.RIGHT) {,0.5,0,-1,0
org/jfree/chart/block/BorderArrangement,13,113,                this.rightBlock = block;,0.5,0,-1,0
org/jfree/chart/block/AbstractBlock,13,162,        this.width = width;,0.2,0,-1,0
org/jfree/chart/block/AbstractBlock,13,163,    },0.2,0,-1,0
org/jfree/chart/block/AbstractBlock,13,186,        this.height = height;,0.2,0,-1,0
org/jfree/chart/block/AbstractBlock,13,187,    },0.2,0,-1,0
org/jfree/chart/block/EmptyBlock,13,70,"    public EmptyBlock(double width, double height) {",0.2,0,-1,0
org/jfree/chart/block/EmptyBlock,13,71,        setWidth(width);,0.2,0,-1,0
org/jfree/chart/block/EmptyBlock,13,72,        setHeight(height);,0.2,0,-1,0
org/jfree/chart/block/EmptyBlock,13,73,    },0.2,0,-1,0
org/jfree/chart/block/BorderArrangement,13,131,        RectangleConstraint contentConstraint,0.01923,0,-1,0
org/jfree/chart/block/BorderArrangement,13,133,        Size2D contentSize = null;,0.01923,0,-1,0
org/jfree/chart/block/BorderArrangement,13,134,        LengthConstraintType w = contentConstraint.getWidthConstraintType();,0.01923,0,-1,0
org/jfree/chart/block/BorderArrangement,13,135,        LengthConstraintType h = contentConstraint.getHeightConstraintType();,0.01923,0,-1,0
org/jfree/chart/block/BorderArrangement,13,136,        if (w == LengthConstraintType.NONE) {,0.01923,0,-1,0
org/jfree/chart/block/BorderArrangement,13,170,"        return new Size2D(container.calculateTotalWidth(contentSize.getWidth()),",0.01923,0,-1,0
org/jfree/chart/block/BlockContainer,13,182,"        return this.arrangement.arrange(this, g2, constraint);",0.01923,0,-1,0
org/jfree/chart/block/AbstractBlock,13,365,        if (bounds == null) {,0.01923,0,-1,0
org/jfree/chart/block/AbstractBlock,13,368,        this.bounds = bounds;,0.01923,0,-1,0
org/jfree/chart/block/AbstractBlock,13,369,    },0.01923,0,-1,0
org/jfree/chart/block/BorderArrangement,13,102,            RectangleEdge edge = (RectangleEdge) key;,0.01887,0,-1,0
org/jfree/chart/block/BorderArrangement,13,103,            if (edge == RectangleEdge.TOP) {,0.01887,0,-1,0
org/jfree/chart/block/BorderArrangement,13,106,            else if (edge == RectangleEdge.BOTTOM) {,0.01887,0,-1,0
org/jfree/chart/block/BorderArrangement,13,109,            else if (edge == RectangleEdge.LEFT) {,0.01887,0,-1,0
org/jfree/chart/block/BorderArrangement,13,110,                this.leftBlock = block;,0.01887,0,-1,0
org/jfree/chart/block/RectangleConstraint,13,170,        return this.width;,0.01786,0,-1,0
org/jfree/chart/block/RectangleConstraint,13,179,        return this.widthRange;   ,0.01786,0,-1,0
org/jfree/chart/block/RectangleConstraint,13,197,        return this.height;,0.01786,0,-1,0
org/jfree/chart/block/RectangleConstraint,13,206,        return this.heightRange;   ,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,383,        double result = this.margin.trimWidth(fixedWidth);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,384,        result = this.frame.getInsets().trimWidth(result);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,385,        result = this.padding.trimWidth(result);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,386,"        return Math.max(result, 0.0);",0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,401,        double result = this.margin.trimHeight(fixedHeight);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,402,        result = this.frame.getInsets().trimHeight(result);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,403,        result = this.padding.trimHeight(result);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,404,"        return Math.max(result, 0.0);",0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,422,        double w = c.getWidth();,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,423,        Range wr = c.getWidthRange();,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,424,        double h = c.getHeight();,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,425,        Range hr = c.getHeightRange();,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,426,        double ww = trimToContentWidth(w);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,427,        double hh = trimToContentHeight(h);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,428,        Range wwr = trimToContentWidth(wr);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,429,        Range hhr = trimToContentHeight(hr);,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,430,        return new RectangleConstraint(,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,437,        if (r == null) {,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,440,        double lowerBound = 0.0;,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,441,        double upperBound = Double.POSITIVE_INFINITY;,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,442,        if (r.getLowerBound() > 0.0) {,0.01786,0,-1,0
org/jfree/chart/block/AbstractBlock,13,445,        if (r.getUpperBound() < Double.POSITIVE_INFINITY) {,0.01786,0,-1,0
