project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/jfree/data/DefaultKeyedValues,18,335,			return;,9.0,1,,0
org/jfree/data/DefaultKeyedValues2D,18,455,        Iterator iterator = this.rows.iterator();,2.0,1,,1
org/jfree/data/DefaultKeyedValues2D,18,456,        while (iterator.hasNext()) {,2.0,0,,0
org/jfree/data/DefaultKeyedValues2D,18,457,            DefaultKeyedValues rowData = (DefaultKeyedValues) iterator.next();,2.0,0,,0
org/jfree/data/DefaultKeyedValues2D,18,458,                rowData.removeValue(columnKey);,2.0,1,,1
org/jfree/data/DefaultKeyedValues2D,18,459,        },2.0,1,,1
org/jfree/data/DefaultKeyedValues2D,18,460,        this.columnKeys.remove(columnKey);,2.0,0,,0
org/jfree/data/DefaultKeyedValues2D,18,461,    },2.0,0,,0
org/jfree/data/category/DefaultCategoryDataset,18,350,        this.data.removeColumn(columnKey);,0.33333,0,,0
org/jfree/data/category/DefaultCategoryDataset,18,351,        fireDatasetChanged();,0.33333,0,,0
org/jfree/data/category/DefaultCategoryDataset,18,352,    },0.33333,0,,0
org/jfree/data/DefaultKeyedValues,18,319,        rebuildIndex();,0.33333,0,,0
org/jfree/data/DefaultKeyedValues,18,234,"            this.keys.set(keyIndex, key);",0.25,0,,0
org/jfree/data/DefaultKeyedValues,18,299,        this.indexMap.clear();,0.25,0,,0
org/jfree/data/DefaultKeyedValues,18,300,        for (int i = 0; i < this.keys.size(); i++) {,0.25,0,,0
org/jfree/data/DefaultKeyedValues,18,301,            final Object key = this.keys.get(i);,0.25,0,,0
org/jfree/data/DefaultKeyedValues,18,302,"            this.indexMap.put(key, new Integer(i));",0.25,0,,0
org/jfree/data/DefaultKeyedValues,18,304,    },0.25,0,,0
org/jfree/data/DefaultKeyedValues,18,209,"        setValue(key, value);",0.22222,0,,0
org/jfree/data/DefaultKeyedValues,18,210,    },0.22222,0,,0
org/jfree/data/DefaultKeyedValues,18,197,"        addValue(key, new Double(value)); ",0.14286,0,,0
org/jfree/data/DefaultKeyedValues,18,198,    },0.14286,0,,0
org/jfree/data/DefaultKeyedValues,18,157,        return i.intValue();,0.11765,0,,0
org/jfree/data/DefaultKeyedValues,18,229,        if (key == null) {,0.09143,0,,0
org/jfree/data/DefaultKeyedValues,18,232,        int keyIndex = getIndex(key);,0.09143,0,,0
org/jfree/data/DefaultKeyedValues,18,233,        if (keyIndex >= 0) {,0.09143,0,,0
org/jfree/data/DefaultKeyedValues,18,238,            this.keys.add(key);,0.09143,0,,0
org/jfree/data/DefaultKeyedValues,18,239,            this.values.add(value);,0.09143,0,,0
