project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/jfree/chart/util/AbstractObjectList,4,166,        return -1;,6.45333,0,,0
org/jfree/chart/axis/Axis,4,1222,        Object[] listeners = this.listenerList.getListenerList();,4.65385,0,,0
org/jfree/chart/axis/Axis,4,1223,        for (int i = listeners.length - 2; i >= 0; i -= 2) {,4.65385,0,,0
org/jfree/chart/axis/Axis,4,1228,    },4.65385,0,,0
org/jfree/chart/event/AxisChangeEvent,4,61,        super(axis);,4.65385,0,,0
org/jfree/chart/event/AxisChangeEvent,4,62,        this.axis = axis;,4.65385,0,,0
org/jfree/chart/event/AxisChangeEvent,4,63,    },4.65385,0,,0
org/jfree/chart/axis/Axis,4,1043,        this.plot = plot;,3.78125,0,,0
org/jfree/chart/axis/Axis,4,1044,        configure();,3.78125,0,,0
org/jfree/chart/util/AbstractObjectList,4,161,        for (int index = 0; index < this.size; index++) {,3.78125,0,,0
org/jfree/chart/util/AbstractObjectList,4,162,            if (this.objects[index] == object) {,3.78125,0,,0
org/jfree/chart/util/AbstractObjectList,4,163,                return (index);,3.78125,0,,0
org/jfree/chart/util/ObjectList,4,107,        return super.indexOf(object);,3.78125,0,,0
org/jfree/chart/axis/Axis,4,1030,        return this.plot;,3.72308,0,,0
org/jfree/data/general/DatasetGroup,4,63,        super();,3.48201,0,,0
org/jfree/data/general/DatasetGroup,4,64,"        this.id = ""NOID"";",3.48201,0,,0
org/jfree/data/general/DatasetGroup,4,65,    },3.48201,0,,0
org/jfree/chart/axis/Axis,4,307,    protected Axis(String label) {,3.29252,0,,0
org/jfree/chart/axis/Axis,4,309,        this.label = label;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,310,        this.visible = DEFAULT_AXIS_VISIBLE;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,311,        this.labelFont = DEFAULT_AXIS_LABEL_FONT;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,312,        this.labelPaint = DEFAULT_AXIS_LABEL_PAINT;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,313,        this.labelInsets = DEFAULT_AXIS_LABEL_INSETS;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,314,        this.labelAngle = 0.0;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,315,        this.labelToolTip = null;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,316,        this.labelURL = null;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,318,        this.axisLineVisible = true;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,319,        this.axisLinePaint = DEFAULT_AXIS_LINE_PAINT;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,320,        this.axisLineStroke = DEFAULT_AXIS_LINE_STROKE;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,322,        this.tickLabelsVisible = DEFAULT_TICK_LABELS_VISIBLE;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,323,        this.tickLabelFont = DEFAULT_TICK_LABEL_FONT;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,324,        this.tickLabelPaint = DEFAULT_TICK_LABEL_PAINT;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,325,        this.tickLabelInsets = DEFAULT_TICK_LABEL_INSETS;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,327,        this.tickMarksVisible = DEFAULT_TICK_MARKS_VISIBLE;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,328,        this.tickMarkStroke = DEFAULT_TICK_MARK_STROKE;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,329,        this.tickMarkPaint = DEFAULT_TICK_MARK_PAINT;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,330,        this.tickMarkInsideLength = DEFAULT_TICK_MARK_INSIDE_LENGTH;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,331,        this.tickMarkOutsideLength = DEFAULT_TICK_MARK_OUTSIDE_LENGTH;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,333,        this.minorTickMarksVisible = false;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,334,        this.minorTickMarkInsideLength = 0.0f;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,335,        this.minorTickMarkOutsideLength = 2.0f;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,337,        this.plot = null;,3.29252,0,,0
org/jfree/chart/axis/Axis,4,339,        this.listenerList = new EventListenerList();,3.29252,0,,0
org/jfree/chart/axis/Axis,4,341,    },3.29252,0,,0
org/jfree/chart/util/ObjectList,4,85,        return super.get(index);,3.06329,0,,0
org/jfree/chart/util/ObjectList,4,95,"        super.set(index, object);",3.06329,0,,0
org/jfree/chart/util/ObjectList,4,96,    },3.06329,0,,0
org/jfree/chart/plot/PlotOrientation,4,72,    private PlotOrientation(String name) {,3.00621,0,,0
org/jfree/chart/plot/PlotOrientation,4,73,        this.name = name;,3.00621,0,,0
org/jfree/chart/plot/PlotOrientation,4,74,    },3.00621,0,,0
org/jfree/chart/plot/PlotOrientation,4,57,    public static final PlotOrientation HORIZONTAL,3.00621,0,,0
