project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,90,    public DefaultStatisticalCategoryDataset() {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,91,        this.data = new KeyedObjects2D();,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,92,        this.minimumRangeValue = Double.NaN;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,93,        this.maximumRangeValue = Double.NaN;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,94,        this.minimumRangeValueIncStdDev = Double.NaN;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,95,        this.maximumRangeValueIncStdDev = Double.NaN;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,96,    },16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,107,        Number result = null;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,108,        MeanAndStandardDeviation masd ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,110,        if (masd != null) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,111,            result = masd.getMean();,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,113,        return result;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,126,"        return getMeanValue(row, column);",16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,169,        Number result = null;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,170,        MeanAndStandardDeviation masd ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,172,        if (masd != null) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,173,            result = masd.getStandardDeviation();,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,175,        return result;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,215,        return this.data.getColumnKey(column);,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,246,        return this.data.getRowKey(row);,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,264,        return this.data.getRowCount();,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,273,        return this.data.getColumnCount();,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,286,"        add(new Double(mean), new Double(standardDeviation), rowKey, columnKey);",16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,287,    },16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,299,        MeanAndStandardDeviation item = new MeanAndStandardDeviation(,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,301,"        this.data.addObject(item, rowKey, columnKey);",16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,302,        double m = 0.0;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,303,        double sd = 0.0;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,304,        if (mean != null) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,305,            m = mean.doubleValue();,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,307,        if (standardDeviation != null) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,308,            sd = standardDeviation.doubleValue();   ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,311,        if (!Double.isNaN(m)) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,312,            if (Double.isNaN(this.maximumRangeValue) ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,314,                this.maximumRangeValue = m;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,318,        if (!Double.isNaN(m + sd)) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,319,            if (Double.isNaN(this.maximumRangeValueIncStdDev) ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,321,                this.maximumRangeValueIncStdDev = m + sd;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,325,        if (!Double.isNaN(m)) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,326,            if (Double.isNaN(this.minimumRangeValue) ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,328,                this.minimumRangeValue = m;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,332,        if (!Double.isNaN(m - sd)) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,333,            if (Double.isNaN(this.minimumRangeValueIncStdDev) ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,335,                this.minimumRangeValueIncStdDev = m - sd;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,339,        fireDatasetChanged();,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,340,    },16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,377,        Range result = null;,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,378,        if (includeInterval) {,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,379,            if (!Double.isNaN(this.minimumRangeValueIncStdDev) ,16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,381,"            result = new Range(this.minimumRangeValueIncStdDev, ",16.0,0,,0
org/jfree/data/statistics/DefaultStatisticalCategoryDataset,25,389,        return result;,16.0,0,,0
org/jfree/data/general/AbstractDataset,25,96,    protected AbstractDataset() {,16.0,0,,0
org/jfree/data/general/AbstractDataset,25,97,        this.group = new DatasetGroup();,16.0,0,,0
org/jfree/data/general/AbstractDataset,25,98,        this.listenerList = new EventListenerList();,16.0,0,,0
org/jfree/data/general/AbstractDataset,25,99,    },16.0,0,,0
org/jfree/data/general/AbstractDataset,25,134,"        this.listenerList.add(DatasetChangeListener.class, listener);",16.0,0,,0
org/jfree/data/general/AbstractDataset,25,135,    },16.0,0,,0
org/jfree/data/general/AbstractDataset,25,172,"        notifyListeners(new DatasetChangeEvent(this, this));",16.0,0,,0
org/jfree/data/general/AbstractDataset,25,173,    },16.0,0,,0
org/jfree/data/general/AbstractDataset,25,186,        Object[] listeners = this.listenerList.getListenerList();,16.0,0,,0
org/jfree/data/general/AbstractDataset,25,187,        for (int i = listeners.length - 2; i >= 0; i -= 2) {,16.0,0,,0
org/jfree/data/general/AbstractDataset,25,194,    },16.0,0,,0
org/jfree/data/Range,25,85,"    public Range(double lower, double upper) {",16.0,0,,0
org/jfree/data/Range,25,86,        if (lower > upper) {,16.0,0,,0
org/jfree/data/Range,25,91,        this.lower = lower;,16.0,0,,0
org/jfree/data/Range,25,92,        this.upper = upper;,16.0,0,,0
org/jfree/data/Range,25,93,    },16.0,0,,0
