dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict0,predict1
defect4j,time,org/joda/time/chrono/BaseChronology,11,265,        return values;,1,0,0,0,0,1,0,0,0,2,14,4,1.0,0,0,0.000273353234064968,0.9997266467659344
defect4j,time,org/joda/time/chrono/BaseChronology,11,276,        int size = period.size();,1,0,0,1,2,1,2,0,0,5,25,5,1.0,0,0,0.0004481306886013975,0.9995518693113983
defect4j,time,org/joda/time/chrono/BaseChronology,11,277,        int[] values = new int[size];,1,0,1,0,4,3,0,0,0,4,29,5,1.0,0,0,1.0,0.0
defect4j,time,org/joda/time/chrono/BaseChronology,11,278,        if (duration != 0) {,1,1,0,1,3,1,0,0,0,5,20,4,1.0,0,0,0.000829925347478495,0.9991700746525208
defect4j,time,org/joda/time/chrono/BaseChronology,11,289,        return values;,1,0,0,0,0,1,0,0,0,2,14,4,1.0,0,0,0.000273353234064968,0.9997266467659344
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,225,    public DateTimeZoneBuilder() {,1,0,0,1,3,1,0,0,1,5,30,2,1.0,0,0,0.0007379502611022026,0.9992620497388981
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,226,        iRuleSets = new ArrayList<RuleSet>(10);,1,0,0,1,2,1,0,2,2,6,39,4,1.0,0,0,0.7376713675815639,0.26232863241843785
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,227,    },0,0,0,0,1,0,0,0,0,1,1,2,1.0,0,0,0.0002404676184915533,0.9997595323815086
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,252,        if (iRuleSets.size() > 0) {,0,1,0,2,5,1,2,0,0,5,27,4,1.0,0,0,0.0006300726542247377,0.9993699273457749
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,258,        iRuleSets.add(new RuleSet());,0,0,0,2,4,1,2,1,1,6,29,5,1.0,0,0,0.0039422969694837585,0.9960577030305163
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,259,        return this;,0,0,0,0,0,2,0,0,0,1,12,2,1.0,0,0,0.0006225026331096127,0.9993774973668909
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,268,        getLastRuleSet().setStandardOffset(standardOffset);,0,0,0,1,4,0,3,0,1,4,51,5,1.0,0,0,0.00046698003708940195,0.999533019962911
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,269,        return this;,0,0,0,0,0,2,0,0,0,1,12,2,1.0,0,0,0.0006225026331096127,0.9993774973668909
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,309,        if (fromYear <= toYear) {,2,1,0,1,3,1,0,0,0,5,25,4,1.0,0,0,0.001198650706470244,0.9988013492935288
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,310,            OfYear ofYear = new OfYear,1,0,0,0,0,1,0,2,1,4,26,6,1.0,0,0,0.5731651478513439,0.4268348521486546
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,312,"            Recurrence recurrence = new Recurrence(ofYear, nameKey, saveMillis);",4,0,0,0,2,1,0,2,1,5,68,6,1.0,0,0,0.9068900345808963,0.09310996541910345
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,313,"            Rule rule = new Rule(recurrence, fromYear, toYear);",4,0,0,0,2,1,0,2,1,5,51,6,1.0,0,0,0.9057596684732041,0.09424033152679519
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,314,            getLastRuleSet().addRule(rule);,0,0,0,1,4,0,3,0,1,4,31,7,1.0,0,0,0.000409652818066787,0.9995903471819331
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,316,        return this;,0,0,0,0,0,2,0,0,0,1,12,2,1.0,0,0,0.0006225026331096127,0.9993774973668909
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,320,        if (iRuleSets.size() == 0) {,0,1,0,2,5,1,2,0,0,5,28,4,1.0,0,0,0.0006348989864142238,0.9993651010135861
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,323,        return iRuleSets.get(iRuleSets.size() - 1);,0,1,0,2,4,1,4,0,0,5,43,5,1.0,0,0,0.00048230949668229636,0.9995176905033177
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,333,        if (id == null) {,1,1,0,1,3,1,0,0,0,5,17,4,1.0,0,0,0.000806473222736564,0.9991935267772627
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,339,        ArrayList<Transition> transitions = new ArrayList<Transition>();,1,0,0,1,2,1,0,4,1,6,64,4,1.0,0,0,0.9999999999692761,3.072485700194375e-11
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,343,        DSTZone tailZone = null;,1,0,0,0,0,0,0,1,0,2,24,4,1.0,0,0,0.003026478031380307,0.9969735219686195
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,345,        long millis = Long.MIN_VALUE;,3,0,0,0,0,1,0,0,0,2,29,5,1.0,0,0,0.0007212924175601188,0.9992787075824406
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,346,        int saveMillis = 0;,1,0,0,0,0,1,0,0,0,2,19,5,1.0,0,0,0.00027548929978082957,0.9997245107002183
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,348,        int ruleSetCount = iRuleSets.size();,1,0,0,1,2,1,2,0,0,5,36,5,1.0,0,0,0.00048394639503524173,0.9995160536049652
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,349,        for (int i=0; i<ruleSetCount; i++) {,4,1,0,1,3,2,0,0,1,6,36,4,1.0,0,0,0.017393618971399703,0.9826063810286008
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,350,            RuleSet rs = iRuleSets.get(i);,1,0,0,1,2,0,3,1,0,5,30,6,1.0,0,0,0.003933611798431749,0.9960663882015686
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,351,            Transition next = rs.firstTransition(millis);,1,0,0,1,2,0,3,1,0,5,45,6,1.0,0,0,0.004270084113127728,0.9957299158868715
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,352,            if (next == null) {,1,1,0,1,3,1,0,0,0,5,19,6,1.0,0,0,0.0007679899535476038,0.9992320100464525
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,355,"            addTransition(transitions, next);",0,0,0,0,2,0,3,0,1,3,33,6,1.0,0,0,0.0003260584173588043,0.9996739415826404
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,356,            millis = next.getMillis();,1,0,0,1,2,0,2,0,1,5,26,6,1.0,0,0,0.0006039509298352567,0.9993960490701648
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,357,            saveMillis = next.getSaveMillis();,1,0,0,1,2,0,2,0,1,5,34,6,1.0,0,0,0.0006392270513209747,0.9993607729486792
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,360,            rs = new RuleSet(rs);,2,0,0,1,2,1,0,1,2,6,21,6,1.0,0,0,0.0086781656997097,0.991321834300291
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,362,"            while ((next = rs.nextTransition(millis, saveMillis)) != null) {",1,1,0,0,7,1,4,0,1,6,64,6,1.0,0,0,0.0006371316320705645,0.99936286836793
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,363,"                if (addTransition(transitions, next)) {",0,0,0,0,5,1,3,0,1,4,39,8,1.0,0,0,0.00031906816170493567,0.9996809318382947
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,364,                    if (tailZone != null) {,1,1,0,1,3,1,0,0,0,5,23,10,1.0,0,0,0.0008422422171653593,0.9991577577828351
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,366,                        break;,0,0,0,0,0,1,0,0,0,1,6,2,1.0,0,0,0.00019827350575461473,0.9998017264942458
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,369,                millis = next.getMillis();,1,0,0,1,2,0,2,0,1,5,26,8,1.0,0,0,0.0006015379800906269,0.9993984620199092
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,370,                saveMillis = next.getSaveMillis();,1,0,0,1,2,0,2,0,1,5,34,8,1.0,0,0,0.0006366732535735277,0.9993633267464266
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,371,                if (tailZone == null && i == ruleSetCount - 1) {,3,4,0,1,3,1,0,0,0,5,48,8,1.0,0,0,0.9506528112645094,0.04934718873549238
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,372,                    tailZone = rs.buildTailZone(id);,1,0,0,1,2,0,3,0,1,5,32,10,1.0,0,0,0.0005752011799778237,0.9994247988200223
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,379,            millis = rs.getUpperLimit(saveMillis);,1,0,0,1,2,0,3,0,1,5,38,6,1.0,0,0,0.0005637739602050029,0.999436226039795
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,383,        if (transitions.size() == 0) {,0,1,0,2,5,1,2,0,0,5,30,4,1.0,0,0,0.0006442490303198226,0.99935575096968
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,390,        if (transitions.size() == 1 && tailZone == null) {,1,3,0,2,5,1,2,0,0,6,50,4,1.0,0,0,0.09259191626586401,0.9074080837341368
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,396,"        PrecalculatedZone zone = PrecalculatedZone.create(id, outputID, transitions, tailZone);",1,0,0,0,2,0,6,1,0,4,87,4,1.0,0,0,0.001988289748069274,0.9980117102519298
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,397,        if (zone.isCachable()) {,0,0,0,2,5,1,2,0,0,4,24,5,1.0,0,0,0.00033562202341520504,0.999664377976585
defect4j,time,org/joda/time/tz/DateTimeZoneBuilder,11,398,            return CachedDateTimeZone.forZone(zone);,0,0,0,1,2,1,3,0,0,4,40,7,1.0,0,0,0.00031485254407563135,0.9996851474559247
