dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict0,predict1
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,434,        if (this.unitType == UnitType.RELATIVE) {,3,1,0,1,3,2,0,0,0,5,41,4,16.0,0,0,0.00044139367447518907,0.9995586063255245
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,437,        return result;,1,0,0,0,0,1,0,0,0,2,14,4,16.0,0,0,0.0001486871693886625,0.9998513128306113
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,448,        double result = this.right;,2,0,0,0,0,2,0,0,0,2,27,5,16.0,0,0,0.0002179980177881144,0.9997820019822112
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,449,        if (this.unitType == UnitType.RELATIVE) {,3,1,0,1,3,2,0,0,0,5,41,4,16.0,0,0,0.00044139367447518907,0.9995586063255245
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,452,        return result;,1,0,0,0,0,1,0,0,0,2,14,4,16.0,0,0,0.0001486871693886625,0.9998513128306113
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,463,        double result = this.right;,2,0,0,0,0,2,0,0,0,2,27,5,16.0,0,0,0.0002179980177881144,0.9997820019822112
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,464,        if (this.unitType == UnitType.RELATIVE) {,3,1,0,1,3,2,0,0,0,5,41,4,16.0,0,0,0.00044139367447518907,0.9995586063255245
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,467,        return result;,1,0,0,0,0,1,0,0,0,2,14,4,16.0,0,0,0.0001486871693886625,0.9998513128306113
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,478,        return width - calculateLeftInset(width) - calculateRightInset(width);   ,1,1,0,1,4,1,4,0,2,7,70,4,16.0,0,0,0.009545557563933382,0.9904544424360672
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,489,        return width + calculateLeftOutset(width) + calculateRightOutset(width);   ,1,1,0,1,4,1,4,0,2,7,72,4,16.0,0,0,0.00963786095570627,0.9903621390442934
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,500,        return height ,1,1,0,0,0,1,0,0,0,3,13,4,16.0,0,0,0.00024772365157070455,0.9997522763484298
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,512,        return height ,1,1,0,0,0,1,0,0,0,3,13,4,16.0,0,0,0.00024772365157070455,0.9997522763484298
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,522,        double w = area.getWidth();,1,0,0,1,2,1,2,0,0,5,27,5,16.0,0,0,0.0005560884302452792,0.9994439115697549
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,523,        double h = area.getHeight();,1,0,0,1,2,1,2,0,0,5,28,5,16.0,0,0,0.0005724597845425194,0.9994275402154575
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,524,        double l = calculateLeftInset(w);,1,0,0,1,2,1,2,0,1,6,33,5,16.0,0,0,0.000740156193306483,0.9992598438066939
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,525,        double r = calculateRightInset(w);,1,0,0,1,2,1,2,0,1,6,34,5,16.0,0,0,0.0007594080616494091,0.999240591938351
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,526,        double t = calculateTopInset(h);,1,0,0,1,2,1,2,0,1,6,32,5,16.0,0,0,0.0007209915469319643,0.9992790084530684
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,527,        double b = calculateBottomInset(h);,1,0,0,1,2,1,2,0,1,6,35,5,16.0,0,0,0.0007787277632726352,0.9992212722367277
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,528,"        area.setRect(area.getX() + l, area.getY() + t, w - l - r, h - t - b);    ",8,4,0,1,6,0,6,0,0,5,69,5,16.0,0,0,0.26105354066644243,0.7389464593335544
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,529,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00011707755659078265,0.9998829224434084
defect4j,chart,org/jfree/chart/axis/CategoryTick,25,81,"        super("""", TextAnchor.CENTER, rotationAnchor, angle);",4,0,0,0,2,1,0,0,2,4,52,3,16.0,0,0,0.0017314450303837427,0.9982685549696172
defect4j,chart,org/jfree/chart/axis/CategoryTick,25,82,        this.category = category;,2,0,0,0,0,1,0,0,1,3,25,4,16.0,0,0,0.00033385252441766325,0.9996661474755828
defect4j,chart,org/jfree/chart/axis/CategoryTick,25,83,        this.label = label;,2,0,0,0,0,1,0,0,1,3,19,4,16.0,0,0,0.00027540155534519663,0.9997245984446548
defect4j,chart,org/jfree/chart/axis/CategoryTick,25,84,        this.labelAnchor = labelAnchor;,2,0,0,0,0,1,0,0,1,3,31,4,16.0,0,0,0.0003966913822537126,0.9996033086177463
defect4j,chart,org/jfree/chart/axis/CategoryTick,25,86,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00011707755659078265,0.9998829224434084
defect4j,chart,org/jfree/chart/axis/CategoryTick,25,94,        return this.category;,1,0,0,0,0,2,0,0,0,2,21,5,16.0,0,0,0.00018873185212252392,0.999811268147877
defect4j,chart,org/jfree/chart/axis/CategoryTick,25,103,        return this.label;,1,0,0,0,0,2,0,0,0,2,18,5,16.0,0,0,0.00017070103100272878,0.9998292989689979
defect4j,chart,org/jfree/chart/text/TextBlock,25,87,    public TextBlock() {,1,0,0,1,3,1,0,0,1,5,20,2,16.0,0,0,0.0003773484608468237,0.9996226515391524
