dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict0,predict1
defect4j,mockito,org/mockito/internal/matchers/Same,29,37,        } else if (wanted instanceof Character) {,1,0,0,1,4,3,0,1,0,5,41,6,0.5,0,0,0.05133173662434257,0.948668263375657
defect4j,mockito,org/mockito/exceptions/verification/SmartNullPointerException,30,14,        super(message);,1,0,0,1,2,1,0,0,1,5,15,3,0.2,0,0,0.016356091383097293,0.983643908616902
defect4j,mockito,org/mockito/exceptions/verification/SmartNullPointerException,30,15,    },0,0,0,0,1,0,0,0,0,1,1,2,0.2,0,0,0.007835761356902034,0.9921642386430998
defect4j,mockito,org/mockito/exceptions/Reporter,30,439,        throw new SmartNullPointerException(join(,0,0,0,0,2,2,1,1,2,5,41,4,0.2,0,0,0.0827896302066138,0.9172103697933865
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,31,51,            if (new ObjectMethodsGuru().isToString(method)) {,0,0,0,2,7,2,2,1,1,6,49,6,0.33333,0,0,0.020704931237558104,0.9792950687624422
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,31,52,"                return ""SmartNull returned by unstubbed "" + formatMethodCall()  + "" method on mock"";",0,1,0,1,2,1,1,0,3,6,84,7,0.33333,0,0,0.19898407948259564,0.8010159205174031
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,31,60,"			return invocation.getMethod().getName() + ""()"";",0,1,0,1,6,1,3,0,1,6,47,5,0.33333,1,0,0.005423639179615837,0.9945763608203848
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,32,45,                    if (new MockUtil().isMock(instance)) { ,0,0,0,2,7,2,2,1,1,6,38,11,0.07143,1,1,0.4789850255416713,0.521014974458329
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,32,49,"                        field.set(testClass, Mockito.spy(instance));",0,0,0,1,4,0,6,0,0,3,44,13,0.07143,1,0,0.8824862663187776,0.11751373368122363
defect4j,mockito,org/mockito/internal/configuration/SpyAnnotationEngine,32,55,                },0,0,0,0,1,0,0,0,0,1,1,2,0.07143,0,0,0.007835761356902034,0.9921642386430998
defect4j,mockito,org/mockito/exceptions/verification/WantedButNotInvoked,33,20,        return new RemoveFirstLine().of(super.toString());,1,0,0,2,6,3,1,1,1,7,50,5,1.0,0,0,0.05745565189139451,0.9425443481086063
defect4j,mockito,org/mockito/internal/matchers/AnyVararg,34,13,"public class AnyVararg extends ArgumentMatcher implements VarargMatcher, Serializable {",1,0,0,0,1,4,0,3,1,5,87,1,0.4,0,0,0.009192029775452483,0.9908079702245477
defect4j,mockito,org/mockito/internal/matchers/AnyVararg,34,16,    public static final Matcher ANY_VARARG = new AnyVararg();,1,0,0,1,2,4,0,2,4,6,57,2,0.4,0,0,0.9972228834441637,0.0027771165558350785
defect4j,mockito,org/mockito/Matchers,35,362,        return reportMatcher(new InstanceOf(clazz)).<T>returnNull();,1,0,0,2,6,2,2,2,2,7,60,5,0.5,1,0,0.022073575137019408,0.977926424862981
defect4j,mockito,org/mockito/internal/invocation/realmethod/FilteredCGLIBProxyRealMethod,36,27,        } catch (Throwable t) {,1,0,0,1,4,1,0,1,0,5,23,6,0.33333,0,0,0.01085795329527633,0.9891420467047234
defect4j,mockito,org/mockito/internal/invocation/realmethod/FilteredCGLIBProxyRealMethod,36,28,            new ConditionalStackTraceFilter().filter(t);,0,0,0,1,4,1,2,1,1,6,44,8,0.33333,0,0,0.029436916505548933,0.9705630834944506
defect4j,mockito,org/mockito/internal/invocation/realmethod/FilteredCGLIBProxyRealMethod,36,29,            throw t;,1,0,0,0,0,1,0,0,0,2,8,7,0.33333,0,0,0.011493325011127887,0.9885066749888717
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,37,49,        return thenAnswer(new CallsRealMethods());,0,0,0,2,4,2,1,1,2,6,42,4,0.14286,0,0,0.08750603928464472,0.9124939607153562
defect4j,mockito,org/mockito/Matchers,38,202,        return (T) reportMatcher(Any.ANY).returnNull();,2,0,0,1,6,1,2,1,1,7,47,5,0.25,0,0,0.007416995813041985,0.9925830041869576
