dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict
defect4j,chart,org/jfree/chart/text/TextFragment,25,242,        if (anchor == TextAnchor.TOP_LEFT || anchor == TextAnchor.TOP_CENTER,12,4,0,0,1,0,0,0,0,16,68,4,16.0,0,0,0
defect4j,chart,org/jfree/chart/text/TextFragment,25,244,            result = lm.getAscent();,8,1,0,1,2,0,0,0,0,10,24,3,16.0,0,0,1
defect4j,chart,org/jfree/chart/text/TextFragment,25,251,        return result;                                             ,2,0,0,0,0,1,0,0,0,2,14,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/resources/JFreeChartResources,25,46,public class JFreeChartResources extends ListResourceBundle {,12,1,0,0,1,1,0,2,0,17,61,1,16.0,0,0,0
defect4j,chart,org/jfree/chart/resources/JFreeChartResources,25,58,    private static final Object[][] CONTENTS = {,2,0,0,2,5,3,0,2,0,7,44,2,16.0,0,0,0
defect4j,chart,org/jfree/chart/resources/JFreeChartResources,25,54,        return CONTENTS;,0,0,0,0,0,1,0,0,0,1,16,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/labels/StandardCategorySeriesLabelGenerator,25,99,        if (dataset == null) {,4,1,0,1,3,0,0,0,0,5,22,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/labels/StandardCategorySeriesLabelGenerator,25,102,"        String label = MessageFormat.format(this.formatPattern, ",6,0,0,0,1,0,10,2,0,18,55,3,16.0,0,0,1
defect4j,chart,org/jfree/chart/labels/StandardCategorySeriesLabelGenerator,25,104,        return label;,6,1,0,0,0,2,6,2,0,16,13,3,16.0,0,0,0
defect4j,chart,org/jfree/chart/labels/StandardCategorySeriesLabelGenerator,25,117,        Object[] result = new Object[1];,2,0,0,2,4,0,0,4,0,6,32,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/labels/StandardCategorySeriesLabelGenerator,25,118,        result[0] = dataset.getRowKey(series).toString();,0,0,0,3,6,0,0,0,0,9,49,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/labels/StandardCategorySeriesLabelGenerator,25,119,        return result;,8,1,0,0,0,1,2,0,0,12,14,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,400,        boolean result = this.baseSeriesVisible;,0,0,0,0,0,0,0,0,0,0,40,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,401,        Boolean b = this.seriesVisibleList.getBoolean(series);,0,0,0,1,2,0,0,0,0,3,54,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,402,        if (b != null) {,0,0,0,1,3,0,0,0,0,4,16,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,405,        return result;,0,0,0,0,0,1,0,0,0,1,14,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,503,        boolean result = this.baseSeriesVisibleInLegend;,0,0,0,0,0,0,0,0,0,0,48,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,504,        Boolean b = this.seriesVisibleInLegendList.getBoolean(series);,0,0,0,1,2,0,0,0,0,3,62,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,505,        if (b != null) {,0,0,0,1,3,0,0,0,0,4,16,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,508,        return result;,4,0,0,0,0,1,0,0,0,4,14,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,614,        return lookupSeriesPaint(row);,2,0,0,1,2,1,4,0,0,6,30,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,629,        Paint seriesPaint = this.paintList.getPaint(series);,0,0,0,1,2,0,0,0,0,3,52,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,630,        if (seriesPaint == null && this.autoPopulateSeriesPaint) {,4,0,0,1,3,0,0,0,0,5,58,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,631,            DrawingSupplier supplier = getDrawingSupplier();,0,0,0,1,2,0,0,0,0,3,48,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,632,            if (supplier != null) {,0,0,0,1,3,0,0,0,0,4,23,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,633,                seriesPaint = supplier.getNextPaint();,0,0,0,1,2,0,0,0,0,3,38,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,634,"                this.paintList.setPaint(series, seriesPaint);",2,0,0,1,2,0,4,0,0,6,45,5,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,637,        if (seriesPaint == null) {,4,1,0,1,3,0,6,2,0,13,26,3,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,640,        return seriesPaint;,0,0,0,0,0,1,0,0,0,1,19,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,938,        Paint seriesOutlinePaint = this.outlinePaintList.getPaint(series);,4,0,0,1,2,0,4,2,0,10,66,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,939,        if (seriesOutlinePaint == null && this.autoPopulateSeriesOutlinePaint) {,0,0,0,1,3,0,0,0,0,4,72,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,946,        if (seriesOutlinePaint == null) {,0,0,0,1,3,0,2,2,0,4,33,7,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,947,            seriesOutlinePaint = this.baseOutlinePaint;,4,1,0,0,0,0,0,0,0,5,43,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,949,        return seriesOutlinePaint;,0,0,0,0,0,1,0,0,0,1,26,4,16.0,0,0,1
defect4j,chart,org/jfree/chart/renderer/AbstractRenderer,25,1231,        Stroke result = this.outlineStrokeList.getStroke(series);,6,0,0,1,2,0,12,2,0,20,57,3,16.0,0,0,1
