dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict0,predict1
defect4j,chart,org/jfree/chart/plot/CategoryPlot,1,1613,"        setRenderer(0, renderer, true);",0,0,0,0,2,0,2,0,2,3,31,4,0.25,0,0,0.006963594290358307,0.9930364057096411
defect4j,chart,org/jfree/chart/plot/CategoryPlot,1,1614,    },0,0,0,0,1,0,0,0,0,1,1,2,0.25,0,0,0.004351627527621821,0.995648372472378
defect4j,chart,org/jfree/data/ComparableObjectItem,2,72,"    public ComparableObjectItem(Comparable x, Object y) {",3,0,0,0,3,1,0,2,1,5,53,2,1.33333,0,0,0.34930185919377904,0.6506981408062203
defect4j,chart,org/jfree/data/ComparableObjectItem,2,73,        if (x == null) {,1,1,0,1,3,1,0,0,0,5,16,4,1.33333,0,0,0.0004172300876597627,0.9995827699123401
defect4j,chart,org/jfree/data/ComparableObjectItem,2,76,        this.x = x;,2,0,0,0,0,1,0,0,1,3,11,4,1.33333,0,0,0.0015936325573943618,0.9984063674426061
defect4j,chart,org/jfree/data/ComparableObjectItem,2,77,        this.obj = y;,2,0,0,0,0,1,0,0,1,3,13,4,1.33333,0,0,0.00157940074637336,0.9984205992536264
defect4j,chart,org/jfree/data/ComparableObjectItem,2,78,    },0,0,0,0,1,0,0,0,0,1,1,2,1.33333,0,0,0.004351627527621821,0.995648372472378
defect4j,chart,org/jfree/data/ComparableObjectItem,2,95,        return this.obj;,1,0,0,0,0,2,0,0,0,2,16,5,1.33333,0,0,0.001434813266676342,0.9985651867333241
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,98,        super(key);,1,0,0,1,2,1,0,0,1,5,11,3,1.33333,0,0,0.000551430639704148,0.9994485693602956
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,67,    private int maximumItemCount = Integer.MAX_VALUE;,3,0,0,0,0,2,0,0,1,3,49,2,1.33333,0,0,0.0012234876863153243,0.9987765123136854
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,99,        this.data = new java.util.ArrayList();,4,0,0,1,2,2,0,0,2,5,38,4,1.33333,0,0,0.0010270796316465185,0.9989729203683528
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,100,        this.autoSort = autoSort;,2,0,0,0,0,1,0,0,1,3,25,4,1.33333,0,0,0.0015207702649087799,0.9984792297350915
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,101,        this.allowDuplicateXValues = allowDuplicateXValues;,2,0,0,0,0,1,0,0,1,3,51,4,1.33333,0,0,0.001539304864882223,0.9984606951351173
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,102,    },0,0,0,0,1,0,0,0,0,1,1,2,1.33333,0,0,0.004351627527621821,0.995648372472378
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,131,        return this.data.size();,1,0,0,1,2,2,1,0,0,5,24,5,1.33333,0,0,0.00033546935661104166,0.9996645306433891
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,216,        if (item == null) {,1,1,0,1,3,1,0,0,0,5,19,4,1.33333,0,0,0.000412944010891809,0.9995870559891077
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,220,        if (this.autoSort) {,1,0,0,1,3,2,0,0,0,4,20,5,1.33333,0,0,0.00044609490025278694,0.9995539050997468
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,221,"            int index = Collections.binarySearch(this.data, item);",2,0,0,0,2,2,3,0,0,4,54,7,1.33333,0,0,0.0023976606433962194,0.9976023393566036
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,222,            if (index < 0) {,1,1,0,1,3,1,0,0,0,5,16,6,1.33333,0,0,0.0006866797748992176,0.9993133202251016
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,223,"                this.data.add(-index - 1, item);",2,1,0,0,2,1,2,0,1,6,32,9,1.33333,0,0,0.009459809198501987,0.9905401908014985
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,244,        },0,0,0,0,1,0,0,0,0,1,1,2,1.33333,0,0,0.004351627527621821,0.995648372472378
defect4j,chart,org/jfree/data/ComparableObjectSeries,2,256,        if (getItemCount() > this.maximumItemCount) {,1,1,0,2,5,2,1,0,1,7,45,4,1.33333,0,0,0.0003617492872973809,0.9996382507127031
