dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict0,predict1
defect4j,lang,org/apache/commons/lang3/ArrayUtils,37,2956,        } else if (array2 == null) {,1,1,0,1,4,2,0,0,0,5,28,5,0.33333,0,0,0.7059663319452354,0.2940336680547653
defect4j,lang,org/apache/commons/lang3/ArrayUtils,37,2959,        final Class<?> type1 = array1.getClass().getComponentType();,1,0,0,1,4,1,3,1,1,7,60,4,0.33333,0,0,0.5750876426059568,0.42491235739404215
defect4j,lang,org/apache/commons/lang3/ArrayUtils,37,2960,"        T[] joinedArray = (T[]) Array.newInstance(type1, array1.length + array2.length);",5,1,0,1,8,0,3,2,0,6,80,4,0.33333,0,0,0.02820102783471259,0.9717989721652888
defect4j,lang,org/apache/commons/lang3/ArrayUtils,37,2961,"        System.arraycopy(array1, 0, joinedArray, 0, array1.length);",2,0,0,0,2,0,4,0,0,3,59,5,0.33333,0,0,0.6415196603217358,0.3584803396782633
defect4j,lang,org/apache/commons/lang3/ArrayUtils,37,2962,"            System.arraycopy(array2, 0, joinedArray, array1.length, array2.length);",4,0,0,0,2,0,4,0,0,3,71,5,0.33333,1,1,0.36059638567301044,0.6394036143269887
defect4j,lang,org/apache/commons/lang3/ArrayUtils,37,2964,        return joinedArray;,1,0,0,0,0,1,0,0,0,2,19,4,0.33333,1,1,0.40546283129271654,0.594537168707285
defect4j,lang,org/apache/commons/lang3/time/FastDateFormat,38,182,"        return getInstance(pattern, timeZone, null);",0,0,0,0,2,1,3,0,1,4,44,4,1.0,0,0,0.6221522377072527,0.3778477622927472
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3612,        if (text == null || text.length() == 0 || searchList == null || ,2,8,0,1,3,1,2,0,0,6,63,4,1.0,0,0,0.005798468573531761,0.994201531426466
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3615,            return text;,1,0,0,0,0,1,0,0,0,2,12,6,1.0,0,0,0.3816725172172025,0.6183274827827978
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3619,        if (timeToLive < 0) {,1,1,0,1,3,1,0,0,0,5,21,4,1.0,0,0,0.5515951378697153,0.4484048621302845
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3623,        int searchLength = searchList.length;,3,0,0,0,0,1,0,0,0,2,37,5,1.0,0,0,0.32594306339062895,0.6740569366093697
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3624,        int replacementLength = replacementList.length;,3,0,0,0,0,1,0,0,0,2,47,5,1.0,0,0,0.3378681668982324,0.6621318331017678
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3627,        if (searchLength != replacementLength) {,2,1,0,1,3,1,0,0,0,5,40,4,1.0,0,0,0.5659273112277017,0.43407268877229915
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3635,        boolean[] noMoreMatchesForReplIndex = new boolean[searchLength];,1,0,1,0,4,3,0,0,0,4,64,5,1.0,0,0,0.017520544518983917,0.9824794554810171
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3638,        int textIndex = -1;,1,0,0,0,0,1,0,0,1,3,19,5,1.0,0,0,0.4709121327764101,0.5290878672235911
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3639,        int replaceIndex = -1;,1,0,0,0,0,1,0,0,1,3,22,5,1.0,0,0,0.4820652304076112,0.5179347695923874
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3640,        int tempIndex = -1;,1,0,0,0,0,1,0,0,1,3,19,5,1.0,0,0,0.4709121327764101,0.5290878672235911
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3644,        for (int i = 0; i < searchLength; i++) {,4,1,0,1,3,2,0,0,1,6,40,4,1.0,0,0,0.42596047947127363,0.5740395205287248
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3645,            if (noMoreMatchesForReplIndex[i] || searchList[i] == null || ,0,4,1,0,5,1,0,0,0,4,60,6,1.0,0,0,0.0006585040794717315,0.999341495920529
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3650,            tempIndex = text.indexOf(searchList[i]);,1,0,1,1,4,0,2,0,1,6,40,6,1.0,0,0,0.004562290761665439,0.9954377092383337
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3653,            if (tempIndex == -1) {,1,1,0,1,3,1,0,0,1,6,22,6,1.0,0,0,0.5496989726418334,0.4503010273581662
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3654,                noMoreMatchesForReplIndex[i] = true;,0,0,1,0,2,0,0,0,2,3,36,8,1.0,0,0,0.0034884248005511882,0.9965115751994482
defect4j,lang,org/apache/commons/lang3/StringUtils,39,3656,                if (textIndex == -1 || tempIndex < textIndex) {,3,3,0,1,3,1,0,0,1,6,47,8,1.0,0,0,0.32526061647885945,0.6747393835211396
