dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict0,predict1
defect4j,chart,org/jfree/data/KeyedObjects2D,25,86,        return this.rowKeys.size();,1,0,0,1,2,2,1,0,0,5,27,5,16.0,0,0,0.0003340287813786364,0.9996659712186217
defect4j,chart,org/jfree/data/KeyedObjects2D,25,95,        return this.columnKeys.size();,1,0,0,1,2,2,1,0,0,5,30,5,16.0,0,0,0.0003612156429050399,0.9996387843570947
defect4j,chart,org/jfree/data/KeyedObjects2D,25,108,        Object result = null;,1,0,0,0,0,0,0,1,0,2,21,4,16.0,0,0,0.0019931023553296516,0.9980068976446698
defect4j,chart,org/jfree/data/KeyedObjects2D,25,109,        KeyedObjects rowData = (KeyedObjects) this.rows.get(row);,2,0,0,1,4,1,2,2,0,6,57,4,16.0,0,0,0.39477146223341053,0.6052285377665896
defect4j,chart,org/jfree/data/KeyedObjects2D,25,110,        if (rowData != null) {,1,1,0,1,3,1,0,0,0,5,22,4,16.0,0,0,0.00036972975776200517,0.9996302702422383
defect4j,chart,org/jfree/data/KeyedObjects2D,25,111,            Comparable columnKey = (Comparable) this.columnKeys.get(column);,2,0,0,1,4,1,2,2,0,6,64,6,16.0,0,0,0.5244937695442634,0.475506230455736
defect4j,chart,org/jfree/data/KeyedObjects2D,25,112,            if (columnKey != null) {,1,1,0,1,3,1,0,0,0,5,24,6,16.0,0,0,0.000614671716971105,0.9993853282830292
defect4j,chart,org/jfree/data/KeyedObjects2D,25,113,                result = rowData.getObject(columnKey);,1,0,0,1,2,0,3,0,1,5,38,8,16.0,0,0,0.012651119508033073,0.9873488804919668
defect4j,chart,org/jfree/data/KeyedObjects2D,25,116,        return result;,1,0,0,0,0,1,0,0,0,2,14,4,16.0,0,0,0.00020042750268393575,0.9997995724973168
defect4j,chart,org/jfree/data/KeyedObjects2D,25,128,        return (Comparable) this.rowKeys.get(row);,1,0,0,1,4,2,2,1,0,6,42,5,16.0,0,0,0.0033778365420183134,0.9966221634579815
defect4j,chart,org/jfree/data/KeyedObjects2D,25,159,        return (Comparable) this.columnKeys.get(column);,1,0,0,1,4,2,2,1,0,6,48,5,16.0,0,0,0.0037641153229731627,0.9962358846770271
defect4j,chart,org/jfree/data/KeyedObjects2D,25,212,"        setObject(object, rowKey, columnKey);",0,0,0,0,2,0,4,0,1,3,37,4,16.0,0,0,0.006340719060284765,0.9936592809397146
defect4j,chart,org/jfree/data/KeyedObjects2D,25,213,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
defect4j,chart,org/jfree/data/KeyedObjects2D,25,227,        int rowIndex = this.rowKeys.indexOf(rowKey);,2,0,0,1,2,2,2,0,0,5,44,5,16.0,0,0,0.0006084082891429524,0.9993915917108573
defect4j,chart,org/jfree/data/KeyedObjects2D,25,228,        if (rowIndex >= 0) {,1,1,0,1,3,1,0,0,0,5,20,4,16.0,0,0,0.0003484012766895383,0.9996515987233101
defect4j,chart,org/jfree/data/KeyedObjects2D,25,229,            row = (KeyedObjects) this.rows.get(rowIndex);,2,0,0,1,4,1,2,1,1,7,45,6,16.0,0,0,0.006655523873485783,0.9933444761265147
defect4j,chart,org/jfree/data/KeyedObjects2D,25,232,            this.rowKeys.add(rowKey);,1,0,0,1,2,1,2,0,0,5,25,7,16.0,0,0,0.0014949703586089754,0.9985050296413908
defect4j,chart,org/jfree/data/KeyedObjects2D,25,233,            row = new KeyedObjects();,1,0,0,1,2,1,0,1,2,6,25,6,16.0,0,0,0.007735576177382677,0.9922644238226179
defect4j,chart,org/jfree/data/KeyedObjects2D,25,234,            this.rows.add(row);,1,0,0,1,2,1,2,0,0,5,19,7,16.0,0,0,0.0012547454550752247,0.998745254544925
defect4j,chart,org/jfree/data/KeyedObjects2D,25,236,"        row.setObject(columnKey, object);",0,0,0,0,2,0,4,0,0,2,33,5,16.0,0,0,0.004326711140665713,0.9956732888593347
defect4j,chart,org/jfree/data/KeyedObjects2D,25,237,        int columnIndex = this.columnKeys.indexOf(columnKey);,2,0,0,1,2,2,2,0,0,5,53,5,16.0,0,0,0.0007052206552173243,0.9992947793447828
defect4j,chart,org/jfree/data/KeyedObjects2D,25,238,        if (columnIndex < 0) {,1,1,0,1,3,1,0,0,0,5,22,4,16.0,0,0,0.00036972975776200517,0.9996302702422383
defect4j,chart,org/jfree/data/KeyedObjects2D,25,239,            this.columnKeys.add(columnKey);,1,0,0,1,2,1,2,0,0,5,31,7,16.0,0,0,0.001750413275089362,0.9982495867249103
defect4j,chart,org/jfree/data/KeyedObjects2D,25,242,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
defect4j,chart,org/jfree/data/general/DatasetGroup,25,65,        super();,0,0,0,1,2,1,0,0,1,4,8,3,16.0,0,0,0.00024335078305289884,0.9997566492169471
defect4j,chart,org/jfree/data/general/DatasetGroup,25,66,"        this.id = ""NOID"";",1,0,0,0,0,1,0,0,2,3,17,4,16.0,0,0,0.0007623102784910408,0.999237689721509
defect4j,chart,org/jfree/data/general/DatasetGroup,25,67,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
defect4j,chart,org/jfree/data/general/DatasetChangeEvent,25,73,        super(source);,1,0,0,1,2,1,0,0,1,5,14,3,16.0,0,0,0.0003202042728240372,0.9996797957271754
defect4j,chart,org/jfree/data/general/DatasetChangeEvent,25,74,        this.dataset = dataset;,2,0,0,0,0,1,0,0,1,3,23,4,16.0,0,0,0.00036039818254753633,0.999639601817452
defect4j,chart,org/jfree/data/general/DatasetChangeEvent,25,75,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
defect4j,chart,org/jfree/data/statistics/MeanAndStandardDeviation,25,84,"    public MeanAndStandardDeviation(Number mean, Number standardDeviation) {",3,0,0,0,3,1,0,2,1,5,72,2,16.0,0,0,0.4431434166889764,0.5568565833110228
defect4j,chart,org/jfree/data/statistics/MeanAndStandardDeviation,25,85,        this.mean = mean;,2,0,0,0,0,1,0,0,1,3,17,4,16.0,0,0,0.0003006812522128439,0.9996993187477872
defect4j,chart,org/jfree/data/statistics/MeanAndStandardDeviation,25,86,        this.standardDeviation = standardDeviation;,2,0,0,0,0,1,0,0,1,3,43,4,16.0,0,0,0.0005813138843490032,0.9994186861156508
defect4j,chart,org/jfree/data/statistics/MeanAndStandardDeviation,25,87,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
defect4j,chart,org/jfree/data/statistics/MeanAndStandardDeviation,25,95,        return this.mean;,1,0,0,0,0,2,0,0,0,2,17,5,16.0,0,0,0.00016667425236773433,0.9998333257476323
defect4j,chart,org/jfree/data/statistics/MeanAndStandardDeviation,25,104,        return this.standardDeviation;,1,0,0,0,0,2,0,0,0,2,30,5,16.0,0,0,0.00024143462305776454,0.9997585653769423
defect4j,chart,org/jfree/data/KeyedObject,25,74,"    public KeyedObject(Comparable key, Object object) {",3,0,0,0,3,1,0,2,1,5,51,2,16.0,0,0,0.3914684625366609,0.6085315374633378
defect4j,chart,org/jfree/data/KeyedObject,25,75,        this.key = key;,2,0,0,0,0,1,0,0,1,3,15,4,16.0,0,0,0.0002819680555125917,0.9997180319444872
defect4j,chart,org/jfree/data/KeyedObject,25,76,        this.object = object;,2,0,0,0,0,1,0,0,1,3,21,4,16.0,0,0,0.00033993640267639764,0.9996600635973232
defect4j,chart,org/jfree/data/KeyedObject,25,77,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
defect4j,chart,org/jfree/data/KeyedObject,25,85,        return this.key;,1,0,0,0,0,2,0,0,0,2,16,5,16.0,0,0,0.00016144274557210905,0.9998385572544278
defect4j,chart,org/jfree/data/KeyedObject,25,94,        return this.object;,1,0,0,0,0,2,0,0,0,2,19,5,16.0,0,0,0.00017739369322485065,0.9998226063067759
defect4j,chart,org/jfree/data/RangeType,25,76,    private RangeType(String name) {,2,0,0,1,3,1,0,1,1,6,32,2,16.0,0,0,0.0029807229375621415,0.9970192770624378
defect4j,chart,org/jfree/data/RangeType,25,77,        this.name = name;,2,0,0,0,0,1,0,0,1,3,17,4,16.0,0,0,0.0003006812522128439,0.9996993187477872
defect4j,chart,org/jfree/data/RangeType,25,78,    },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
defect4j,chart,org/jfree/data/RangeType,25,58,"    public static final RangeType FULL = new RangeType(""RangeType.FULL"");",1,0,0,1,2,4,0,2,5,6,69,2,16.0,0,0,0.9976990501040519,0.0023009498959492523
defect4j,chart,org/jfree/data/RangeType,25,61,    public static final RangeType POSITIVE ,1,0,0,0,0,3,0,1,3,4,38,2,16.0,0,0,0.02135277884426686,0.9786472211557317
defect4j,chart,org/jfree/data/RangeType,25,65,    public static final RangeType NEGATIVE ,1,0,0,0,0,3,0,1,3,4,38,2,16.0,0,0,0.02135277884426686,0.9786472211557317
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,564,        if (dataset == null) {,1,1,0,1,3,1,0,0,0,5,22,4,16.0,0,0,0.00036972975776200517,0.9996302702422383
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,568,        int rowCount = dataset.getRowCount();,1,0,0,1,2,1,2,0,0,5,37,5,16.0,0,0,0.000908764000225985,0.9990912359997743
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,569,        int columnCount = dataset.getColumnCount();,1,0,0,1,2,1,2,0,0,5,43,5,16.0,0,0,0.0010277652763114548,0.9989722347236885
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,570,        if (rowCount == 0 || columnCount == 0) {,2,3,0,1,3,1,0,0,0,5,40,4,16.0,0,0,0.00045387733175233095,0.9995461226682485
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,574,        for (int r = 0; r < rowCount; r++) {,4,1,0,1,3,2,0,0,1,6,36,4,16.0,0,0,0.0002205801169146002,0.9997794198830863
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,575,            for (int c = 0; c < columnCount; c++) {,4,1,0,1,3,2,0,0,1,6,39,6,16.0,0,0,0.00036958638107507084,0.9996304136189256
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,576,"                if (dataset.getValue(r, c) != null) {",0,1,0,0,5,1,4,0,0,4,37,8,16.0,0,0,0.02251629027141634,0.977483709728584
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,577,                    return false;,0,0,0,0,0,1,0,0,1,2,13,10,16.0,0,0,0.006940061906346105,0.9930599380936547
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,725,"        return findRangeBounds(dataset, true);",0,0,0,0,2,1,2,0,2,4,38,4,16.0,0,0,0.002639809470519547,0.9973601905294794
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,739,        if (dataset == null) {,1,1,0,1,3,1,0,0,0,5,22,4,16.0,0,0,0.00036972975776200517,0.9996302702422383
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,742,        Range result = null;,1,0,0,0,0,0,0,1,0,2,20,4,16.0,0,0,0.0019343860590619246,0.9980656139409378
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,743,        if (dataset instanceof RangeInfo) {,1,0,0,1,3,2,0,1,0,5,35,5,16.0,0,0,0.0019070091939879619,0.9980929908060117
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,744,            RangeInfo info = (RangeInfo) dataset;,2,0,0,1,2,0,0,2,0,4,37,6,16.0,0,0,0.4011173742473723,0.5988826257526277
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,745,            result = info.getRangeBounds(includeInterval);,1,0,0,1,2,0,3,0,1,5,46,6,16.0,0,0,0.0047557601745773235,0.9952442398254219
defect4j,chart,org/jfree/data/general/DatasetUtilities,25,746,        },0,0,0,0,1,0,0,0,0,1,1,2,16.0,0,0,0.00017310985529560088,0.999826890144704
