dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict0,predict1
defect4j,time,org/joda/time/format/DateTimeFormat,10,486,                    builder.appendMonthOfYear(tokenLen);,0,0,0,1,2,0,3,0,0,3,36,10,2.0,0,0,0.0003575257482189142,0.9996424742517813
defect4j,time,org/joda/time/format/DateTimeFormat,10,488,                break;,0,0,0,0,0,1,0,0,0,1,6,2,2.0,0,0,0.0002568804734754732,0.9997431195265248
defect4j,time,org/joda/time/format/DateTimeFormat,10,490,                builder.appendDayOfMonth(tokenLen);,0,0,0,1,2,0,3,0,0,3,35,8,2.0,0,0,0.00050884448497451,0.9994911555150262
defect4j,time,org/joda/time/format/DateTimeFormat,10,491,                break;,0,0,0,0,0,1,0,0,0,1,6,2,2.0,0,0,0.0002568804734754732,0.9997431195265248
defect4j,time,org/joda/time/format/DateTimeFormat,10,549,                String sub = token.substring(1);,1,0,0,1,2,0,2,1,0,5,32,7,2.0,0,0,0.0020405290234733553,0.9979594709765267
defect4j,time,org/joda/time/format/DateTimeFormat,10,550,                if (sub.length() == 1) {,0,1,0,2,5,1,2,0,0,5,24,7,2.0,0,0,0.0009054652904930684,0.9990945347095063
defect4j,time,org/joda/time/format/DateTimeFormat,10,551,                    builder.appendLiteral(sub.charAt(0));,0,0,0,2,4,0,4,0,0,3,37,10,2.0,0,0,0.00038541362901999606,0.9996145863709796
defect4j,time,org/joda/time/format/DateTimeFormat,10,555,                    builder.appendLiteral(new String(sub));,1,0,0,2,4,1,2,1,1,7,39,10,2.0,0,0,0.0017352291319628003,0.998264770868037
defect4j,time,org/joda/time/format/DateTimeFormat,10,557,                break;,0,0,0,0,0,1,0,0,0,1,6,2,2.0,0,0,0.0002568804734754732,0.9997431195265248
defect4j,time,org/joda/time/format/DateTimeFormat,10,563,    },0,0,0,0,1,0,0,0,0,1,1,2,2.0,0,0,0.00032258914549127595,0.9996774108545087
defect4j,time,org/joda/time/format/DateTimeFormat,10,574,        StringBuilder buf = new StringBuilder();,1,0,0,1,2,1,0,2,1,6,40,4,2.0,0,0,0.02656555197157381,0.9734344480284257
defect4j,time,org/joda/time/format/DateTimeFormat,10,576,        int i = indexRef[0];,1,0,1,0,2,1,0,0,0,4,20,5,2.0,0,0,1.0,0.0
defect4j,time,org/joda/time/format/DateTimeFormat,10,577,        int length = pattern.length();,1,0,0,1,2,1,2,0,0,5,30,5,2.0,0,0,0.0008057810442407585,0.9991942189557595
defect4j,time,org/joda/time/format/DateTimeFormat,10,579,        char c = pattern.charAt(i);,1,0,0,1,2,1,3,0,0,5,27,5,2.0,0,0,0.0007046127401467114,0.9992953872598533
defect4j,time,org/joda/time/format/DateTimeFormat,10,580,        if (c >= 'A' && c <= 'Z' || c >= 'a' && c <= 'z') {,4,7,0,1,3,1,0,0,4,6,51,4,2.0,0,0,0.9999980146916724,1.985308328988076e-06
defect4j,time,org/joda/time/format/DateTimeFormat,10,583,            buf.append(c);,0,0,0,1,2,0,3,0,0,3,14,7,2.0,0,0,0.0004617895724669164,0.9995382104275331
defect4j,time,org/joda/time/format/DateTimeFormat,10,585,            while (i + 1 < length) {,2,2,0,1,3,1,0,0,0,5,24,6,2.0,0,0,0.003365523590830729,0.9966344764091688
defect4j,time,org/joda/time/format/DateTimeFormat,10,586,                char peek = pattern.charAt(i + 1);,2,1,0,1,2,1,2,0,0,6,34,9,2.0,0,0,0.0009972694693499394,0.9990027305306494
defect4j,time,org/joda/time/format/DateTimeFormat,10,587,                if (peek == c) {,2,1,0,1,3,1,0,0,0,5,16,8,2.0,0,0,0.0009858080794766361,0.9990141919205233
defect4j,time,org/joda/time/format/DateTimeFormat,10,588,                    buf.append(c);,0,0,0,1,2,0,3,0,0,3,14,11,2.0,0,0,0.0002235163928936686,0.9997764836071067
defect4j,time,org/joda/time/format/DateTimeFormat,10,589,                    i++;,1,0,0,0,0,0,0,0,1,2,4,10,2.0,0,0,0.0002826716748411582,0.9997173283251594
defect4j,time,org/joda/time/format/DateTimeFormat,10,593,            },0,0,0,0,1,0,0,0,0,1,1,2,2.0,0,0,0.00032258914549127595,0.9996774108545087
defect4j,time,org/joda/time/format/DateTimeFormat,10,596,            buf.append('\'');,0,0,0,1,2,0,2,0,1,4,17,7,2.0,0,0,0.000768929129871332,0.9992310708701285
defect4j,time,org/joda/time/format/DateTimeFormat,10,598,            boolean inLiteral = false;,1,0,0,0,0,1,0,0,1,3,26,7,2.0,0,0,0.0005681928680791149,0.9994318071319211
defect4j,time,org/joda/time/format/DateTimeFormat,10,600,            for (; i < length; i++) {,3,1,0,1,3,1,0,0,1,6,25,6,2.0,0,0,0.0032925801770183477,0.9967074198229817
defect4j,time,org/joda/time/format/DateTimeFormat,10,601,                c = pattern.charAt(i);,1,0,0,1,2,0,3,0,1,5,22,8,2.0,0,0,0.0007903004804164425,0.9992096995195832
defect4j,time,org/joda/time/format/DateTimeFormat,10,603,                if (c == '\'') {,1,1,0,1,3,1,0,0,1,6,16,8,2.0,0,0,0.0009622534055713782,0.9990377465944293
defect4j,time,org/joda/time/format/DateTimeFormat,10,611,                } else if (!inLiteral &&,1,1,0,0,2,2,0,0,1,5,24,9,2.0,0,0,0.001494837023289669,0.9985051629767102
defect4j,time,org/joda/time/format/DateTimeFormat,10,613,                    i--;,1,0,0,0,0,0,0,0,1,2,4,11,2.0,0,0,0.00022461153918254992,0.9997753884608169
defect4j,time,org/joda/time/format/DateTimeFormat,10,614,                    break;,0,0,0,0,0,1,0,0,0,1,6,2,2.0,0,0,0.0002568804734754732,0.9997431195265248
defect4j,time,org/joda/time/format/DateTimeFormat,10,616,                    buf.append(c);,0,0,0,1,2,0,3,0,0,3,14,12,2.0,0,0,0.00017195404818014842,0.9998280459518194
defect4j,time,org/joda/time/format/DateTimeFormat,10,621,        indexRef[0] = i;,1,0,1,0,2,0,0,0,1,4,16,4,2.0,0,0,1.0,0.0
defect4j,time,org/joda/time/format/DateTimeFormat,10,622,        return buf.toString();,0,0,0,1,2,1,2,0,0,4,22,5,2.0,0,0,0.0006017708787686543,0.9993982291212312
defect4j,time,org/joda/time/format/DateTimeFormat,10,674,        if (pattern == null || pattern.length() == 0) {,1,3,0,2,5,1,2,0,0,6,47,4,2.0,0,0,0.019787618501917473,0.9802123814980823
