dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,time,org/joda/time/field/PreciseDurationDateTimeField,12,129,            return (instant + 1) % iUnitMillis + iUnitMillis - 1;,3,4,0,1,2,1,0,0,0,5,53,6,4.0,0,0
defect4j,time,org/joda/time/LocalDateTime,12,2016,        return ISODateTimeFormat.dateTime().print(this);,0,0,0,1,4,2,3,0,0,4,48,5,1.77778,1,1
defect4j,time,org/joda/time/LocalDateTime,12,612,        if (type == null) {,1,1,0,1,3,1,0,0,0,5,19,4,1.33333,1,1
defect4j,time,org/joda/time/LocalDateTime,12,615,        return type.getField(getChronology()).isSupported();,0,0,0,2,6,1,4,0,1,5,52,5,1.33333,1,1
defect4j,time,org/joda/time/LocalDate,12,1805,        return ISODateTimeFormat.date().print(this);,0,0,0,1,4,2,3,0,0,4,44,5,1.33333,0,0
defect4j,time,org/joda/time/LocalDateTime,12,597,        if (type == null) {,1,1,0,1,3,1,0,0,0,5,19,4,0.8,0,0
defect4j,time,org/joda/time/LocalDateTime,12,600,        return type.getField(getChronology()).get(getLocalMillis());,0,0,0,2,8,1,5,0,2,5,60,5,0.8,0,0
defect4j,time,org/joda/time/LocalDate,12,548,        return fieldType.getField(getChronology()).get(getLocalMillis());,0,0,0,2,8,1,5,0,2,5,65,5,0.8,1,1
defect4j,time,org/joda/time/LocalDateTime,12,567,        switch (index) {,1,0,0,1,3,1,0,0,0,4,16,4,0.7619,0,0
defect4j,time,org/joda/time/LocalDateTime,12,569,                return getChronology().year().get(getLocalMillis());,0,0,0,2,8,1,4,0,2,5,52,6,0.7619,0,0
defect4j,time,org/joda/time/LocalDateTime,12,571,                return getChronology().monthOfYear().get(getLocalMillis());,0,0,0,2,8,1,4,0,2,5,59,6,0.7619,0,0
