dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,time,org/joda/time/Partial,2,224,"                            throw new IllegalArgumentException(""Types array must not contain duplicate: "" +",0,1,0,0,1,2,0,1,2,5,79,15,1.0,0,0
defect4j,time,org/joda/time/field/UnsupportedDurationField,2,227,        return 0;,0,0,0,0,0,1,0,0,0,1,9,2,0.2,1,1
defect4j,time,org/joda/time/field/UnsupportedDurationField,2,32,public final class UnsupportedDurationField extends DurationField implements Serializable {,1,0,0,0,1,5,0,2,2,5,91,1,0.2,0,0
defect4j,time,org/joda/time/Partial,2,223,                        if (loopType.getRangeDurationType() == null) {,0,1,0,2,5,1,2,0,0,5,46,13,0.2,0,0
defect4j,time,org/joda/time/DurationFieldType,2,286,                    return chronology.eras();,0,0,0,1,2,1,2,0,0,4,25,7,0.125,0,0
defect4j,time,org/joda/time/Partial,2,222,                    if (types[i - 1].getRangeDurationType() == null) {,1,2,1,2,7,1,1,0,0,7,50,11,0.07692,0,0
defect4j,time,org/joda/time/Partial,2,140,    },0,0,0,0,1,0,0,0,0,1,1,2,0.06667,0,0
defect4j,time,org/joda/time/Partial,2,162,    },0,0,0,0,1,0,0,0,0,1,1,2,0.0625,0,0
defect4j,time,org/joda/time/Partial,2,139,"        this(type, value, null);",2,0,0,0,2,1,0,0,0,3,24,4,0.05882,0,0
defect4j,time,org/joda/time/Partial,2,159,        iTypes = new DateTimeFieldType[] {type};,2,0,0,0,4,1,0,1,1,5,40,4,0.05556,0,0
defect4j,time,org/joda/time/Partial,2,160,        iValues = new int[] {value};,2,0,0,0,4,2,0,0,1,4,28,4,0.05556,0,0
defect4j,time,org/joda/time/Partial,2,161,"        chronology.validate(this, iValues);",0,0,0,0,2,1,3,0,0,3,35,5,0.05556,0,0
defect4j,time,org/joda/time/Partial,2,153,        super();,0,0,0,1,2,1,0,0,1,4,8,3,0.05,0,0
defect4j,time,org/joda/time/Partial,2,154,        chronology = DateTimeUtils.getChronology(chronology).withUTC();,1,0,0,1,4,0,4,0,1,5,63,4,0.05,0,0
defect4j,time,org/joda/time/Partial,2,155,        iChronology = chronology;,2,0,0,0,0,0,0,0,1,2,25,4,0.05,0,0
defect4j,time,org/joda/time/Partial,2,156,        if (type == null) {,1,1,0,1,3,1,0,0,0,5,19,4,0.05,0,0
defect4j,time,org/joda/time/Partial,2,434,            DateTimeFieldType[] newTypes = new DateTimeFieldType[iTypes.length + 1];,3,1,0,0,4,1,0,2,0,5,72,6,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,435,            int[] newValues = new int[newTypes.length];,3,0,0,0,4,3,0,0,0,3,43,7,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,438,            int i = 0;,1,0,0,0,0,1,0,0,0,2,10,7,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,439,            DurationField unitField = fieldType.getDurationType().getField(iChronology);,1,0,0,1,4,0,4,1,0,5,76,6,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,440,            if (unitField.isSupported()) {,0,0,0,2,5,1,2,0,0,4,30,7,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,458,"            System.arraycopy(iTypes, 0, newTypes, 0, i);",0,0,0,0,2,0,5,0,0,2,44,7,0.03704,1,1
defect4j,time,org/joda/time/Partial,2,459,"            System.arraycopy(iValues, 0, newValues, 0, i);",0,0,0,0,2,0,5,0,0,2,46,7,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,460,            newTypes[i] = fieldType;,1,0,1,0,2,0,0,0,1,4,24,6,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,461,            newValues[i] = value;,1,0,1,0,2,0,0,0,1,4,21,6,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,462,"            System.arraycopy(iTypes, i, newTypes, i + 1, newTypes.length - i - 1);",4,2,0,0,2,0,5,0,0,4,70,7,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,463,"            System.arraycopy(iValues, i, newValues, i + 1, newValues.length - i - 1);",4,2,0,0,2,0,5,0,0,4,73,7,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,466,"            Partial newPartial = new Partial(newTypes, newValues, iChronology);",4,0,0,0,2,1,0,2,1,5,67,6,0.03704,0,0
defect4j,time,org/joda/time/Partial,2,432,        int index = indexOf(fieldType);,1,0,0,1,2,1,2,0,1,6,31,5,0.03448,0,0
defect4j,time,org/joda/time/Partial,2,433,        if (index == -1) {,1,1,0,1,3,1,0,0,1,6,18,4,0.03448,0,0
defect4j,time,org/joda/time/Partial,2,429,        if (fieldType == null) {,1,1,0,1,3,1,0,0,0,5,24,4,0.03333,0,0
defect4j,time,org/joda/time/DateTimeFieldType,2,457,            return iRangeType;,1,0,0,0,0,1,0,0,0,2,18,5,0.01923,0,0
defect4j,time,org/joda/time/base/AbstractPartial,2,175,        return -1;,0,0,0,0,0,1,0,0,1,2,10,4,0.0137,0,0
defect4j,time,org/joda/time/Partial,2,217,                int compare = lastUnitField.compareTo(loopUnitField);,1,0,0,1,2,1,3,0,0,5,53,9,0.00719,0,0
defect4j,time,org/joda/time/Partial,2,218,                if (compare < 0 || (compare != 0 && loopUnitField.isSupported() == false)) {,2,5,0,3,7,1,2,0,1,7,76,8,0.00719,1,0
defect4j,time,org/joda/time/Partial,2,221,                } else if (compare == 0) {,1,1,0,1,4,2,0,0,0,5,26,9,0.00719,0,0
defect4j,time,org/joda/time/Partial,2,346,        return iTypes[index];,0,0,1,0,2,1,0,0,0,3,21,5,0.00694,0,0
defect4j,time,org/joda/time/Partial,2,212,        DurationField lastUnitField = null;,1,0,0,0,0,0,0,1,0,2,35,4,0.00662,0,0
