dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,216,"            throw new ArithmeticException(""The denominator must not be zero"");
",0,0,0,1,2,0,0,2,0,3,66,7,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,223,"            numerator/=2; denominator/=2;
",4,0,0,0,0,0,0,0,0,6,29,6,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,226,"            if (numerator==Integer.MIN_VALUE ||
",6,2,0,0,1,0,0,0,0,8,35,6,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,228,"                throw new ArithmeticException(""overflow: can't negate"");
",0,0,0,1,2,0,0,2,0,3,56,9,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,230,"            numerator = -numerator;
",4,0,0,0,0,0,0,0,0,6,23,6,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,231,"            denominator = -denominator;
",4,0,0,0,0,0,0,0,0,6,27,6,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,475,"        if (numerator == 0) {
",2,1,0,1,3,0,0,0,0,3,21,4,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,476,"            return equals(ZERO) ? this : ZERO;
",2,0,0,1,2,0,4,0,0,6,34,7,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,478,"        int gcd = greatestCommonDivisor(Math.abs(numerator), denominator);
",2,0,0,2,4,0,10,0,0,12,66,5,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,479,"        if (gcd == 1) {
",2,1,0,1,3,0,0,0,0,3,15,4,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,480,"            return this;
",0,0,0,0,0,0,0,0,0,0,12,3,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,482,"        return Fraction.getFraction(numerator / gcd, denominator / gcd);
",8,2,0,1,2,0,4,0,0,14,64,5,1.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,591,"        if (u>0) { u=-u; } // make u negative
",6,1,0,2,4,0,0,0,0,9,37,4,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,592,"        if (v>0) { v=-v; } // make v negative
",6,1,0,2,4,0,0,0,0,9,37,4,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,594,"        int k=0;
",2,0,0,0,0,0,0,0,0,2,8,5,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,595,"        while ((u&1)==0 && (v&1)==0 && k<31) { // while u and v are both even...
",6,7,0,3,7,0,0,0,0,13,72,4,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,598,"        if (k==31) {
",2,1,0,1,3,0,0,0,0,3,12,4,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,603,"        int t = ((u&1)==1) ? v : -(u/2)/*B3*/;
",8,3,0,3,6,0,0,0,0,12,38,5,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,609,"            while ((t&1)==0) { // while t is even..
",2,2,0,2,5,0,0,0,0,4,39,6,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,613,"            if (t>0) {
",2,1,0,1,3,0,0,0,0,3,10,6,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,614,"                u = -t;
",4,0,0,0,0,0,0,0,0,6,7,8,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,616,"                v = t;
",4,0,0,0,0,0,0,0,0,5,6,8,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,619,"            t = (v - u)/2;
",6,2,0,1,2,0,0,0,0,9,14,6,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,622,"        } while (t!=0);
",2,1,0,1,3,0,0,0,0,3,15,4,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,623,"        return -u*(1<<k); // gcd is u*2^k
",4,2,0,1,2,0,0,0,0,7,33,4,0.57143,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,584,"        if (Math.abs(u) <= 1 || Math.abs(v) <= 1) {
",0,3,0,3,7,0,12,0,0,15,43,4,0.50000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,585,"            return 1;
",0,0,0,0,0,0,0,0,0,0,9,3,0.50000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,219,"            return ZERO; // normalize zero.
",2,0,0,0,0,0,0,0,0,2,31,6,0.33333,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,844,"        if (obj == this) {
",2,1,0,1,3,0,0,0,0,3,18,4,0.33333,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,847,"        if (obj instanceof Fraction == false) {
",2,1,0,1,3,0,0,2,0,6,39,4,0.33333,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,850,"        Fraction other = (Fraction) obj;
",4,0,0,1,2,0,0,4,0,8,32,4,0.33333,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,851,"        return (getNumerator() == other.getNumerator() &&
",0,2,0,2,5,0,6,0,0,8,49,5,0.33333,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,151,"            if (numerator==Integer.MIN_VALUE ||
",6,2,0,0,1,0,0,0,0,8,35,6,0.20000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,155,"            numerator = -numerator;
",4,0,0,0,0,0,0,0,0,6,23,6,0.20000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,156,"            denominator = -denominator;
",4,0,0,0,0,0,0,0,0,6,27,6,0.20000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,373,"        return numerator;
",2,0,0,0,0,0,0,0,0,2,17,4,0.20000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,382,"        return denominator;
",2,0,0,0,0,0,0,0,0,2,19,4,0.20000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,596,"            u/=2; v/=2; k++; // cast out twos.
",6,0,0,0,0,0,0,0,0,9,34,6,0.20000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,129,"        super();
",0,0,0,1,2,0,0,0,0,0,8,3,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,111,"    private transient int hashCode = 0;
",2,0,0,0,0,2,0,0,0,4,35,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,115,"    private transient String toString = null;
",2,0,0,0,0,2,0,2,0,6,41,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,119,"    private transient String toProperString = null;
",2,0,0,0,0,2,0,2,0,6,47,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,130,"        this.numerator = numerator;
",4,0,0,0,0,0,0,0,0,5,27,4,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,131,"        this.denominator = denominator;
",4,0,0,0,0,0,0,0,0,5,31,4,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,132,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,52,"    public static final Fraction ZERO = new Fraction(0, 1);
",2,0,0,1,2,3,0,4,0,9,55,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,56,"    public static final Fraction ONE = new Fraction(1, 1);
",2,0,0,1,2,3,0,4,0,9,54,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,60,"    public static final Fraction ONE_HALF = new Fraction(1, 2);
",2,0,0,1,2,3,0,4,0,9,59,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,64,"    public static final Fraction ONE_THIRD = new Fraction(1, 3);
",2,0,0,1,2,3,0,4,0,9,60,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,68,"    public static final Fraction TWO_THIRDS = new Fraction(2, 3);
",2,0,0,1,2,3,0,4,0,9,61,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,72,"    public static final Fraction ONE_QUARTER = new Fraction(1, 4);
",2,0,0,1,2,3,0,4,0,9,62,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,76,"    public static final Fraction TWO_QUARTERS = new Fraction(2, 4);
",2,0,0,1,2,3,0,4,0,9,63,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,80,"    public static final Fraction THREE_QUARTERS = new Fraction(3, 4);
",2,0,0,1,2,3,0,4,0,9,65,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,84,"    public static final Fraction ONE_FIFTH = new Fraction(1, 5);
",2,0,0,1,2,3,0,4,0,9,60,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,88,"    public static final Fraction TWO_FIFTHS = new Fraction(2, 5);
",2,0,0,1,2,3,0,4,0,9,61,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,92,"    public static final Fraction THREE_FIFTHS = new Fraction(3, 5);
",2,0,0,1,2,3,0,4,0,9,63,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,96,"    public static final Fraction FOUR_FIFTHS = new Fraction(4, 5);
",2,0,0,1,2,3,0,4,0,9,62,2,0.17391,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,215,"        if (denominator == 0) {
",2,1,0,1,3,0,0,0,0,3,23,4,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,218,"        if (numerator==0) {
",2,1,0,1,3,0,0,0,0,3,19,4,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,222,"        if (denominator==Integer.MIN_VALUE && (numerator&1)==0) {
",8,4,0,2,5,0,0,0,0,12,57,4,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,225,"        if (denominator < 0) {
",2,1,0,1,3,0,0,0,0,3,22,4,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,234,"        int gcd = greatestCommonDivisor(numerator, denominator);
",2,0,0,1,2,0,6,0,0,8,56,5,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,235,"        numerator /= gcd;
",4,0,0,0,0,0,0,0,0,5,17,4,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,236,"        denominator /= gcd;
",4,0,0,0,0,0,0,0,0,5,19,4,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,237,"        return new Fraction(numerator, denominator);
",4,0,0,1,2,0,0,2,0,6,44,5,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,610,"                t/=2; // cast out twos
",2,0,0,0,0,0,0,0,0,3,22,8,0.14286,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,147,"        if (denominator == 0) {
",2,1,0,1,3,0,0,0,0,3,23,4,0.06250,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,150,"        if (denominator < 0) {
",2,1,0,1,3,0,0,0,0,3,22,4,0.06250,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,158,"        return new Fraction(numerator, denominator);
",4,0,0,1,2,0,0,2,0,6,44,5,0.06250,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,148,"            throw new ArithmeticException(""The denominator must not be zero"");
",0,0,0,1,2,0,0,2,0,3,66,7,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,153,"                throw new ArithmeticException(""overflow: can't negate"");
",0,0,0,1,2,0,0,2,0,3,56,9,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,178,"        if (denominator == 0) {
",2,1,0,1,3,0,0,0,0,3,23,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,179,"            throw new ArithmeticException(""The denominator must not be zero"");
",0,0,0,1,2,0,0,2,0,3,66,7,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,181,"        if (denominator < 0) {
",2,1,0,1,3,0,0,0,0,3,22,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,182,"            throw new ArithmeticException(""The denominator must not be negative"");
",0,0,0,1,2,0,0,2,0,3,70,7,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,184,"        if (numerator < 0) {
",2,1,0,1,3,0,0,0,0,3,20,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,185,"            throw new ArithmeticException(""The numerator must not be negative"");
",0,0,0,1,2,0,0,2,0,3,68,7,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,188,"        if (whole < 0) {
",2,1,0,1,3,0,0,0,0,3,16,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,189,"            numeratorValue = whole * (long)denominator - numerator;
",8,2,0,1,2,0,0,0,0,11,55,6,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,191,"            numeratorValue = whole * (long)denominator + numerator;
",8,2,0,1,2,0,0,0,0,11,55,6,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,193,"        if (numeratorValue < Integer.MIN_VALUE ||
",6,2,0,0,1,0,0,0,0,8,41,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,195,"            throw new ArithmeticException(""Numerator too large to represent as an Integer."");
",0,0,0,1,2,0,0,2,0,3,81,7,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,197,"        return new Fraction((int) numeratorValue, denominator);
",4,0,0,2,4,0,0,2,0,6,55,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,255,"        int sign = (value < 0 ? -1 : 1);
",4,1,0,1,2,0,0,0,0,6,32,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,256,"        value = Math.abs(value);
",2,0,0,1,2,0,6,0,0,9,24,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,257,"        if (value  > Integer.MAX_VALUE || Double.isNaN(value)) {
",6,2,0,2,5,0,6,0,0,14,56,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,258,"            throw new ArithmeticException
",0,0,0,0,0,0,0,2,0,2,29,8,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,261,"        int wholeNumber = (int) value;
",4,0,0,1,2,0,0,0,0,4,30,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,262,"        value -= wholeNumber;
",4,0,0,0,0,0,0,0,0,5,21,4,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,264,"        int numer0 = 0;  // the pre-previous
",2,0,0,0,0,0,0,0,0,2,36,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,265,"        int denom0 = 1;  // the pre-previous
",2,0,0,0,0,0,0,0,0,2,36,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,266,"        int numer1 = 1;  // the previous
",2,0,0,0,0,0,0,0,0,2,32,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,267,"        int denom1 = 0;  // the previous
",2,0,0,0,0,0,0,0,0,2,32,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,268,"        int numer2 = 0;  // the current, setup in calculation
",2,0,0,0,0,0,0,0,0,2,53,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,269,"        int denom2 = 0;  // the current, setup in calculation
",2,0,0,0,0,0,0,0,0,2,53,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,270,"        int a1 = (int) value;
",4,0,0,1,2,0,0,0,0,4,21,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,271,"        int a2 = 0;
",2,0,0,0,0,0,0,0,0,2,11,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,272,"        double x1 = 1;
",2,0,0,0,0,0,0,0,0,2,14,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,273,"        double x2 = 0;
",2,0,0,0,0,0,0,0,0,2,14,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,274,"        double y1 = value - a1;
",6,1,0,0,0,0,0,0,0,7,23,5,0.00000,0
defect4j,lang,org/apache/commons/lang3/math/Fraction,22,275,"        double y2 = 0;
",2,0,0,0,0,0,0,0,0,2,14,5,0.00000,0
