dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,24,76,            return 1;,0,0,0,0,0,1,0,0,0,1,9,2,1.0,1,0
defect4j,mockito,org/mockito/internal/stubbing/OngoingStubbingImpl,24,43,        return invocationContainerImpl.getInvocations();,0,0,0,1,2,1,2,0,0,4,48,5,0.04545,0,0
defect4j,mockito,org/mockito/internal/MockitoCore,24,164,        OngoingStubbingImpl ongoingStubbing = ((OngoingStubbingImpl) mockingProgress.pullOngoingStubbing());,1,0,0,2,6,0,2,2,0,5,100,4,0.04545,0,0
defect4j,mockito,org/mockito/internal/MockitoCore,24,165,        List<Invocation> allInvocations = ongoingStubbing.getRegisteredInvocations();,1,0,0,1,2,0,2,2,0,5,77,4,0.04545,0,0
defect4j,mockito,org/mockito/internal/MockitoCore,24,166,        return allInvocations.get(allInvocations.size()-1);,0,1,0,2,4,1,4,0,0,5,51,5,0.04545,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,24,80,            constructor.setAccessible(accessible);,0,0,0,1,2,0,3,0,0,3,38,7,0.01465,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,24,103,            enhancer.setSuperclass(mockedType);,0,0,0,1,2,0,3,0,0,3,35,7,0.01465,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,24,104,            enhancer.setInterfaces(interfaces);,0,0,0,1,2,0,3,0,0,3,35,7,0.01465,0,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsProcessor,24,47,                matchers.add(new Equals(arg));,1,0,0,2,4,1,2,1,1,7,30,9,0.00873,0,0
defect4j,mockito,org/mockito/internal/invocation/ArgumentsProcessor,24,44,            if (arg != null && arg.getClass().isArray()) {,1,2,0,2,7,1,3,0,0,6,46,6,0.00864,0,0
defect4j,mockito,org/mockito/internal/matchers/Equals,24,19,    public Equals(Object wanted) {,2,0,0,1,3,1,0,1,1,6,30,2,0.00853,0,0
defect4j,mockito,org/mockito/internal/matchers/Equals,24,20,        this.wanted = wanted;,2,0,0,0,0,1,0,0,1,3,21,4,0.00853,0,0
defect4j,mockito,org/mockito/internal/matchers/Equals,24,21,    },0,0,0,0,1,0,0,0,0,1,1,2,0.00853,0,0
defect4j,mockito,org/mockito/Mockito,24,1122,"        return mock(classToMock, withSettings().defaultAnswer(RETURNS_DEFAULTS));",0,0,0,1,6,1,5,0,2,5,73,4,0.00798,0,0
defect4j,mockito,org/mockito/ArgumentMatcher,24,60,public abstract class ArgumentMatcher<T> extends BaseMatcher<T> {,2,0,0,0,1,4,0,2,2,5,65,1,0.00786,0,0
defect4j,mockito,org/mockito/configuration/DefaultMockitoConfiguration,24,32,        return new ReturnsEmptyValues();,0,0,0,1,2,2,0,1,1,5,32,4,0.00771,0,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/GloballyConfiguredAnswer,24,24,        return new GlobalConfiguration().getDefaultAnswer().answer(invocation);,0,0,0,1,6,2,3,1,1,6,71,5,0.00769,0,0
defect4j,mockito,org/mockito/internal/configuration/GlobalConfiguration,24,67,        return globalConfiguration.get().getDefaultAnswer();,0,0,0,1,4,1,3,0,0,4,52,5,0.00769,0,0
defect4j,mockito,org/mockito/internal/handler/NullResultGuardian,24,35,            return result;,1,0,0,0,0,1,0,0,0,2,14,6,0.00768,0,0
defect4j,mockito,org/mockito/internal/util/ObjectMethodsGuru,24,39,        return Comparable.class.isAssignableFrom(method.getDeclaringClass()),0,2,0,2,4,2,3,1,0,6,68,4,0.00759,0,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,24,72,        } else if (methodsGuru.isCompareToMethod(invocation.getMethod())) {,0,0,0,3,8,2,4,0,0,4,67,6,0.00759,0,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,24,64,        if (methodsGuru.isToString(invocation.getMethod())) {,0,0,0,3,7,1,4,0,0,4,53,5,0.00739,0,0
defect4j,mockito,org/mockito/internal/util/ObjectMethodsGuru,24,18,        return isToString(new DelegatingMethod(method));,1,0,0,2,4,2,1,1,2,7,48,4,0.00693,0,0
defect4j,mockito,org/mockito/internal/util/ObjectMethodsGuru,24,22,        return method.getReturnType() == String.class,0,3,0,1,2,1,2,1,0,6,45,4,0.00693,0,0
defect4j,mockito,org/mockito/internal/creation/DelegatingMethod,24,37,        return method.getReturnType();,0,0,0,1,2,1,2,0,0,4,30,5,0.00693,0,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,24,45,        this.invocationForStubbing = invocationMatcher;,2,0,0,0,0,1,0,0,1,3,47,4,0.00685,0,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,24,46,    },0,0,0,0,1,0,0,0,0,1,1,2,0.00685,0,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,24,93,             Object ret = mockSettings.getDefaultAnswer().answer(invocation);,1,0,0,1,4,0,4,1,0,5,64,6,0.00685,0,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,24,100,            invocationContainerImpl.resetInvocationForPotentialStubbing(invocationMatcher);,0,0,0,1,2,0,3,0,0,3,79,7,0.00685,0,0
defect4j,mockito,org/mockito/internal/handler/MockHandlerImpl,24,101,            return ret;,1,0,0,0,0,1,0,0,0,2,11,6,0.00685,0,0
defect4j,mockito,org/mockito/internal/creation/settings/CreationSettings,24,77,        return defaultAnswer;,1,0,0,0,0,1,0,0,0,2,21,4,0.0068,0,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,24,85,        },0,0,0,0,1,0,0,0,0,1,1,2,0.0068,0,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,24,87,        return null;,0,0,0,0,0,1,0,0,0,1,12,2,0.0068,0,0
