dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,mockito,org/mockito/internal/util/CreationValidator,17,29,    },0,0,0,0,1,0,0,0,0,1,1,2,0.05882,0,0
defect4j,mockito,org/mockito/internal/util/CreationValidator,17,24,        for (Class i : extraInterfaces) {,2,0,0,1,3,1,0,1,0,5,33,4,0.05556,0,0
defect4j,mockito,org/mockito/internal/util/CreationValidator,17,25,            if (classToMock == i) {,2,1,0,1,3,1,0,0,0,5,23,6,0.05556,0,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,17,22,        return this.extraInterfaces(java.io.Serializable.class);,3,0,0,1,2,3,1,0,0,5,56,5,0.05263,1,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,17,37,        this.extraInterfaces = extraInterfaces;,2,0,0,0,0,1,0,0,1,3,39,4,0.04348,1,1
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,17,38,        return this;,0,0,0,0,0,2,0,0,0,1,12,2,0.04348,0,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,17,30,        for (Class<?> i : extraInterfaces) {,2,0,0,1,3,1,0,1,0,5,36,4,0.03571,0,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,17,31,            if (i == null) {,1,1,0,1,3,1,0,0,0,5,16,6,0.03571,0,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,17,33,            } else if (!i.isInterface()) {,0,0,0,2,6,2,2,0,1,5,30,7,0.03571,0,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,17,26,        if (extraInterfaces == null || extraInterfaces.length == 0) {,3,3,0,1,3,1,0,0,0,5,61,4,0.03125,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,18,            this.mockName = toInstanceName(classToMock);,1,0,0,1,2,1,2,0,2,6,44,6,0.00235,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,19,            this.surrogate = true;,1,0,0,0,0,1,0,0,2,3,22,6,0.00235,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,26,        String className = clazz.getSimpleName();,1,0,0,1,2,0,2,1,0,5,41,4,0.00235,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,27,        if (className.length() == 0) {,0,1,0,2,5,1,2,0,0,5,30,4,0.00235,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,32,"        return className.substring(0, 1).toLowerCase() + className.substring(1);",0,1,0,1,6,1,5,0,0,5,72,4,0.00235,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,17,78,            enhancer.setSuperclass(Object.class);,0,0,0,1,2,1,2,1,0,5,37,7,0.00184,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,17,79,"            enhancer.setInterfaces(prepend(mockedType, interfaces));",0,0,0,0,4,0,5,0,1,3,56,7,0.00184,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,17,117,        Class<?>[] all = new Class<?>[rest.length+1];,3,1,0,0,4,1,0,2,0,5,45,4,0.00184,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,17,118,        all[0] = first;,1,0,1,0,2,0,0,0,1,4,15,4,0.00184,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,17,119,"        System.arraycopy(rest, 0, all, 1, rest.length);",2,0,0,0,2,0,4,0,0,3,47,5,0.00184,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,17,120,        return all;,1,0,0,0,0,1,0,0,0,2,11,4,0.00184,0,0
defect4j,mockito,org/mockito/internal/util/CreationValidator,17,33,            return;,0,0,0,0,0,1,0,0,1,2,7,5,0.00166,0,0
defect4j,mockito,org/mockito/Mockito,17,826,"        return MOCKITO_CORE.mock(classToMock, mockSettings);",0,0,0,0,2,1,4,0,0,3,52,5,0.00166,0,0
defect4j,mockito,org/mockito/MockitoAnnotations,17,96,            for(Annotation annotation : field.getAnnotations()) {,1,0,0,2,5,1,2,1,0,6,53,6,0.00166,0,0
defect4j,mockito,org/mockito/internal/MockitoCore,17,35,"        return mockUtil.createMock(classToMock, (MockSettingsImpl) mockSettings);",1,0,0,1,4,1,3,1,0,6,73,5,0.0016,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/SerializableNoOp,17,12,"public class SerializableNoOp implements NoOp, Serializable {",1,0,0,0,1,3,0,2,1,5,61,1,0.0016,0,0
defect4j,mockito,org/mockito/internal/creation/cglib/CGLIBHacker,17,13,public class CGLIBHacker implements Serializable {,1,0,0,0,1,3,0,1,1,5,50,1,0.0016,0,0
defect4j,mockito,org/mockito/internal/creation/cglib/MockitoNamingPolicy,17,15,"        return ""ByMockitoWithCGLIB"";",0,0,0,0,0,1,0,0,1,2,28,4,0.0016,0,0
defect4j,mockito,org/mockito/internal/verification/RegisteredInvocations,17,15,public class RegisteredInvocations implements Serializable {,1,0,0,0,1,3,0,1,1,5,60,1,0.0016,0,0
defect4j,mockito,org/mockito/internal/creation/jmock/SerializableNoOp,17,15,  public static final Callback SERIALIZABLE_INSTANCE = new SerializableNoOp();,1,0,0,1,2,4,0,2,4,6,76,2,0.0016,0,0
defect4j,mockito,org/mockito/internal/invocation/MatchersBinder,17,15,public class MatchersBinder implements Serializable {,1,0,0,0,1,3,0,1,1,5,53,1,0.0016,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,16,"    public MockName(String mockName, Class classToMock) {",3,0,0,0,3,1,0,2,1,5,53,2,0.0016,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,17,        if (mockName == null) {,1,1,0,1,3,1,0,0,0,5,23,4,0.0016,0,0
defect4j,mockito,org/mockito/internal/verification/RegisteredInvocations,17,18,    private final List<Invocation> invocations = Collections.synchronizedList(new LinkedList<Invocation>());,1,0,0,2,4,3,2,4,3,7,104,2,0.0016,0,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,17,20,"@SuppressWarnings(""unchecked"")",1,0,0,1,2,0,0,0,1,4,30,2,0.0016,0,0
defect4j,mockito,org/mockito/internal/creation/MethodInterceptorFilter,17,23,    CGLIBHacker cglibHacker = new CGLIBHacker();,1,0,0,1,2,1,0,2,1,6,44,2,0.0016,0,0
defect4j,mockito,org/mockito/internal/util/MockName,17,23,    },0,0,0,0,1,0,0,0,0,1,1,2,0.0016,0,0
defect4j,mockito,org/mockito/internal/stubbing/InvocationContainerImpl,17,24,    private final LinkedList<StubbedInvocationMatcher> stubbed = new LinkedList<StubbedInvocationMatcher>();,1,0,0,1,2,3,0,4,3,6,104,2,0.0016,0,0
defect4j,mockito,org/mockito/internal/creation/MethodInterceptorFilter,17,24,    ObjectMethodsGuru objectMethodsGuru = new ObjectMethodsGuru();,1,0,0,1,2,1,0,2,1,6,62,2,0.0016,0,0
