dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,63,public class ImageMapUtilities {,1,0,0,0,1,2,0,0,1,4,32,1,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,79,"        ImageMapUtilities.writeImageMap(writer, name, info,",0,0,0,0,1,0,5,0,0,2,51,5,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,83,    },0,0,0,0,1,0,0,0,0,1,1,2,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,102,        ToolTipTagFragmentGenerator toolTipTagFragmentGenerator = null;,1,0,0,0,0,0,0,1,0,2,63,4,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,103,        if (useOverLibForToolTips) {,1,0,0,1,3,1,0,0,0,4,28,4,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,104,            toolTipTagFragmentGenerator ,1,0,0,0,0,0,0,0,1,2,27,6,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,108,            toolTipTagFragmentGenerator ,1,0,0,0,0,0,0,0,1,2,27,6,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,111,"        ImageMapUtilities.writeImageMap(writer, name, info, ",0,0,0,0,1,0,5,0,0,2,51,5,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,115,    },0,0,0,0,1,0,0,0,0,1,1,2,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,138,"        writer.println(ImageMapUtilities.getImageMap(name, info, ",0,0,0,0,2,0,6,0,0,2,56,5,0.0,0,0
defect4j,chart,org/jfree/chart/imagemap/ImageMapUtilities,10,140,    },0,0,0,0,1,0,0,0,0,1,1,2,0.0,0,0
