dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,chart,org/jfree/data/time/TimeSeries,17,880,"            throw new IllegalArgumentException(""Requires start <= end."");",0,0,0,1,2,2,0,1,2,5,61,6,1.0,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,17,857,"        Object clone = createCopy(0, getItemCount() - 1);",1,1,0,1,4,0,2,1,2,7,49,4,0.5,1,0
defect4j,chart,org/jfree/data/time/TimeSeries,17,876,        if (start < 0) {,1,1,0,1,3,1,0,0,0,5,16,4,0.25,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,17,879,        if (end < start) {,2,1,0,1,3,1,0,0,0,5,18,4,0.25,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,17,140,"        this(name, DEFAULT_DOMAIN_DESCRIPTION, DEFAULT_RANGE_DESCRIPTION, ",3,0,0,0,1,1,0,0,0,3,65,4,0.1,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,17,142,    },0,0,0,0,1,0,0,0,0,1,1,2,0.1,0,0
defect4j,chart,org/jfree/data/time/TimeSeries,17,141,                Day.class);,0,0,0,0,1,1,0,1,0,3,11,6,0.09091,0,0
defect4j,chart,org/jfree/data/time/Day,17,83,    protected static final DateFormat DATE_FORMAT ,1,0,0,0,0,3,0,1,3,4,45,2,0.07143,0,0
defect4j,chart,org/jfree/data/time/Day,17,88,        DATE_FORMAT_SHORT = DateFormat.getDateInstance(DateFormat.SHORT);,3,0,0,1,2,0,2,0,0,4,65,3,0.07143,0,0
defect4j,chart,org/jfree/data/time/Day,17,92,        DATE_FORMAT_MEDIUM = DateFormat.getDateInstance(DateFormat.MEDIUM);,3,0,0,1,2,0,2,0,0,4,67,3,0.07143,0,0
defect4j,chart,org/jfree/data/time/Day,17,96,        DATE_FORMAT_LONG = DateFormat.getDateInstance(DateFormat.LONG);,3,0,0,1,2,0,2,0,0,4,63,3,0.07143,0,0
defect4j,chart,org/jfree/data/time/Year,17,96,    public Year(int year) {,2,0,0,1,3,2,0,0,1,5,23,2,0.05,0,0
defect4j,chart,org/jfree/data/time/Year,17,97,        if ((year < SerialDate.MINIMUM_YEAR_SUPPORTED),3,2,0,1,3,1,0,0,0,5,46,4,0.05,0,0
defect4j,chart,org/jfree/data/time/Year,17,103,        this.year = (short) year;,2,0,0,1,2,2,0,0,1,5,25,4,0.05,0,0
defect4j,chart,org/jfree/data/time/Year,17,104,        peg(Calendar.getInstance());,0,0,0,2,4,0,3,0,1,4,28,4,0.05,0,0
defect4j,chart,org/jfree/data/time/Year,17,105,    },0,0,0,0,1,0,0,0,0,1,1,2,0.05,0,0
defect4j,chart,org/jfree/data/time/Year,17,136,        return this.year;,1,0,0,0,0,2,0,0,0,2,17,5,0.05,0,0
