dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,72,"        this(0.0, 1.0);",0,0,0,0,2,1,0,0,0,2,15,2,0.125,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,73,    },0,0,0,0,1,0,0,0,0,1,1,2,0.125,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,84,"    public GrayPaintScale(double lowerBound, double upperBound) {",3,0,0,0,3,3,0,0,1,4,61,2,0.11111,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,85,        if (lowerBound >= upperBound) {,2,1,0,1,3,1,0,0,0,5,31,4,0.11111,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,89,        this.lowerBound = lowerBound;,2,0,0,0,0,1,0,0,1,3,29,4,0.11111,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,90,        this.upperBound = upperBound;,2,0,0,0,0,1,0,0,1,3,29,4,0.11111,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,91,    },0,0,0,0,1,0,0,0,0,1,1,2,0.11111,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,86,            throw new IllegalArgumentException(,0,0,0,0,1,2,0,1,1,4,35,6,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,101,        return this.lowerBound;,1,0,0,0,0,2,0,0,0,2,23,5,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,112,        return this.upperBound;,1,0,0,0,0,2,0,0,0,2,23,5,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,124,"        double v = Math.max(value, this.lowerBound);",2,0,0,0,2,2,3,0,0,4,44,5,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,125,"        v = Math.min(v, this.upperBound);",2,0,0,0,2,1,3,0,1,5,33,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,126,        int g = (int) ((value - this.lowerBound) / (this.upperBound ,4,4,0,1,6,4,0,0,0,5,59,5,0.0,1,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,128,"        return new Color(g, g, g);",3,0,0,0,2,2,0,1,1,5,26,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,145,        if (obj == this) {,1,1,0,1,3,2,0,0,0,5,18,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,146,            return true;,0,0,0,0,0,1,0,0,1,2,12,6,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,148,        if (!(obj instanceof GrayPaintScale)) {,1,0,0,2,5,2,0,1,1,6,39,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,149,            return false;,0,0,0,0,0,1,0,0,1,2,13,6,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,151,        GrayPaintScale that = (GrayPaintScale) obj;,2,0,0,1,2,0,0,2,0,4,43,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,152,        if (this.lowerBound != that.lowerBound) {,3,1,0,1,3,2,0,0,0,5,41,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,153,            return false;,0,0,0,0,0,1,0,0,1,2,13,6,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,155,        if (this.upperBound != that.upperBound) {,3,1,0,1,3,2,0,0,0,5,41,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,156,            return false;,0,0,0,0,0,1,0,0,1,2,13,6,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,158,        return true;    ,0,0,0,0,0,1,0,0,1,2,12,4,0.0,0,0
defect4j,chart,org/jfree/chart/renderer/GrayPaintScale,24,170,        return super.clone();,1,0,0,1,2,2,0,0,0,4,21,5,0.0,0,0
