project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/lang3/builder/ToStringBuilder,34,155,        return ReflectionToStringBuilder.toString(object);,135.2,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,123,"        return toString(object, null, false, false, null);",112.66667,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,473,"        super(object, style, buffer);",75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,474,        this.setUpToClass(reflectUpToClass);,75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,475,        this.setAppendTransients(outputTransients);,75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,476,        this.setAppendStatics(outputStatics);,75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,477,    },75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,290,"        return new ReflectionToStringBuilder(object, style, null, reflectUpToClass, outputTransients, outputStatics)",75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,636,        this.appendStatics = appendStatics;,75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,637,    },75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,648,        this.appendTransients = appendTransients;,75.11111,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,649,    },75.11111,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,923,        buffer.append(arrayStart);,73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,924,        int length = Array.getLength(array);,73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,925,        for (int i = 0; i < length; i++) {,73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,926,"            Object item = Array.get(array, i);",73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,927,            if (i > 0) {,73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,930,            if (item == null) {,73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,934,"                appendInternal(buffer, fieldName, item, arrayContentDetail);",73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,937,        buffer.append(arrayEnd);,73.5,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,938,    },73.5,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,527,            this.reflectionAppendArray(this.getObject());,73.5,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,528,            return;,73.5,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,622,"        this.getStyle().reflectionAppendArrayDetail(this.getStringBuffer(), null, array);",73.5,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,623,        return this;,73.5,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,683,        this.upToClass = clazz;,67.6,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,684,    },67.6,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,677,        if (clazz != null) {,61.45455,0,,0
org/apache/commons/lang3/builder/ToStringBuilder,34,1045,        return style;,44.1,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,701,            clazz = clazz.getSuperclass();,39.76471,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,702,            this.appendFieldsIn(clazz);,39.76471,0,,0
org/apache/commons/lang3/builder/ToStringStyle,34,928,                buffer.append(arraySeparator);,36.0,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,526,        if (clazz.isArray()) {,35.57895,0,,0
org/apache/commons/lang3/builder/ReflectionToStringBuilder,34,530,        Field[] fields = clazz.getDeclaredFields();,35.57895,0,,0
