project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/lang3/StringUtils,31,1441,		if (isEmpty(cs) || ArrayUtils.isEmpty(searchChars)) {,1.0,0,,0
org/apache/commons/lang3/StringUtils,31,1444,		int csLength = cs.length();,1.0,0,,0
org/apache/commons/lang3/StringUtils,31,1445,		int searchLength = searchChars.length;,1.0,0,,0
org/apache/commons/lang3/StringUtils,31,1446,		for (int i = 0; i < csLength; i++) {,1.0,1,,1
org/apache/commons/lang3/StringUtils,31,1447,			char ch = cs.charAt(i);,1.0,0,,0
org/apache/commons/lang3/StringUtils,31,1448,			for (int j = 0; j < searchLength; j++) {,1.0,0,,0
org/apache/commons/lang3/StringUtils,31,1449,				if (searchChars[j] == ch) {,1.0,0,,0
org/apache/commons/lang3/StringUtils,31,1452,						return true;,1.0,1,,1
org/apache/commons/lang3/StringUtils,31,1487,        if (searchChars == null) {,0.5,1,,1
org/apache/commons/lang3/StringUtils,31,1490,"        return containsAny(cs, searchChars.toCharArray());",0.5,1,,1
org/apache/commons/lang3/ArrayUtils,31,3279,        if (array == null || array.length == 0) {,0.30769,0,,0
org/apache/commons/lang3/ArrayUtils,31,3282,        return false;,0.30769,0,,0
org/apache/commons/lang3/StringUtils,31,194,        return cs == null || cs.length() == 0;,0.04396,0,,0
org/apache/commons/lang3/ArrayUtils,31,56,    public static final Object[] EMPTY_OBJECT_ARRAY = new Object[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,60,    public static final Class<?>[] EMPTY_CLASS_ARRAY = new Class[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,64,    public static final String[] EMPTY_STRING_ARRAY = new String[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,68,    public static final long[] EMPTY_LONG_ARRAY = new long[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,72,    public static final Long[] EMPTY_LONG_OBJECT_ARRAY = new Long[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,76,    public static final int[] EMPTY_INT_ARRAY = new int[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,80,    public static final Integer[] EMPTY_INTEGER_OBJECT_ARRAY = new Integer[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,84,    public static final short[] EMPTY_SHORT_ARRAY = new short[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,88,    public static final Short[] EMPTY_SHORT_OBJECT_ARRAY = new Short[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,92,    public static final byte[] EMPTY_BYTE_ARRAY = new byte[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,96,    public static final Byte[] EMPTY_BYTE_OBJECT_ARRAY = new Byte[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,100,    public static final double[] EMPTY_DOUBLE_ARRAY = new double[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,104,    public static final Double[] EMPTY_DOUBLE_OBJECT_ARRAY = new Double[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,108,    public static final float[] EMPTY_FLOAT_ARRAY = new float[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,112,    public static final Float[] EMPTY_FLOAT_OBJECT_ARRAY = new Float[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,116,    public static final boolean[] EMPTY_BOOLEAN_ARRAY = new boolean[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,120,    public static final Boolean[] EMPTY_BOOLEAN_OBJECT_ARRAY = new Boolean[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,124,    public static final char[] EMPTY_CHAR_ARRAY = new char[0];,0.01762,0,,0
org/apache/commons/lang3/ArrayUtils,31,128,    public static final Character[] EMPTY_CHARACTER_OBJECT_ARRAY = new Character[0];,0.01762,0,,0
org/apache/commons/lang3/StringUtils,31,170,        super();,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,171,    },0.0,0,,0
org/apache/commons/lang3/StringUtils,31,212,        return !StringUtils.isEmpty(cs);,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,232,        if (cs == null || (strLen = cs.length()) == 0) {,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,233,            return true;,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,235,        for (int i = 0; i < strLen; i++) {,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,236,            if ((Character.isWhitespace(cs.charAt(i)) == false)) {,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,237,                return false;,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,240,        return true;,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,260,        return !StringUtils.isBlank(cs);,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,289,        return str == null ? null : str.trim();,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,315,        String ts = trim(str);,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,316,        return isEmpty(ts) ? null : ts;,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,341,        return str == null ? EMPTY : str.trim();,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,369,"        return strip(str, null);",0.0,0,,0
org/apache/commons/lang3/StringUtils,31,396,        if (str == null) {,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,397,            return null;,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,399,"        str = strip(str, null);",0.0,0,,0
org/apache/commons/lang3/StringUtils,31,400,        return str.length() == 0 ? null : str;,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,426,"        return str == null ? EMPTY : strip(str, null);",0.0,0,,0
org/apache/commons/lang3/StringUtils,31,456,        if (isEmpty(str)) {,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,457,            return str;,0.0,0,,0
org/apache/commons/lang3/StringUtils,31,459,"        str = stripStart(str, stripChars);",0.0,0,,0
org/apache/commons/lang3/StringUtils,31,460,"        return stripEnd(str, stripChars);",0.0,0,,0
org/apache/commons/lang3/StringUtils,31,489,        if (str == null || (strLen = str.length()) == 0) {,0.0,0,,0
