project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/lang3/time/FastDateParser,10,180,        return parsePattern;,1.0,0,,0
org/apache/commons/lang3/time/FastDateParser,10,685,            KeyValue[] textKeyValues= parser.getDisplayNames(field);,0.2,0,,0
org/apache/commons/lang3/time/FastDateParser,10,686,"            int idx= Arrays.binarySearch(textKeyValues, new KeyValue(value, -1), IGNORE_CASE_COMPARATOR);",0.2,0,,0
org/apache/commons/lang3/time/FastDateParser,10,687,            if(idx<0) {,0.2,0,,0
org/apache/commons/lang3/time/FastDateParser,10,696,"            cal.set(field, textKeyValues[idx].value);",0.2,0,,0
org/apache/commons/lang3/time/FastDateParser,10,697,        },0.2,0,,0
org/apache/commons/lang3/time/FastDateParser,10,850,            return iValue-1;,0.13793,0,,0
org/apache/commons/lang3/time/FastDateParser,10,250,"        Date date= parse(source, new ParsePosition(0));",0.10526,0,,0
org/apache/commons/lang3/time/FastDateParser,10,251,        if(date==null) {,0.10526,0,,0
org/apache/commons/lang3/time/FastDateParser,10,260,        return date;,0.10526,0,,0
org/apache/commons/lang3/time/FastDateParser,10,741,"            cal.set(field, modify(Integer.parseInt(value)));",0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,742,        },0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,276,        int offset= pos.getIndex();,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,277,        Matcher matcher= parsePattern.matcher(source.substring(offset));,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,278,        if(!matcher.lookingAt()) {,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,282,"        Calendar cal= Calendar.getInstance(timeZone, locale);",0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,283,        cal.clear();,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,285,        for(int i=0; i<strategies.length;) {,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,286,            Strategy strategy= strategies[i++];,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,287,"            strategy.setCalendar(this, cal, matcher.group(i));",0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,288,        },0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,289,        pos.setIndex(offset+matcher.end());,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,290,        return cal.getTime();,0.10256,0,,0
org/apache/commons/lang3/time/FastDateParser,10,395,"                fieldKeyValues= createKeyValues(symbols.getWeekdays(), symbols.getShortWeekdays());",0.07273,0,,0
org/apache/commons/lang3/time/FastDateParser,10,396,                break;,0.07273,0,,0
org/apache/commons/lang3/time/FastDateParser,10,555,            return DAY_OF_WEEK_STRATEGY;,0.07273,0,,0
org/apache/commons/lang3/time/FastDatePrinter,10,754,            super();,0.07143,0,,0
org/apache/commons/lang3/time/FastDatePrinter,10,755,        },0.07143,0,,0
org/apache/commons/lang3/time/FastDatePrinter,10,747,        static final UnpaddedMonthField INSTANCE = new UnpaddedMonthField();,0.07143,0,,0
org/apache/commons/lang3/time/FastDatePrinter,10,762,            return 2;,0.07143,0,,0
org/apache/commons/lang3/time/FastDatePrinter,10,213,                    rule = UnpaddedMonthField.INSTANCE;,0.07143,0,,0
org/apache/commons/lang3/time/FastDatePrinter,10,215,                break;,0.07143,0,,0
org/apache/commons/lang3/time/FastDateParser,10,379,        Integer fieldInt = Integer.valueOf(field);,0.06349,0,,0
org/apache/commons/lang3/time/FastDateParser,10,380,        KeyValue[] fieldKeyValues= nameValues.get(fieldInt);,0.06349,0,,0
org/apache/commons/lang3/time/FastDateParser,10,381,        if(fieldKeyValues==null) {,0.06349,0,,0
org/apache/commons/lang3/time/FastDateParser,10,382,            DateFormatSymbols symbols= DateFormatSymbols.getInstance(locale);,0.06349,0,,0
org/apache/commons/lang3/time/FastDateParser,10,383,            switch(field) {,0.06349,0,,0
org/apache/commons/lang3/time/FastDateParser,10,406,"            KeyValue[] prior = nameValues.putIfAbsent(fieldInt, fieldKeyValues);",0.06349,0,,0
org/apache/commons/lang3/time/FastDateParser,10,407,            if(prior!=null) {,0.06349,0,,0
