project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/mockito/internal/configuration/SpyAnnotationEngine,32,45,                    if (new MockUtil().isMock(instance)) { ,0.07143,1,1,1
org/mockito/internal/configuration/SpyAnnotationEngine,32,49,"                        field.set(testClass, Mockito.spy(instance));",0.07143,1,1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,55,                },0.07143,0,1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,32,"                assertNoAnnotations(Spy.class, field, Mock.class, org.mockito.MockitoAnnotations.Mock.class, Captor.class);",0.06667,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,33,                boolean wasAccessible = field.isAccessible();,0.06667,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,34,                field.setAccessible(true);,0.06667,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,36,                    Object instance = field.get(testClass);,0.06667,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,37,                    if (instance == null) {,0.06667,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,54,                    field.setAccessible(wasAccessible);,0.06667,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,67,    }    ,0.06667,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,62,        for (Class u : undesiredAnnotations) {,0.05882,0,-1,0
org/mockito/internal/configuration/SpyAnnotationEngine,32,63,            if (field.isAnnotationPresent(u)) {,0.05882,0,-1,0
org/mockito/exceptions/verification/junit/ArgumentsAreDifferent,32,30,        return message;,0.05,0,-1,0
org/mockito/internal/creation/AbstractMockitoMethodProxy,32,10,"        return getMethodProxy().invokeSuper(target, arguments);",0.03333,0,-1,0
org/mockito/internal/invocation/realmethod/CGLIBProxyRealMethod,32,22,"        return methodProxy.invokeSuper(target, arguments);",0.03333,0,-1,0
org/mockito/internal/invocation/realmethod/FilteredCGLIBProxyRealMethod,32,27,"            return realMethod.invoke(target, arguments);",0.03333,0,-1,0
org/mockito/internal/stubbing/answers/CallsRealMethods,32,36,        return invocation.callRealMethod();,0.03333,0,-1,0
org/mockito/internal/invocation/Invocation,32,211,"        return realMethod.invoke(mock, rawArguments);",0.03226,0,-1,0
org/mockito/internal/verification/argumentmatching/ArgumentMatchingTool,32,41,            return m.matches(arg);,0.0303,0,-1,0
