project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/mockito/exceptions/verification/WantedButNotInvoked,33,20,        return new RemoveFirstLine().of(super.toString());,1.0,0,1,0
org/mockito/exceptions/Reporter,33,251,"            StringBuilder sb = new StringBuilder(""\nHowever, there were other interactions with this mock:\n"");",0.09091,0,-1,0
org/mockito/exceptions/Reporter,33,252,            for (PrintableInvocation i : invocations) {,0.09091,0,-1,0
org/mockito/exceptions/Reporter,33,253,                 sb.append(i.getLocation());,0.09091,0,-1,0
org/mockito/exceptions/Reporter,33,254,"                 sb.append(""\n"");",0.09091,0,-1,0
org/mockito/exceptions/Reporter,33,255,            },0.09091,0,-1,0
org/mockito/exceptions/Reporter,33,256,            allInvocations = sb.toString();,0.09091,0,-1,0
org/mockito/internal/invocation/InvocationsFinder,33,68,                continue;,0.04545,0,-1,0
org/mockito/exceptions/Reporter,33,248,        if (invocations.isEmpty()) {,0.04348,0,-1,0
org/mockito/exceptions/Reporter,33,259,        String message = createWantedButNotInvokedMessage(wanted);,0.04348,0,-1,0
org/mockito/exceptions/Reporter,33,260,        throw new WantedButNotInvoked(message + allInvocations);,0.04348,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,84,            return false;,0.04167,0,-1,0
org/mockito/exceptions/verification/WantedButNotInvoked,33,15,        super(message);,0.03333,0,-1,0
org/mockito/exceptions/verification/WantedButNotInvoked,33,16,    },0.03333,0,-1,0
org/mockito/exceptions/Reporter,33,264,        return join(,0.03333,0,-1,0
org/mockito/internal/invocation/InvocationsFinder,33,78,        return firstSimilar;,0.03226,0,-1,0
org/mockito/internal/invocation/InvocationsFinder,33,67,            if (!wanted.hasSimilarMethod(invocation)) {,0.01923,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,75,        String wantedMethodName = getMethod().getName();,0.01724,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,76,        String currentMethodName = candidate.getMethod().getName();,0.01724,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,78,        final boolean methodNameEquals = wantedMethodName.equals(currentMethodName);,0.01724,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,79,        final boolean isUnverified = !candidate.isVerified();,0.01724,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,80,        final boolean mockIsTheSame = getInvocation().getMock() == candidate.getMock();,0.01724,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,81,        final boolean methodEquals = hasSameMethod(candidate);,0.01724,0,-1,0
org/mockito/internal/invocation/InvocationMatcher,33,83,        if (!methodNameEquals || !isUnverified || !mockIsTheSame) {,0.01724,0,-1,0
org/mockito/internal/invocation/InvocationsFinder,33,65,        Invocation firstSimilar = null;,0.01563,0,-1,0
org/mockito/internal/invocation/InvocationsFinder,33,66,        for (Invocation invocation : invocations) {,0.01563,0,-1,0
org/mockito/internal/stubbing/InvocationContainerImpl,33,77,        },0.01449,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,100,        } else if (type == HashMap.class) {,0.01399,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,102,        } else if (type == SortedMap.class) {,0.01399,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,104,        } else if (type == TreeMap.class) {,0.01399,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,106,        } else if (type == LinkedHashMap.class) {,0.01399,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,110,        return null;,0.01399,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,94,        } else if (type == LinkedList.class) {,0.01394,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,96,        } else if (type == ArrayList.class) {,0.01394,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,98,        } else if (type == Map.class) {,0.01394,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,80,        } else if (type == Collection.class) {,0.01375,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,82,        } else if (type == Set.class) {,0.01375,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,84,        } else if (type == HashSet.class) {,0.01375,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,86,        } else if (type == SortedSet.class) {,0.01375,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,88,        } else if (type == TreeSet.class) {,0.01375,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,90,        } else if (type == LinkedHashSet.class) {,0.01375,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,92,        } else if (type == List.class) {,0.01375,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,33,76,        } else if (Primitives.isPrimitiveWrapper(type)) {,0.0137,0,-1,0
org/mockito/internal/util/Primitives,33,14,        return wrapperReturnValues.containsKey(type);,0.01258,0,-1,0
org/mockito/internal/util/Primitives,33,29,"    private static Map<Class<?>, Object> wrapperReturnValues = new HashMap<Class<?>, Object>();",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,30,"    private static Map<Class<?>, Class<?>> primitiveTypes = new HashMap<Class<?>, Class<?>>();",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,31,"    private static Map<Class<?>, Object> primitiveValues = new HashMap<Class<?>, Object>();",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,34,"        wrapperReturnValues.put(Boolean.class, Boolean.FALSE);",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,35,"        wrapperReturnValues.put(Character.class, new Character((char) 0));",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,36,"        wrapperReturnValues.put(Byte.class, new Byte((byte) 0));",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,37,"        wrapperReturnValues.put(Short.class, new Short((short) 0));",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,38,"        wrapperReturnValues.put(Integer.class, new Integer(0));",0.01183,0,-1,0
org/mockito/internal/util/Primitives,33,39,"        wrapperReturnValues.put(Long.class, new Long(0));",0.01183,0,-1,0
