project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues,26,59,            return ret;,0.66667,0,1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues,26,57,        Object ret = delegate.answer(invocation);,0.18182,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsMoreEmptyValues,26,58,        if (ret != null) {,0.18182,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsMocks,26,24,            return ret;,0.14286,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,26,45,            return defaultReturnValue;,0.14286,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsMocks,26,22,        Object ret = delegate.answer(invocation);,0.11111,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsMocks,26,23,        if (ret != null) {,0.11111,0,-1,0
org/mockito/internal/configuration/injection/ConstructorInjection,26,87,            },0.11111,0,-1,0
org/mockito/internal/configuration/injection/ConstructorInjection,26,77,            List<Object> argumentInstances = new ArrayList<Object>(argTypes.length);,0.1,0,-1,0
org/mockito/internal/configuration/injection/ConstructorInjection,26,78,            for (Class<?> argType : argTypes) {,0.1,0,-1,0
org/mockito/internal/configuration/injection/ConstructorInjection,26,79,                argumentInstances.add(objectThatIsAssignableFrom(argType));,0.1,0,-1,0
org/mockito/internal/configuration/injection/ConstructorInjection,26,81,            return argumentInstances.toArray();,0.1,0,-1,0
org/mockito/internal/configuration/injection/ConstructorInjection,26,85,            for (Object object : objects) {,0.1,0,-1,0
org/mockito/internal/configuration/injection/ConstructorInjection,26,86,                if(argType.isAssignableFrom(object.getClass())) return object;,0.1,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,239,                Object newFieldInstance = constructor.newInstance(args);,0.07692,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,240,"                new FieldSetter(testClass, field).set(newFieldInstance);",0.07692,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,242,"                return new FieldInitializationReport(field.get(testClass), false, true);",0.07692,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,55,"            return declaringClass.getDeclaredMethod(methodName, parameterTypes);",0.07143,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,235,                constructor = biggestConstructor(field.getType());,0.06667,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,236,                changer.enableAccess(constructor);,0.06667,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,238,                final Object[] args = argResolver.resolveTypeInstances(constructor.getParameterTypes());,0.06667,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,262,        },0.06667,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,269,"            checkParameterized(constructor, field);",0.06667,0,-1,0
org/mockito/internal/util/reflection/FieldInitializer,26,270,            return constructor;,0.06667,0,-1,0
org/mockito/internal/util/Primitives,26,29,        return (T) primitiveValues.get(primitiveType);,0.06349,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,24,    public SerializableMethod(Method method) {,0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,25,        declaringClass = method.getDeclaringClass();,0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,26,        methodName = method.getName();,0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,27,        parameterTypes = method.getParameterTypes();,0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,28,        returnType = method.getReturnType();,0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,29,        exceptionTypes = method.getExceptionTypes();,0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,30,        isVarArgs = method.isVarArgs();,0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,31,    },0.05634,0,-1,0
org/mockito/internal/invocation/SerializableMethod,26,50,        return isVarArgs;,0.05634,0,-1,0
org/mockito/internal/creation/MethodInterceptorFilter,26,41,            return hashCodeForMock(proxy);,0.05556,0,-1,0
org/mockito/internal/stubbing/defaultanswers/ReturnsSmartNulls,26,43,        Object defaultReturnValue = delegate.answer(invocation);,0.05556,0,-1,0
