project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/mockito/internal/invocation/realmethod/FilteredCGLIBProxyRealMethod,36,27,        } catch (Throwable t) {,0.33333,0,1,0
org/mockito/internal/invocation/realmethod/FilteredCGLIBProxyRealMethod,36,28,            new ConditionalStackTraceFilter().filter(t);,0.33333,0,1,0
org/mockito/internal/invocation/realmethod/FilteredCGLIBProxyRealMethod,36,29,            throw t;,0.33333,0,1,0
org/mockito/internal/stubbing/StubbedInvocationMatcher,36,29,        },0.02941,0,-1,0
org/mockito/Mockito,36,731,"        return mock(classToMock, withSettings().defaultAnswer(RETURNS_DEFAULTS));",0.01096,0,-1,0
org/mockito/internal/util/MockName,36,18,            this.mockName = toInstanceName(classToMock);,0.00969,0,-1,0
org/mockito/internal/util/MockName,36,19,            this.surrogate = true;,0.00969,0,-1,0
org/mockito/internal/util/MockName,36,26,        String className = clazz.getSimpleName();,0.00969,0,-1,0
org/mockito/internal/util/MockName,36,28,"        return className.substring(0, 1).toLowerCase() + className.substring(1);",0.00969,0,-1,0
org/mockito/internal/stubbing/OngoingStubbingImpl,36,25,        mockitoStubber.addAnswer(answer);,0.00806,0,-1,0
org/mockito/internal/stubbing/OngoingStubbingImpl,36,26,        return new ConsecutiveStubbing<T>(mockitoStubber);,0.00806,0,-1,0
org/mockito/internal/invocation/Invocation,36,58,            return args == null ? new Object[0] : args;,0.00778,1,-1,1
org/mockito/internal/stubbing/ConsecutiveStubbing,36,14,    public ConsecutiveStubbing(MockitoStubber mockitoStubber) {,0.00775,0,-1,0
org/mockito/internal/stubbing/ConsecutiveStubbing,36,15,        this.mockitoStubber = mockitoStubber;,0.00775,0,-1,0
org/mockito/internal/stubbing/ConsecutiveStubbing,36,16,    },0.00775,0,-1,0
org/mockito/internal/stubbing/OngoingStubbingImpl,36,24,        registeredInvocations.removeLast();,0.00763,0,-1,0
org/mockito/internal/stubbing/MockitoStubber,36,37,"        addAnswer(answer, false);",0.00763,0,-1,0
org/mockito/internal/stubbing/MockitoStubber,36,38,    },0.00763,0,-1,0
org/mockito/internal/creation/jmock/ClassImposterizer,36,78,            enhancer.setSuperclass(Object.class);,0.00756,0,-1,0
org/mockito/internal/creation/jmock/ClassImposterizer,36,79,"            enhancer.setInterfaces(prepend(mockedType, interfaces));",0.00756,0,-1,0
org/mockito/internal/creation/jmock/ClassImposterizer,36,117,        Class<?>[] all = new Class<?>[rest.length+1];,0.00756,0,-1,0
org/mockito/internal/creation/jmock/ClassImposterizer,36,118,        all[0] = first;,0.00756,0,-1,0
org/mockito/internal/creation/jmock/ClassImposterizer,36,119,"        System.arraycopy(rest, 0, all, 1, rest.length);",0.00756,0,-1,0
org/mockito/internal/creation/jmock/ClassImposterizer,36,120,        return all;,0.00756,0,-1,0
org/mockito/internal/MockitoCore,36,55,        return (OngoingStubbing) stub();,0.00746,0,-1,0
org/mockito/Mockito,36,1002,        return MOCKITO_CORE.when(methodCall);,0.00746,0,-1,0
org/mockito/internal/verification/RegisteredInvocations,36,27,        invocations.remove(invocations.size()-1);,0.00735,0,-1,0
org/mockito/internal/verification/RegisteredInvocations,36,28,    },0.00735,0,-1,0
org/mockito/internal/invocation/Invocation,36,44,"    public Invocation(Object mock, MockitoMethod mockitoMethod, Object[] args, int sequenceNumber, RealMethod realMethod) {",0.00725,1,-1,1
org/mockito/internal/invocation/Invocation,36,45,        this.method = mockitoMethod;,0.00725,0,-1,0
org/mockito/internal/invocation/Invocation,36,46,        this.mock = mock;,0.00725,0,-1,0
org/mockito/internal/invocation/Invocation,36,47,        this.realMethod = realMethod;,0.00725,0,-1,0
org/mockito/internal/invocation/Invocation,36,48,"        this.arguments = expandVarArgs(mockitoMethod.isVarArgs(), args);",0.00725,0,-1,0
org/mockito/internal/invocation/Invocation,36,49,        this.rawArguments = args;,0.00725,0,-1,0
org/mockito/internal/invocation/Invocation,36,50,        this.sequenceNumber = sequenceNumber;,0.00725,0,-1,0
org/mockito/internal/invocation/Invocation,36,51,        this.location = new Location();,0.00725,0,-1,0
org/mockito/internal/invocation/Invocation,36,52,    },0.00725,0,-1,0
