dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,other,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,248,                ch = chars[random.nextInt(gap) + start];,2,1,1,1,4,0,3,0,1,7,40,8,4.0,1,1
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,225,        if (count == 0) {,1,1,0,1,3,1,0,0,0,5,17,4,2.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,227,        } else if (count < 0) {,1,1,0,1,4,2,0,0,0,5,23,5,2.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,231,        if (start == 0 && end == 0) {,2,3,0,1,3,1,0,0,0,5,29,4,2.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,232,                if (!letters && !numbers) {,2,1,0,1,3,1,0,0,2,6,27,6,2.0,1,1
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,233,                    end = Integer.MAX_VALUE;,3,0,0,0,0,0,0,0,1,2,24,8,2.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,240,        char[] buffer = new char[count];,1,0,1,0,4,3,0,0,0,4,32,5,2.0,1,1
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,241,        int gap = end - start;,3,1,0,0,0,1,0,0,0,3,22,5,2.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,243,        while (count-- != 0) {,1,1,0,1,3,1,0,0,1,6,22,4,2.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,245,            if (chars == null) {,1,1,0,1,3,1,0,0,0,5,20,6,2.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,43,    private static final Random RANDOM = new Random();,1,0,0,1,2,4,0,2,4,6,50,2,1.33333,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,228,"            throw new IllegalArgumentException(""Requested random string length "" + count + "" is less than 0."");",1,1,0,1,2,2,0,1,3,7,99,7,1.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,318,        if (chars == null) {,1,1,0,1,3,1,0,0,0,5,20,4,0.5,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,321,"        return random(count, 0, chars.length, false, false, chars, RANDOM);",2,0,0,0,2,1,4,0,3,5,67,4,0.5,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,69,"        return random(count, false, false);",0,0,0,0,2,1,2,0,3,4,35,4,0.33333,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,143,"        return random(count, 0, 0, letters, numbers);",0,0,0,0,2,1,4,0,1,4,45,4,0.33333,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,163,"        return random(count, start, end, letters, numbers, null, RANDOM);",0,0,0,0,2,1,7,0,1,4,65,4,0.33333,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,54,      super();,0,0,0,1,2,1,0,0,1,4,8,3,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,55,    },0,0,0,0,1,0,0,0,0,1,1,2,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,83,"        return random(count, 32, 127, false, false);",0,0,0,0,2,1,2,0,3,4,44,4,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,97,"        return random(count, true, false);",0,0,0,0,2,1,2,0,3,4,34,4,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,111,"        return random(count, true, true);",0,0,0,0,2,1,2,0,3,4,33,4,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,125,"        return random(count, false, true);",0,0,0,0,2,1,2,0,3,4,34,4,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,187,"        return random(count, start, end, letters, numbers, chars, RANDOM);",0,0,0,0,2,1,8,0,1,4,66,4,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,226,"            return """";",0,0,0,0,0,1,0,0,1,2,10,6,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,235,                    end = 'z' + 1;,1,1,0,0,0,0,0,0,2,3,14,8,0.0,0,0
defect4j,lang,org/apache/commons/lang3/RandomStringUtils,12,236,                    start = ' ';                ,1,0,0,0,0,0,0,0,2,2,12,8,0.0,0,0
