dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,mockito,org/mockito/internal/stubbing/BaseStubbing,37,49,"        return thenAnswer(new CallsRealMethods());
",0,0,0,2,4,1,2,2,0,4,42,5,0.14286,0
defect4j,mockito,org/mockito/Mockito,37,731,"        return mock(classToMock, withSettings().defaultAnswer(RETURNS_DEFAULTS));
",0,0,0,3,6,1,10,0,0,10,73,5,0.02759,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,37,28,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.02410,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,37,24,"        if (answer instanceof DoesNothing) {
",2,0,0,1,3,0,0,2,0,4,36,5,0.02381,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,37,20,"        if (answer instanceof Returns) {
",2,0,0,1,3,0,0,2,0,4,32,5,0.02286,0
defect4j,mockito,org/mockito/internal/util/MockName,37,18,"            this.mockName = toInstanceName(classToMock);
",2,0,0,1,2,0,4,0,0,7,44,6,0.02210,0
defect4j,mockito,org/mockito/internal/util/MockName,37,19,"            this.surrogate = true;
",2,0,0,0,0,0,0,0,0,4,22,6,0.02210,0
defect4j,mockito,org/mockito/internal/util/MockName,37,26,"        String className = clazz.getSimpleName();
",2,0,0,1,2,0,4,2,0,8,41,4,0.02210,0
defect4j,mockito,org/mockito/internal/util/MockName,37,28,"        return className.substring(0, 1).toLowerCase() + className.substring(1);
",0,1,0,3,6,1,10,0,0,11,72,4,0.02210,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,37,11,"public class AnswersValidator {
",2,0,0,0,1,1,0,0,0,3,31,1,0.02139,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,37,13,"    private Reporter reporter = new Reporter();
",2,0,0,1,2,1,0,4,0,7,43,2,0.02139,0
defect4j,mockito,org/mockito/internal/stubbing/answers/AnswersValidator,37,16,"        if (answer instanceof ThrowsException) {
",2,0,0,1,3,0,0,2,0,4,40,5,0.02139,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,37,78,"            enhancer.setSuperclass(Object.class);
",0,0,0,1,2,0,4,2,0,6,37,7,0.01724,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,37,79,"            enhancer.setInterfaces(prepend(mockedType, interfaces));
",0,0,0,2,4,0,10,0,0,10,56,7,0.01724,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,37,117,"        Class<?>[] all = new Class<?>[rest.length+1];
",6,1,0,2,4,0,0,4,0,11,45,4,0.01724,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,37,118,"        all[0] = first;
",2,0,1,1,2,0,0,0,0,5,15,4,0.01724,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,37,119,"        System.arraycopy(rest, 0, all, 1, rest.length);
",4,0,0,1,2,0,8,0,0,12,47,5,0.01724,0
defect4j,mockito,org/mockito/internal/creation/jmock/ClassImposterizer,37,120,"        return all;
",2,0,0,0,0,1,0,0,0,2,11,4,0.01724,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,58,"            return args == null ? new Object[0] : args;
",4,1,0,1,2,1,0,2,0,7,43,7,0.01626,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,18,"    public SerializableMockitoMethod(Method method) {
",4,0,0,1,3,1,0,2,0,7,49,2,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,19,"        declaringClass = method.getDeclaringClass();
",2,0,0,1,2,0,4,0,0,7,44,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,20,"        methodName = method.getName();
",2,0,0,1,2,0,4,0,0,7,30,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,21,"        parameterTypes = method.getParameterTypes();
",2,0,0,1,2,0,4,0,0,7,44,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,22,"        returnType = method.getReturnType();
",2,0,0,1,2,0,4,0,0,7,36,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,23,"        exceptionTypes = method.getExceptionTypes();
",2,0,0,1,2,0,4,0,0,7,44,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,24,"        isVarArgs = method.isVarArgs();
",2,0,0,1,2,0,4,0,0,7,31,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,25,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/SerializableMockitoMethod,37,44,"        return isVarArgs;
",2,0,0,0,0,1,0,0,0,2,17,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,44,"    public Invocation(Object mock, MockitoMethod mockitoMethod, Object[] args, int sequenceNumber, RealMethod realMethod) {
",12,0,0,2,5,1,0,8,0,21,119,2,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,45,"        this.method = mockitoMethod;
",4,0,0,0,0,0,0,0,0,5,28,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,46,"        this.mock = mock;
",4,0,0,0,0,0,0,0,0,5,17,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,47,"        this.realMethod = realMethod;
",4,0,0,0,0,0,0,0,0,5,29,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,48,"        this.arguments = expandVarArgs(mockitoMethod.isVarArgs(), args);
",2,0,0,2,4,0,8,0,0,11,64,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,49,"        this.rawArguments = args;
",4,0,0,0,0,0,0,0,0,5,25,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,50,"        this.sequenceNumber = sequenceNumber;
",4,0,0,0,0,0,0,0,0,5,37,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,51,"        this.location = new Location();
",2,0,0,1,2,0,0,2,0,5,31,4,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,52,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.01521,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,37,57,"        if (!isVarArgs || args[args.length - 1] != null && !args[args.length - 1].getClass().isArray()) {
",10,5,1,5,11,0,4,0,0,25,97,4,0.01521,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,17,"        this(new StackTraceFilter());
",0,0,0,2,4,0,0,2,0,2,29,6,0.01481,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,18,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.01481,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,20,"    public Location(StackTraceFilter filter) {
",4,0,0,1,3,1,0,2,0,7,42,2,0.01481,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,21,"        StackTraceElement[] stackTrace = Thread.currentThread().getStackTrace();
",2,0,0,3,6,0,6,2,0,10,72,4,0.01481,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,22,"        StackTraceElement[] filtered = filter.filter(stackTrace, false);
",2,0,0,2,4,0,6,2,0,11,64,4,0.01481,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,23,"        if (filtered.length == 0) {
",4,1,0,1,3,0,0,0,0,5,27,4,0.01481,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,26,"            where = ""-> at "" + filtered[0].toString();
",2,1,1,2,4,0,2,0,0,9,42,6,0.01481,0
defect4j,mockito,org/mockito/internal/debugging/Location,37,28,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.01481,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,47,"            top = new LinkedList<StackTraceElement>();
",2,0,0,1,2,0,0,4,0,7,42,6,0.01481,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,15,"        boolean fromMockObject = e.getClassName().contains(""$$EnhancerByMockitoWithCGLIB$$"");
",2,0,0,2,4,0,6,0,0,9,85,5,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,16,"        boolean fromOrgMockito = e.getClassName().startsWith(""org.mockito."");
",2,0,0,2,4,0,6,0,0,9,69,5,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,17,"        boolean isRunner = e.getClassName().startsWith(""org.mockito.runners."");
",2,0,0,2,4,0,6,0,0,9,71,5,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,18,"        boolean isInternalRunner = e.getClassName().startsWith(""org.mockito.internal.runners."");
",2,0,0,2,4,0,6,0,0,9,88,5,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,19,"        return (fromMockObject || fromOrgMockito) && !isRunner && !isInternalRunner;
",8,2,0,1,2,1,0,0,0,12,76,4,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,29,"        List<StackTraceElement> unfilteredStackTrace = Arrays.asList(target);
",2,0,0,1,2,0,6,4,0,12,69,4,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,31,"        int lastBad = -1;
",2,0,0,0,0,0,0,0,0,3,17,5,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,32,"        int firstBad = -1;
",2,0,0,0,0,0,0,0,0,3,18,5,0.01471,0
defect4j,mockito,org/mockito/internal/util/CreationValidator,37,33,"            return;
",0,0,0,0,0,1,0,0,0,0,7,3,0.01471,0
defect4j,mockito,org/mockito/internal/exceptions/base/StackTraceFilter,37,33,"        for (int i = 0; i < unfilteredStackTrace.size(); i++) {
",6,1,0,2,5,0,4,0,0,12,55,4,0.01471,0
