project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/joda/time/DateTimeZone,17,1167,        long instantBefore = convertUTCToLocal(instant - 3 * DateTimeConstants.MILLIS_PER_HOUR);,0.5,1,1,0
org/joda/time/DateTimeZone,17,1168,        long instantAfter = convertUTCToLocal(instant + 3 * DateTimeConstants.MILLIS_PER_HOUR);,0.5,1,0,0
org/joda/time/DateTimeZone,17,1169,        if (instantBefore == instantAfter) {,0.5,1,1,0
org/joda/time/DateTimeZone,17,1174,        long local = convertUTCToLocal(instant);,0.5,1,1,0
org/joda/time/DateTimeZone,17,1175,"        return convertLocalToUTC(local, false, earlierOrLater ? instantAfter : instantBefore);",0.5,1,0,0
org/joda/time/DateTime,17,665,"        long newMillis = getZone().adjustOffset(getMillis(), false);",0.5,0,1,0
org/joda/time/DateTime,17,666,        return withMillis(newMillis);,0.5,0,0,0
org/joda/time/DateTime,17,685,"        long newMillis = getZone().adjustOffset(getMillis(), true);",0.5,0,1,0
org/joda/time/DateTime,17,686,        return withMillis(newMillis);,0.5,0,0,0
org/joda/time/DateTime,17,331,"        super(year, monthOfYear, dayOfMonth,",0.05882,0,-1,0
org/joda/time/DateTime,17,333,    },0.05882,0,-1,0
org/joda/time/DateTime,17,1098,        if (hours == 0) {,0.05,0,-1,0
org/joda/time/DateTime,17,1101,"        long instant = getChronology().hours().add(getMillis(), hours);",0.05,0,-1,0
org/joda/time/DateTime,17,1102,        return withMillis(instant);,0.05,0,-1,0
org/joda/time/base/AbstractInstant,17,71,        return getChronology().getZone();,0.01887,0,-1,0
org/joda/time/tz/DateTimeZoneBuilder,17,1531,                return iWallOffsets[i];,0.01639,0,-1,0
org/joda/time/tz/CachedDateTimeZone,17,202,            return iNextInfo.getOffset(millis);,0.00862,0,-1,0
org/joda/time/DateTime,17,582,"        return (newMillis == getMillis() ? this : new DateTime(newMillis, getChronology()));",0.005,0,-1,0
org/joda/time/chrono/ZonedChronology,17,318,            int offset = getOffsetToAdd(instant);,0.00476,0,-1,0
org/joda/time/chrono/ZonedChronology,17,319,"            instant = iField.add(instant + offset, value);",0.00476,0,-1,0
org/joda/time/chrono/ZonedChronology,17,320,            return instant - (iTimeField ? offset : getOffsetFromLocalToSubtract(instant));,0.00476,0,-1,0
org/joda/time/base/AbstractInstant,17,424,        return ISODateTimeFormat.dateTime().print(this);,0.00444,0,-1,0
org/joda/time/chrono/ZonedChronology,17,344,            int offset = this.iZone.getOffset(instant);,0.00383,0,-1,0
org/joda/time/chrono/ZonedChronology,17,345,            long sum = instant + offset;,0.00383,0,-1,0
org/joda/time/chrono/ZonedChronology,17,347,            if ((instant ^ sum) < 0 && (instant ^ offset) >= 0) {,0.00383,0,-1,0
org/joda/time/chrono/ZonedChronology,17,350,            return offset;,0.00383,0,-1,0
org/joda/time/base/AbstractInstant,17,262,        if (readableInstant instanceof ReadableInstant == false) {,0.0037,0,-1,0
org/joda/time/base/AbstractInstant,17,265,        ReadableInstant otherInstant = (ReadableInstant) readableInstant;,0.0037,0,-1,0
org/joda/time/base/AbstractInstant,17,266,        return,0.0037,0,-1,0
org/joda/time/base/BaseDateTime,17,225,    },0.00339,0,-1,0
org/joda/time/base/BaseDateTime,17,223,"        this(year, monthOfYear, dayOfMonth, hourOfDay,",0.00337,0,-1,0
org/joda/time/field/PreciseDurationDateTimeField,17,127,            return instant % iUnitMillis;,0.00275,0,-1,0
org/joda/time/field/PreciseDurationDateTimeField,17,126,        if (instant >= 0) {,0.00273,0,-1,0
org/joda/time/DateTimeFieldType,17,522,                    return chronology.secondOfDay();,0.00242,0,-1,0
org/joda/time/DateTime,17,220,"        super(instant, chronology);",0.00204,0,-1,0
org/joda/time/DateTime,17,221,    },0.00204,0,-1,0
org/joda/time/DateTimeUtils,17,167,        Chronology chrono = instant.getChronology();,0.00177,0,-1,0
org/joda/time/DateTimeUtils,17,168,        if (chrono == null) {,0.00177,0,-1,0
org/joda/time/DateTimeUtils,17,171,        return chrono;,0.00177,0,-1,0
org/joda/time/DateTimeUtils,17,164,        if (instant == null) {,0.00169,0,-1,0
org/joda/time/DateTimeUtils,17,149,        return instant.getMillis();,0.00166,0,-1,0
org/joda/time/DateTimeUtils,17,146,        if (instant == null) {,0.00158,0,-1,0
org/joda/time/chrono/ZonedChronology,17,147,        return instant;,0.00152,0,-1,0
org/joda/time/chrono/ZonedChronology,17,139,        DateTimeZone zone = getZone();,0.0015,0,-1,0
org/joda/time/chrono/ZonedChronology,17,140,        int offset = zone.getOffsetFromLocal(instant);,0.0015,0,-1,0
org/joda/time/chrono/ZonedChronology,17,141,        instant -= offset;,0.0015,0,-1,0
org/joda/time/chrono/ZonedChronology,17,142,        if (offset != zone.getOffset(instant)) {,0.0015,0,-1,0
org/joda/time/chrono/ZonedChronology,17,119,        return localToUTC(getBase().getDateTimeMillis,0.0015,0,-1,0
org/joda/time/DateTimeFieldType,17,524,                    return chronology.secondOfMinute();,0.00148,0,-1,0
org/joda/time/tz/CachedDateTimeZone,17,162,            periodStart = next;,0.0014,0,-1,0
org/joda/time/tz/CachedDateTimeZone,17,163,"            chain = (chain.iNextInfo = new Info(iZone, periodStart));",0.0014,0,-1,0
org/joda/time/tz/CachedDateTimeZone,17,164,        },0.0014,0,-1,0
org/joda/time/DateTimeZone,17,900,        } else if (offsetLocal >= 0) {,0.00139,1,-1,1
org/joda/time/DateTimeZone,17,910,        return offsetAdjusted;,0.00138,1,-1,1
org/joda/time/DateTimeFieldType,17,498,                    return chronology.dayOfMonth();,0.00136,0,-1,0
org/joda/time/DateTimeZone,17,882,        final int offsetLocal = getOffset(instantLocal);,0.00136,1,-1,1
org/joda/time/DateTimeZone,17,884,        final long instantAdjusted = instantLocal - offsetLocal;,0.00136,0,-1,0
org/joda/time/DateTimeZone,17,885,        final int offsetAdjusted = getOffset(instantAdjusted);,0.00136,0,-1,0
org/joda/time/DateTimeZone,17,887,        if (offsetLocal != offsetAdjusted) {,0.00136,0,-1,0
org/joda/time/DateTimeFieldType,17,520,                    return chronology.minuteOfHour();,0.00131,0,-1,0
org/joda/time/chrono/BasicGJChronology,17,140,            return MAX_TOTAL_MILLIS_BY_MONTH_ARRAY[month - 1];,0.00129,0,-1,0
org/joda/time/DateTimeFieldType,17,496,                    return chronology.monthOfYear();,0.00128,0,-1,0
org/joda/time/DateTimeFieldType,17,516,                    return chronology.hourOfDay();,0.00127,0,-1,0
org/joda/time/DateTimeFieldType,17,492,                    return chronology.year();,0.00127,0,-1,0
org/joda/time/chrono/BasicGJChronology,17,121,            return MAX_DAYS_PER_MONTH_ARRAY[month - 1];,0.00125,0,-1,0
org/joda/time/base/BaseDateTime,17,124,        super();,0.00123,0,-1,0
org/joda/time/base/BaseDateTime,17,125,        iChronology = checkChronology(chronology);,0.00123,0,-1,0
org/joda/time/base/BaseDateTime,17,126,"        iMillis = checkInstant(instant, iChronology);",0.00123,0,-1,0
org/joda/time/base/BaseDateTime,17,127,    },0.00123,0,-1,0
org/joda/time/base/AbstractInstant,17,259,        if (this == readableInstant) {,0.00114,0,-1,0
org/joda/time/chrono/AssembledChronology,17,133,"            return base.getDateTimeMillis(year, monthOfYear, dayOfMonth,",0.00109,0,-1,0
org/joda/time/DateTimeZone,17,955,            return instantUTC;,0.00104,0,-1,0
org/joda/time/DateTimeZone,17,951,        int offsetOriginal = getOffset(originalInstantUTC);,0.00099,0,-1,0
org/joda/time/DateTimeZone,17,952,        long instantUTC = instantLocal - offsetOriginal;,0.00099,0,-1,0
org/joda/time/DateTimeZone,17,953,        int offsetLocalFromOriginal = getOffset(instantUTC);,0.00099,0,-1,0
org/joda/time/DateTimeZone,17,954,        if (offsetLocalFromOriginal == offsetOriginal) {,0.00099,0,-1,0
org/joda/time/field/PreciseDurationField,17,104,        long addition = value * iUnitMillis;  // safe,0.00096,0,-1,0
org/joda/time/field/PreciseDurationField,17,105,"        return FieldUtils.safeAdd(instant, addition);",0.00096,0,-1,0
org/joda/time/tz/DateTimeZoneBuilder,17,1535,                if (i > 0) {,0.00088,0,-1,0
