project_path,version,lines,statement,suspicious,faulty,predict,miss_line,predictions0,predictions1
org/apache/commons/lang/BooleanUtils,51,44,      super();,0.0,0,,0,0.31571305873023553,0.684286941269763
org/apache/commons/lang/BooleanUtils,51,45,    },0.0,0,,0,0.15003193267213724,0.8499680673278643
org/apache/commons/lang/BooleanUtils,51,64,        if (bool == null) {,0.0,0,,0,0.4033769414743912,0.5966230585256092
org/apache/commons/lang/BooleanUtils,51,65,            return null;,0.0,0,,0,0.15892725694588777,0.8410727430541107
org/apache/commons/lang/BooleanUtils,51,67,        return (bool.booleanValue() ? Boolean.FALSE : Boolean.TRUE);,0.0,0,,0,0.37835075143481617,0.6216492485651832
org/apache/commons/lang/BooleanUtils,51,87,        if (bool == null) {,0.0,1,,1,0.4033769414743912,0.5966230585256092
org/apache/commons/lang/BooleanUtils,51,88,            return false;,0.0,0,,0,0.2281524470291053,0.7718475529708937
org/apache/commons/lang/BooleanUtils,51,90,        return bool.booleanValue() ? true : false;,0.0,0,,0,0.6485522114761147,0.35144778852388503
org/apache/commons/lang/BooleanUtils,51,108,        return !isTrue(bool);,0.0,0,,0,0.5866720707831258,0.4133279292168739
org/apache/commons/lang/BooleanUtils,51,126,        if (bool == null) {,0.0,0,,0,0.4033769414743912,0.5966230585256092
org/apache/commons/lang/BooleanUtils,51,127,            return false;,0.0,0,,0,0.2281524470291053,0.7718475529708937
org/apache/commons/lang/BooleanUtils,51,129,        return bool.booleanValue() ? false : true;,0.0,0,,0,0.6485522114761147,0.35144778852388503
org/apache/commons/lang/BooleanUtils,51,147,        return !isFalse(bool);,0.0,0,,0,0.5904914171499885,0.40950858285001085
org/apache/commons/lang/BooleanUtils,51,165,        return bool ? Boolean.TRUE : Boolean.FALSE;,0.0,0,,0,0.07150147627721916,0.9284985237227796
org/apache/commons/lang/BooleanUtils,51,183,        if (bool == null) {,0.0,0,,0,0.4033769414743912,0.5966230585256092
org/apache/commons/lang/BooleanUtils,51,184,            return false;,0.0,0,,0,0.2281524470291053,0.7718475529708937
org/apache/commons/lang/BooleanUtils,51,186,        return bool.booleanValue() ? true : false;,0.0,0,,0,0.6485522114761147,0.35144778852388503
org/apache/commons/lang/BooleanUtils,51,203,        if (bool == null) {,0.0,0,,0,0.4033769414743912,0.5966230585256092
org/apache/commons/lang/BooleanUtils,51,204,            return valueIfNull;,0.0,0,,0,0.26543770216000917,0.7345622978399922
org/apache/commons/lang/BooleanUtils,51,206,        return bool.booleanValue() ? true : false;,0.0,0,,0,0.6485522114761147,0.35144778852388503
org/apache/commons/lang/BooleanUtils,51,226,        return value == 0 ? false : true;,0.0,0,,0,0.570265298174283,0.42973470182571694
org/apache/commons/lang/BooleanUtils,51,244,        return value == 0 ? Boolean.FALSE : Boolean.TRUE;,0.0,0,,0,0.09416976561685592,0.9058302343831451
org/apache/commons/lang/BooleanUtils,51,264,        if (value == null) {,0.0,0,,0,0.40734761013773063,0.5926523898622699
org/apache/commons/lang/BooleanUtils,51,265,            return null;,0.0,0,,0,0.15892725694588777,0.8410727430541107
org/apache/commons/lang/BooleanUtils,51,267,        return value.intValue() == 0 ? Boolean.FALSE : Boolean.TRUE;,0.0,0,,0,0.29709313532476506,0.7029068646752339
org/apache/commons/lang/BooleanUtils,51,287,        if (value == trueValue) {,0.0,0,,0,0.39960313734103653,0.6003968626589629
