project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/lang3/time/FastDateFormat,38,182,"        return getInstance(pattern, timeZone, null);",1.0,0,0,0
org/apache/commons/lang3/time/FastDateFormat,38,1300,                for (int i = mSize; --i >= 2; ) {,0.5,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1301,                    buffer.append('0');,0.5,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1303,                buffer.append((char)(value / 10 + '0'));,0.5,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1304,                buffer.append((char)(value % 10 + '0'));,0.5,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1423,"            appendTo(buffer, calendar.get(Calendar.MONTH) + 1);",0.03333,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1424,        },0.03333,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1430,            buffer.append((char)(value / 10 + '0'));,0.03333,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1431,            buffer.append((char)(value % 10 + '0'));,0.03333,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1432,        },0.03333,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1310,"                    Validate.isTrue(value > -1, ""Negative values should not be possible"", value);",0.03125,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1311,                    digits = Integer.toString(value).length();,0.03125,0,-1,0
org/apache/commons/lang3/Validate,38,121,        if (expression == false) {,0.03125,0,-1,0
org/apache/commons/lang3/Validate,38,124,    },0.03125,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1347,"            appendTo(buffer, calendar.get(mField));",0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1348,        },0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1354,            if (value < 100) {,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1355,                buffer.append((char)(value / 10 + '0'));,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1356,                buffer.append((char)(value % 10 + '0'));,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1360,        },0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1098,            buffer.append(mValue);,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1099,        },0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,633,"                rule = selectNumberRule(Calendar.HOUR_OF_DAY, tokenLen);",0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,634,                break;,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,639,"                rule = selectNumberRule(Calendar.SECOND, tokenLen);",0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,640,                break;,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,738,                    if (i + 1 < length && pattern.charAt(i + 1) == '\'') {,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,743,                        inLiteral = !inLiteral;,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,832,"        return format(calendar, new StringBuffer(mMaxLengthEstimate)).toString();",0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,871,        if (mTimeZoneForced) {,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,875,"        return applyRules(calendar, buf);",0.0303,1,-1,1
org/apache/commons/lang3/time/FastDateFormat,38,1292,"            appendTo(buffer, calendar.get(mField));",0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1293,        },0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1299,            if (value < 100) {,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1307,                if (value < 1000) {,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1313,                for (int i = mSize; --i >= digits; ) {,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1316,                buffer.append(Integer.toString(value));,0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1318,        },0.0303,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,636,"                rule = selectNumberRule(Calendar.MINUTE, tokenLen);",0.02941,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,637,                break;,0.02941,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,887,        Rule[] rules = mRules;,0.02857,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,888,        int len = mRules.length;,0.02857,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,889,        for (int i = 0; i < len; i++) {,0.02857,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,890,"            rules[i].appendTo(buf, calendar);",0.02857,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,892,        return buf;,0.02857,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,627,"                rule = selectNumberRule(Calendar.DAY_OF_MONTH, tokenLen);",0.02564,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,628,                break;,0.02564,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,549,            locale = Locale.getDefault();,0.025,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,621,                    rule = TwoDigitMonthField.INSTANCE;,0.02439,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1409,            super();,0.02439,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1410,        },0.02439,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1403,        static final TwoDigitMonthField INSTANCE = new TwoDigitMonthField();,0.02439,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,1416,            return 2;,0.02439,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,618,                } else if (tokenLen == 3) {,0.02381,0,-1,0
org/apache/commons/lang3/time/FastDateFormat,38,620,                } else if (tokenLen == 2) {,0.02381,0,-1,0
