project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/lang/StringEscapeUtils,42,455,        if (str == null) {,0.5,0,1,0
org/apache/commons/lang/StringEscapeUtils,42,459,            StringWriter writer = new StringWriter ((int)(str.length() * 1.5));,0.5,0,1,0
org/apache/commons/lang/StringEscapeUtils,42,460,"            escapeHtml(writer, str);",0.5,0,1,0
org/apache/commons/lang/StringEscapeUtils,42,461,            return writer.toString();,0.5,0,0,0
org/apache/commons/lang/StringEscapeUtils,42,498,        if (writer == null ) {,0.5,0,1,0
org/apache/commons/lang/StringEscapeUtils,42,501,        if (string == null) {,0.5,0,1,0
org/apache/commons/lang/StringEscapeUtils,42,504,"        Entities.HTML40.escape(writer, string);",0.5,0,1,0
org/apache/commons/lang/StringEscapeUtils,42,505,    },0.5,0,1,0
org/apache/commons/lang/Entities,42,832,"                    writer.write(""&#"");",0.5,0,1,0
org/apache/commons/lang/Entities,42,833,"                    writer.write(Integer.toString(c, 10));",0.5,0,1,0
org/apache/commons/lang/Entities,42,834,                    writer.write(';');,0.5,0,1,0
org/apache/commons/lang/Entities,42,536,            return super.name(value);,0.5,0,1,0
org/apache/commons/lang/Entities,42,831,                if (c > 0x7F) {,0.33333,1,-1,0
org/apache/commons/lang/Entities,42,961,"                                        entityValue = Integer.parseInt(entityContent.substring(1), 10);",0.25,0,-1,0
org/apache/commons/lang/Entities,42,826,        int len = str.length();,0.2,0,-1,0
org/apache/commons/lang/Entities,42,827,        for (int i = 0; i < len; i++) {,0.2,0,-1,0
org/apache/commons/lang/Entities,42,828,            char c = str.charAt(i);,0.2,1,-1,0
org/apache/commons/lang/Entities,42,829,            String entityName = this.entityName(c);,0.2,0,-1,0
org/apache/commons/lang/Entities,42,830,            if (entityName == null) {,0.2,0,-1,0
org/apache/commons/lang/Entities,42,844,    },0.2,0,-1,0
org/apache/commons/lang/Entities,42,951,                        if (entityContentLen > 1) {,0.2,0,-1,0
org/apache/commons/lang/Entities,42,952,                            char isHexChar = entityContent.charAt(1);,0.2,0,-1,0
org/apache/commons/lang/Entities,42,954,                                switch (isHexChar) {,0.2,0,-1,0
org/apache/commons/lang/Entities,42,964,                                if (entityValue > 0xFFFF) {,0.2,0,-1,0
org/apache/commons/lang/Entities,42,969,                            },0.2,0,-1,0
org/apache/commons/lang/Entities,42,970,                        },0.2,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,525,        if (str == null) {,0.16667,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,529,            StringWriter writer = new StringWriter ((int)(str.length() * 1.5));,0.16667,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,530,"            unescapeHtml(writer, str);",0.16667,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,531,            return writer.toString();,0.16667,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,557,        if (writer == null ) {,0.16667,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,560,        if (string == null) {,0.16667,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,563,"        Entities.HTML40.unescape(writer, string);",0.16667,0,-1,0
org/apache/commons/lang/StringEscapeUtils,42,564,    },0.16667,0,-1,0
org/apache/commons/lang/IntHashMap,42,245,        return null;,0.14286,0,-1,0
org/apache/commons/lang/Entities,42,981,                    writer.write(entityValue);,0.125,0,-1,0
org/apache/commons/lang/Entities,42,533,            if (value < LOOKUP_TABLE_SIZE) {,0.125,0,-1,0
org/apache/commons/lang/Entities,42,766,        return map.name(value);,0.11111,0,-1,0
org/apache/commons/lang/Entities,42,457,            return (String) mapValueToName.get(value);,0.1,0,-1,0
org/apache/commons/lang/Entities,42,905,        int firstAmp = str.indexOf('&');,0.1,0,-1,0
org/apache/commons/lang/Entities,42,906,        if (firstAmp < 0) {,0.1,0,-1,0
org/apache/commons/lang/Entities,42,910,"            doUnescape(writer, str, firstAmp);",0.1,0,-1,0
org/apache/commons/lang/Entities,42,912,    },0.1,0,-1,0
org/apache/commons/lang/IntHashMap,42,237,        Entry tab[] = table;,0.1,0,-1,0
org/apache/commons/lang/IntHashMap,42,238,        int hash = key;,0.1,0,-1,0
org/apache/commons/lang/IntHashMap,42,239,        int index = (hash & 0x7FFFFFFF) % tab.length;,0.1,0,-1,0
org/apache/commons/lang/IntHashMap,42,240,        for (Entry e = tab[index]; e != null; e = e.next) {,0.1,0,-1,0
org/apache/commons/lang/IntHashMap,42,241,            if (e.hash == hash) {,0.1,0,-1,0
org/apache/commons/lang/Entities,42,928,"        writer.write(str, 0, firstAmp);",0.09091,0,-1,0
org/apache/commons/lang/Entities,42,929,        int len = str.length();,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,930,        for (int i = firstAmp; i < len; i++) {,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,931,            char c = str.charAt(i);,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,932,            if (c == '&') {,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,933,                int nextIdx = i + 1;,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,934,"                int semiColonIdx = str.indexOf(';', nextIdx);",0.09091,0,-1,0
org/apache/commons/lang/Entities,42,935,                if (semiColonIdx == -1) {,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,939,"                int amphersandIdx = str.indexOf('&', i + 1);",0.09091,0,-1,0
org/apache/commons/lang/Entities,42,940,                if (amphersandIdx != -1 && amphersandIdx < semiColonIdx) {,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,945,"                String entityContent = str.substring(nextIdx, semiColonIdx);",0.09091,0,-1,0
org/apache/commons/lang/Entities,42,946,                int entityValue = -1;,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,947,                int entityContentLen = entityContent.length();,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,948,                if (entityContentLen > 0) {,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,949,                    if (entityContent.charAt(0) == '#') { // escaped value content is an integer (decimal or,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,976,                if (entityValue == -1) {,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,983,                i = semiColonIdx; // move index up to the semi-colon,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,984,            } else {,0.09091,0,-1,0
org/apache/commons/lang/Entities,42,988,    },0.09091,0,-1,0
