project_path,version,lines,statement,suspicious,faulty,predict,miss_line,predictions0,predictions1
org/apache/commons/lang3/time/FastDatePrinter,8,1134,            if (zone.useDaylightTime(),2.0,1,,1,0.4527012024689115,0.5472987975310885
org/apache/commons/lang3/time/FastDatePrinter,8,1138,"                buffer.append(getTimeZoneDisplay(zone, false, mStyle, mLocale));",2.0,0,,0,0.6398837177075892,0.36011628229240983
org/apache/commons/lang3/time/FastDatePrinter,8,1140,        },2.0,0,,0,0.2480727630854633,0.7519272369145358
org/apache/commons/lang3/time/FastDatePrinter,8,1238,            if (this == obj) {,1.33333,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1241,            if (obj instanceof TimeZoneDisplayKey) {,1.33333,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1242,                TimeZoneDisplayKey other = (TimeZoneDisplayKey)obj;,1.33333,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1243,                return,1.33333,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,734,            } else if (value < 100) {,1.0,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,735,                buffer.append((char)(value / 10 + '0'));,1.0,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,736,                buffer.append((char)(value % 10 + '0'));,1.0,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1216,"                           boolean daylight, int style, Locale locale) {",0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1217,            mTimeZone = timeZone;,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1218,            if (daylight) {,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1219,                style |= 0x80000000;,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1221,            mStyle = style;,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1222,            mLocale = locale;,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1223,        },0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1230,            return (mStyle * 31 + mLocale.hashCode() ) * 31 + mTimeZone.hashCode();,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,259,                if (tokenLen >= 4) {,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,262,"                    rule = new TimeZoneNameRule(mTimeZone, mLocale, TimeZone.SHORT);",0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,264,                break;,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1079,"        TimeZoneDisplayKey key = new TimeZoneDisplayKey(tz, daylight, style, locale);",0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1080,        String value = cTimeZoneDisplayCache.get(key);,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1081,        if (value == null) {,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1083,"            value = tz.getDisplayName(daylight, style, locale);",0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1084,"            String prior = cTimeZoneDisplayCache.putIfAbsent(key, value);",0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1085,            if (prior != null) {,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1089,        return value;,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,692,            buffer.append(mValues[calendar.get(mField)]);,0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,693,        },0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1109,"        TimeZoneNameRule(TimeZone timeZone, Locale locale, int style) {",0.8,0,-1,0
org/apache/commons/lang3/time/FastDatePrinter,8,1110,            mLocale = locale;,0.8,0,-1,0
