project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/lang/time/FastDateFormat,56,631,"                rule = selectNumberRule(Calendar.DAY_OF_MONTH, tokenLen);",0.07692,1,1,1
org/apache/commons/lang/time/FastDateFormat,56,632,                break;,0.07692,0,1,0
org/apache/commons/lang/time/FastDateFormat,56,167,"        return getInstance(pattern, null, null);",0.06667,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,553,            locale = Locale.getDefault();,0.0625,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,614,"                    rule = selectNumberRule(Calendar.YEAR, tokenLen);",0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,625,                    rule = TwoDigitMonthField.INSTANCE;,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,777,"            return new PaddedNumberField(field, padding);",0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1261,"        PaddedNumberField(int field, int size) {",0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1262,            if (size < 3) {,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1266,            mField = field;,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1267,            mSize = size;,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1268,        },0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1274,            return 4;,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1398,            super();,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1399,        },0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1392,        static final TwoDigitMonthField INSTANCE = new TwoDigitMonthField();,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,1405,            return 2;,0.05882,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,539,        super();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,540,        if (pattern == null) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,543,        mPattern = pattern;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,545,        mTimeZoneForced = (timeZone != null);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,546,        if (timeZone == null) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,547,            timeZone = TimeZone.getDefault();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,549,        mTimeZone = timeZone;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,551,        mLocaleForced = (locale != null);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,552,        if (locale == null) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,555,        mLocale = locale;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,556,    },0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,111,    private static Map cInstanceCache = new HashMap(7);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,112,    private static Map cDateInstanceCache = new HashMap(7);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,113,    private static Map cTimeInstanceCache = new HashMap(7);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,114,    private static Map cDateTimeInstanceCache = new HashMap(7);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,115,    private static Map cTimeZoneDisplayCache = new HashMap(7);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,213,"        FastDateFormat emptyFormat = new FastDateFormat(pattern, timeZone, locale);",0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,214,        FastDateFormat format = (FastDateFormat) cInstanceCache.get(emptyFormat);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,215,        if (format == null) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,216,            format = emptyFormat;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,217,            format.init();  // convert shell format into usable one,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,218,"            cInstanceCache.put(format, format);  // this is OK!",0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,220,        return format;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,562,        List rulesList = parsePattern();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,563,        mRules = (Rule[]) rulesList.toArray(new Rule[rulesList.size()]);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,565,        int len = 0;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,566,        for (int i=mRules.length; --i >= 0; ) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,567,            len += mRules[i].estimateLength();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,570,        mMaxLengthEstimate = len;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,571,    },0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,582,        DateFormatSymbols symbols = new DateFormatSymbols(mLocale);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,583,        List rules = new ArrayList();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,585,        String[] ERAs = symbols.getEras();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,586,        String[] months = symbols.getMonths();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,587,        String[] shortMonths = symbols.getShortMonths();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,588,        String[] weekdays = symbols.getWeekdays();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,589,        String[] shortWeekdays = symbols.getShortWeekdays();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,590,        String[] AmPmStrings = symbols.getAmPmStrings();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,592,        int length = mPattern.length();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,593,        int[] indexRef = new int[1];,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,595,        for (int i = 0; i < length; i++) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,596,            indexRef[0] = i;,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,597,"            String token = parseToken(mPattern, indexRef);",0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,598,            i = indexRef[0];,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,600,            int tokenLen = token.length();,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,601,            if (tokenLen == 0) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,606,            char c = token.charAt(0);,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,608,            switch (c) {,0.05556,0,-1,0
org/apache/commons/lang/time/FastDateFormat,56,613,                if (tokenLen >= 4) {,0.05556,0,-1,0
