project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/math/complex/Complex,96,277,        if (isNaN()) {,1.0,0,1,0
org/apache/commons/math/complex/Complex,96,280,        return 37 * (17 * MathUtils.hash(imaginary) + ,1.0,0,1,0
org/apache/commons/math/complex/Complex,96,363,"        return createComplex(real * rhs.real - imaginary * rhs.imaginary,",0.05263,0,-1,0
org/apache/commons/math/complex/Complex,96,358,        if (Double.isInfinite(real) || Double.isInfinite(imaginary) ||,0.04348,0,-1,0
org/apache/commons/math/complex/Complex,96,258,                    ret = (Double.doubleToRawLongBits(real) == Double.doubleToRawLongBits(rhs.getReal())) && (Double.doubleToRawLongBits(imaginary) == Double.doubleToRawLongBits(rhs.getImaginary())); ,0.03448,1,-1,0
org/apache/commons/math/complex/Complex,96,355,        if (isNaN() || rhs.isNaN()) {,0.03448,0,-1,0
org/apache/commons/math/complex/Complex,96,255,                if (rhs.isNaN()) {,0.03125,0,-1,0
org/apache/commons/math/complex/Complex,96,263,            },0.03125,0,-1,0
org/apache/commons/math/complex/Complex,96,254,                Complex rhs = (Complex)other;,0.0303,0,-1,0
org/apache/commons/math/complex/Complex,96,250,        } else if (other == null) {,0.02941,0,-1,0
org/apache/commons/math/complex/Complex,96,248,        if (this == other) { ,0.02703,0,-1,0
org/apache/commons/math/complex/Complex,96,266,        return ret;,0.02703,0,-1,0
org/apache/commons/math/complex/Complex,96,872,"        return new Complex(real, imaginary);",0.01639,0,-1,0
org/apache/commons/math/complex/Complex,96,310,        return Double.isNaN(real) || Double.isNaN(imaginary);        ,0.00909,0,-1,0
org/apache/commons/math/complex/Complex,96,299,        return real;,0.0087,0,-1,0
org/apache/commons/math/complex/Complex,96,76,        super();,0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,77,        this.real = real;,0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,78,        this.imaginary = imaginary;,0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,79,    },0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,45,"    public static final Complex I = new Complex(0.0, 1.0);",0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,48,"    public static final Complex NaN = new Complex(Double.NaN, Double.NaN);",0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,51,"    public static final Complex INF = new Complex(Double.POSITIVE_INFINITY, Double.POSITIVE_INFINITY);",0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,54,"    public static final Complex ONE = new Complex(1.0, 0.0);",0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,57,"    public static final Complex ZERO = new Complex(0.0, 0.0);",0.00676,0,-1,0
org/apache/commons/math/complex/Complex,96,92,        if (isNaN()) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,93,            return Double.NaN;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,96,        if (isInfinite()) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,97,            return Double.POSITIVE_INFINITY;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,100,        if (Math.abs(real) < Math.abs(imaginary)) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,101,            if (imaginary == 0.0) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,102,                return Math.abs(real);,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,104,            double q = real / imaginary;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,105,            return (Math.abs(imaginary) * Math.sqrt(1 + q*q));,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,107,            if (real == 0.0) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,108,                return Math.abs(imaginary);,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,110,            double q = imaginary / real;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,111,            return (Math.abs(real) * Math.sqrt(1 + q*q));,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,133,"        return createComplex(real + rhs.getReal(),",0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,152,        if (isNaN()) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,153,            return NaN;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,155,"        return createComplex(real, -imaginary);",0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,194,        if (isNaN() || rhs.isNaN()) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,195,            return NaN;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,198,        double c = rhs.getReal();,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,199,        double d = rhs.getImaginary();,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,200,        if (c == 0.0 && d == 0.0) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,201,            return NaN;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,204,        if (rhs.isInfinite() && !isInfinite()) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,205,            return ZERO;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,208,        if (Math.abs(c) < Math.abs(d)) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,209,            if (d == 0.0) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,210,"                return createComplex(real/c, imaginary/c);",0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,212,            double q = c / d;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,213,            double denominator = c * q + d;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,214,"            return createComplex((real * q + imaginary) / denominator,",0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,217,            if (c == 0.0) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,218,"                return createComplex(imaginary/d, -real/c);",0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,220,            double q = d / c;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,221,            double denominator = d * q + c;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,222,"            return createComplex((imaginary * q + real) / denominator,",0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,249,            ret = true;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,251,            ret = false;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,256,                    ret = this.isNaN();,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,260,            } catch (ClassCastException ex) {,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,262,                ret = false;,0.0,0,-1,0
org/apache/commons/math/complex/Complex,96,278,            return 7;,0.0,0,-1,0
