project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/math/complex/Complex,46,260,            return isZero ? NaN : INF;,2.0,1,0,0
org/apache/commons/math/complex/Complex,46,1183,"        return ""("" + real + "", "" + imaginary + "")"";",1.0,0,-1,0
org/apache/commons/math/complex/Complex,46,587,        return this.add(I).divide(I.subtract(this)).log(),0.33333,0,-1,0
org/apache/commons/math/complex/Complex,46,258,        if (divisor.isZero) {,0.30769,0,-1,0
org/apache/commons/math/complex/Complex,46,253,        MathUtils.checkNotNull(divisor);,0.26667,0,-1,0
org/apache/commons/math/complex/Complex,46,254,        if (isNaN || divisor.isNaN) {,0.26667,0,-1,0
org/apache/commons/math/complex/Complex,46,583,        if (isNaN) {,0.25,0,-1,0
org/apache/commons/math/util/FastMath,46,1284,            if (hiPrec != null) {,0.25,0,-1,0
org/apache/commons/math/util/FastMath,46,1288,            return Double.POSITIVE_INFINITY;,0.25,0,-1,0
org/apache/commons/math/util/FastMath,46,3004,            if (x == Double.POSITIVE_INFINITY) {,0.2,0,-1,0
org/apache/commons/math/util/FastMath,46,3005,                return Math.PI/4.0;,0.2,0,-1,0
org/apache/commons/math/complex/Complex,46,329,                return isNaN;,0.16667,0,-1,0
org/apache/commons/math/complex/Complex,46,430,            return INF;,0.14286,0,-1,0
org/apache/commons/math/complex/Complex,46,276,            double q = d / c;,0.11111,0,-1,0
org/apache/commons/math/complex/Complex,46,277,            double denominator = d * q + c;,0.11111,0,-1,0
org/apache/commons/math/complex/Complex,46,278,"            return createComplex((imaginary * q + real) / denominator,",0.11111,0,-1,0
org/apache/commons/math/complex/Complex,46,122,            return Double.POSITIVE_INFINITY;,0.09091,0,-1,0
org/apache/commons/math/complex/Complex,46,263,        if (divisor.isInfinite() && !isInfinite()) {,0.08333,0,-1,0
org/apache/commons/math/complex/Complex,46,267,        final double c = divisor.getReal();,0.08333,0,-1,0
org/apache/commons/math/complex/Complex,46,268,        final double d = divisor.getImaginary();,0.08333,0,-1,0
org/apache/commons/math/complex/Complex,46,270,        if (FastMath.abs(c) < FastMath.abs(d)) {,0.08333,0,-1,0
org/apache/commons/math/util/MathUtils,46,2337,    },0.0678,0,-1,0
org/apache/commons/math/complex/Complex,46,754,"        return createComplex(FastMath.log(abs()),",0.06667,0,-1,0
org/apache/commons/math/util/FastMath,46,1256,"        return log(x, null);",0.06667,0,-1,0
org/apache/commons/math/util/MathUtils,46,2334,        if (o == null) {,0.06667,0,-1,0
org/apache/commons/math/util/FastMath,46,1269,        long bits = Double.doubleToLongBits(x);,0.05556,0,-1,0
org/apache/commons/math/util/FastMath,46,1272,        if ((bits & 0x8000000000000000L) != 0 || x != x) {,0.05556,0,-1,0
org/apache/commons/math/util/FastMath,46,1283,        if (x == Double.POSITIVE_INFINITY) {,0.05556,0,-1,0
org/apache/commons/math/complex/Complex,46,164,"        return createComplex(real + addend.getReal(),",0.05263,0,-1,0
org/apache/commons/math/util/FastMath,46,1266,        if (x==0) { // Handle special case of +0/-0,0.05263,0,-1,0
org/apache/commons/math/util/FastMath,46,3003,        if (y == Double.POSITIVE_INFINITY) {,0.05263,0,-1,0
org/apache/commons/math/util/MathUtils,46,85,    private static final long[] FACTORIALS = new long[] {,0.05,0,-1,0
org/apache/commons/math/complex/Complex,46,379,        return isNaN;,0.04762,0,-1,0
org/apache/commons/math/complex/Complex,46,750,        if (isNaN) {,0.04762,0,-1,0
org/apache/commons/math/util/FastMath,46,2977,        if (y == 0.0) {,0.04762,0,-1,0
org/apache/commons/math/complex/Complex,46,497,"        return createComplex(real - subtrahend.getReal(),",0.04545,0,-1,0
org/apache/commons/math/util/FastMath,46,2973,        if (x !=x || y != y) {,0.04545,0,-1,0
org/apache/commons/math/complex/Complex,46,159,        MathUtils.checkNotNull(addend);,0.04348,0,-1,0
org/apache/commons/math/complex/Complex,46,160,        if (isNaN || addend.isNaN) {,0.04348,0,-1,0
org/apache/commons/math/complex/Complex,46,492,        MathUtils.checkNotNull(subtrahend);,0.04,0,-1,0
org/apache/commons/math/complex/Complex,46,493,        if (isNaN || subtrahend.isNaN) {,0.04,0,-1,0
org/apache/commons/math/complex/Complex,46,425,        if (Double.isInfinite(real) ||,0.03704,0,-1,0
org/apache/commons/math/complex/Complex,46,121,        if (isInfinite()) {,0.02941,0,-1,0
org/apache/commons/math/complex/Complex,46,118,        if (isNaN) {,0.02857,0,-1,0
org/apache/commons/math/complex/Complex,46,421,        MathUtils.checkNotNull(factor);,0.02857,0,-1,0
org/apache/commons/math/complex/Complex,46,422,        if (isNaN || factor.isNaN) {,0.02857,0,-1,0
org/apache/commons/math/util/FastMath,46,3410,        return (x < 0.0) ? -x : (x == 0.0) ? 0.0 : x; // -0.0 => +0.0,0.02439,0,-1,0
org/apache/commons/math/complex/Complex,46,327,            Complex c = (Complex)other;,0.02381,0,-1,0
org/apache/commons/math/complex/Complex,46,328,            if (c.isNaN) {,0.02381,0,-1,0
org/apache/commons/math/complex/Complex,46,326,        if (other instanceof Complex){,0.02273,0,-1,0
org/apache/commons/math/complex/Complex,46,392,        return isInfinite;,0.02273,0,-1,0
org/apache/commons/math/complex/Complex,46,99,"    public Complex(double real, double imaginary) {",0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,100,        this.real = real;,0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,101,        this.imaginary = imaginary;,0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,103,        isNaN = Double.isNaN(real) || Double.isNaN(imaginary);,0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,104,        isInfinite = !isNaN &&,0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,106,        isZero = real == 0 && imaginary == 0;,0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,107,    },0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,58,"    public static final Complex I = new Complex(0.0, 1.0);",0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,61,"    public static final Complex NaN = new Complex(Double.NaN, Double.NaN);",0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,64,"    public static final Complex INF = new Complex(Double.POSITIVE_INFINITY, Double.POSITIVE_INFINITY);",0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,66,"    public static final Complex ONE = new Complex(1.0, 0.0);",0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,68,"    public static final Complex ZERO = new Complex(0.0, 0.0);",0.02174,0,-1,0
org/apache/commons/math/complex/Complex,46,323,        if (this == other) {,0.01724,0,-1,0
org/apache/commons/math/util/FastMath,46,80,    private static final double EXP_INT_TABLE_A[] = new double[1500];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,85,    private static final double EXP_INT_TABLE_B[] = new double[1500];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,90,    private static final double EXP_FRAC_TABLE_A[] = new double[1025];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,95,    private static final double EXP_FRAC_TABLE_B[] = new double[1025];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,98,    private static final double FACT[] = new double[20];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,101,    private static final double LN_MANT[][] = new double[1024][];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,110,    private static final double LN_SPLIT_COEF[][] = {,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,130,    private static final double LN_QUICK_COEF[][] = {,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,143,    private static final double LN_HI_PREC_COEF[][] = {,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,153,    private static final double SINE_TABLE_A[] = new double[14];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,156,    private static final double SINE_TABLE_B[] = new double[14];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,159,    private static final double COSINE_TABLE_A[] = new double[14];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,162,    private static final double COSINE_TABLE_B[] = new double[14];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,165,    private static final double TANGENT_TABLE_A[] = new double[14];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,168,    private static final double TANGENT_TABLE_B[] = new double[14];,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,171,    private static final long RECIP_2PI[] = new long[] {,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,192,    private static final long PI_O_4_BITS[] = new long[] {,0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,200,"    private static final double EIGHTHS[] = {0, 0.125, 0.25, 0.375, 0.5, 0.625, 0.75, 0.875, 1.0, 1.125, 1.25, 1.375, 1.5, 1.625};",0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,203,"    private static final double CBRTTWO[] = { 0.6299605249474366,",0.01351,0,-1,0
org/apache/commons/math/util/FastMath,46,233,        FACT[0] = 1.0;,0.01351,0,-1,0
