project_path,version,lines,statement,suspicious,faulty,predict,miss_line,predictions0,predictions1
org/apache/commons/math/MathRuntimeException,61,387,        return new IllegalArgumentException() {,1.0,0,,0,0.6957612617190189,0.30423873828098097
org/apache/commons/math/exception/util/LocalizedFormats,61,316,    private LocalizedFormats(final String sourceFormat) {,1.0,0,,0,0.877982515111193,0.12201748488880738
org/apache/commons/math/exception/util/LocalizedFormats,61,317,        this.sourceFormat = sourceFormat;,1.0,0,,0,0.31818626532863037,0.6818137346713697
org/apache/commons/math/exception/util/LocalizedFormats,61,318,    },1.0,0,,0,0.14758055900883973,0.8524194409911597
org/apache/commons/math/exception/util/LocalizedFormats,61,44,"    ARGUMENT_OUTSIDE_DOMAIN(""Argument {0} outside domain [{1} ; {2}]""),",1.0,0,,0,0.5307452271200316,0.4692547728799689
org/apache/commons/math/exception/util/LocalizedFormats,61,45,"    ARRAY_SIZES_SHOULD_HAVE_DIFFERENCE_1(""array sizes should have difference 1 ({0} != {1} + 1)""),",1.0,0,,0,0.736732839159508,0.2632671608404929
org/apache/commons/math/exception/util/LocalizedFormats,61,46,"    ARRAY_SUMS_TO_ZERO(""array sums to zero""),",1.0,0,,0,0.42795534807629976,0.5720446519236997
org/apache/commons/math/exception/util/LocalizedFormats,61,47,"    ASSYMETRIC_EIGEN_NOT_SUPPORTED(""eigen decomposition of assymetric matrices not supported yet""),",1.0,0,,0,0.7150125002535289,0.2849874997464725
org/apache/commons/math/exception/util/LocalizedFormats,61,48,"    AT_LEAST_ONE_COLUMN(""matrix must have at least one column""),",1.0,0,,0,0.4952319185057215,0.5047680814942779
org/apache/commons/math/exception/util/LocalizedFormats,61,49,"    AT_LEAST_ONE_ROW(""matrix must have at least one row""),",1.0,0,,0,0.4693313122387748,0.5306686877612238
org/apache/commons/math/exception/util/LocalizedFormats,61,50,"    BANDWIDTH_OUT_OF_INTERVAL(""bandwidth must be in the interval [0,1], but got {0}""),",1.0,0,,0,0.5419927100353996,0.45800728996459983
org/apache/commons/math/exception/util/LocalizedFormats,61,51,"    BINOMIAL_INVALID_PARAMETERS_ORDER(""must have n >= k for binomial coefficient (n,k), got n = {0}, k = {1}""),",1.0,0,,0,0.7668905936005141,0.23310940639948524
org/apache/commons/math/exception/util/LocalizedFormats,61,52,"    BINOMIAL_NEGATIVE_PARAMETER(""must have n >= 0 for binomial coefficient (n,k), got n = {0}""),",1.0,0,,0,0.6536149269334529,0.34638507306654587
org/apache/commons/math/exception/util/LocalizedFormats,61,53,"    CANNOT_CLEAR_STATISTIC_CONSTRUCTED_FROM_EXTERNAL_MOMENTS(""statistics constructed from external moments cannot be cleared""),",1.0,0,,0,0.8890608676754096,0.11093913232459045
org/apache/commons/math/exception/util/LocalizedFormats,61,54,"    CANNOT_COMPUTE_0TH_ROOT_OF_UNITY(""cannot compute 0-th root of unity, indefinite result""),",1.0,0,,0,0.594402787904583,0.4055972120954169
org/apache/commons/math/exception/util/LocalizedFormats,61,55,"    CANNOT_COMPUTE_BETA_DENSITY_AT_0_FOR_SOME_ALPHA(""cannot compute beta density at 0 when alpha = {0,number}""),",1.0,0,,0,0.7460132093719579,0.25398679062804025
