project_path,version,lines,statement,suspicious,faulty,predict,miss_line,predictions0,predictions1
org/apache/commons/math/exception/TooManyEvaluationsException,40,37,        super(max);,1.0,0,,0,0.4534377941215257,0.5465622058784758
org/apache/commons/math/exception/TooManyEvaluationsException,40,38,        getContext().addMessage(LocalizedFormats.EVALUATIONS);,1.0,0,,0,0.4862133089959252,0.5137866910040747
org/apache/commons/math/exception/TooManyEvaluationsException,40,39,    },1.0,0,,0,0.1784161547785075,0.821583845221494
org/apache/commons/math/exception/MaxCountExceededException,40,42,"        this(LocalizedFormats.MAX_COUNT_EXCEEDED, max);",1.0,0,,0,0.33013051872027727,0.6698694812797217
org/apache/commons/math/exception/MaxCountExceededException,40,43,    },1.0,0,,0,0.1784161547785075,0.821583845221494
org/apache/commons/math/exception/MaxCountExceededException,40,53,                                     Object ... args) {,1.0,0,,0,0.67102804647642,0.3289719535235818
org/apache/commons/math/exception/MaxCountExceededException,40,54,"        getContext().addMessage(specific, max, args);",1.0,0,,0,0.17558282308406425,0.8244171769159346
org/apache/commons/math/exception/MaxCountExceededException,40,55,        this.max = max;,1.0,0,,0,0.3444388243191923,0.6555611756808084
org/apache/commons/math/exception/MaxCountExceededException,40,56,    },1.0,0,,0,0.1784161547785075,0.821583845221494
org/apache/commons/math/exception/MaxCountExceededException,40,62,        return max;,1.0,0,,0,0.2429799023513944,0.757020097648607
org/apache/commons/math/exception/MathIllegalStateException,40,45,                                     Object ... args) {,1.0,0,,0,0.67102804647642,0.3289719535235818
org/apache/commons/math/exception/MathIllegalStateException,40,46,        context = new ExceptionContext(this);,1.0,0,,0,0.8528210307633747,0.14717896923662646
org/apache/commons/math/exception/MathIllegalStateException,40,47,"        context.addMessage(pattern, args);",1.0,0,,0,0.11657096505295673,0.8834290349470447
org/apache/commons/math/exception/MathIllegalStateException,40,48,    },1.0,0,,0,0.1784161547785075,0.821583845221494
org/apache/commons/math/exception/MathIllegalStateException,40,69,        this(LocalizedFormats.ILLEGAL_STATE);,1.0,0,,0,0.3818906547873906,0.6181093452126099
org/apache/commons/math/exception/MathIllegalStateException,40,70,    },1.0,0,,0,0.1784161547785075,0.821583845221494
org/apache/commons/math/exception/MathIllegalStateException,40,74,        return context;,1.0,0,,0,0.23906413482613773,0.7609358651738627
org/apache/commons/math/util/Incrementor,40,151,            maxCountCallback.trigger(maximalCount);,1.0,0,,0,0.16997702628864275,0.8300229737113565
org/apache/commons/math/util/Incrementor,40,65,                     throw new MaxCountExceededException(max);,1.0,0,,0,0.6883954808934041,0.31160451910659626
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,393,        this.allowed = allowedSolution;,1.0,0,,0,0.3427331889323637,0.6572668110676351
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,394,"        return super.solve(maxEval, f, min, max, startValue);",1.0,0,,0,0.15927816424621735,0.8407218357537821
org/apache/commons/math/analysis/solvers/BaseAbstractUnivariateRealSolver,40,295,        } catch (MaxCountExceededException e) {,1.0,0,,0,0.7392953083201593,0.2607046916798422
org/apache/commons/math/analysis/solvers/BaseAbstractUnivariateRealSolver,40,296,            throw new TooManyEvaluationsException(e.getMax());,1.0,0,,0,0.7619676383405475,0.2380323616594514
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,128,        this.maximalOrder = maximalOrder;,0.33333,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,129,        this.allowed = AllowedSolution.ANY_SIDE;,0.33333,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,130,    },0.33333,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,124,"        super(relativeAccuracy, absoluteAccuracy, functionValueAccuracy);",0.25,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,125,        if (maximalOrder < 2) {,0.25,0,-1,0
org/apache/commons/math/analysis/solvers/AbstractUnivariateRealSolver,40,59,"        super(relativeAccuracy, absoluteAccuracy, functionValueAccuracy);",0.25,0,-1,0
org/apache/commons/math/analysis/solvers/AbstractUnivariateRealSolver,40,60,    },0.25,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,265,                        --end;,0.07692,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,235,                targetY = -REDUCTION_FACTOR * yB;,0.0625,1,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,294,                nbPoints = end - start;,0.05882,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,295,"                System.arraycopy(x, start, x, 0, nbPoints);",0.05882,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,296,"                System.arraycopy(y, start, y, 0, nbPoints);",0.05882,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,297,                signChangeIndex -= start;,0.05882,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,260,                    if (signChangeIndex - start >= end - signChangeIndex) {,0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,269,                    nextX = Double.NaN;,0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,290,            if ((nbPoints > 2) && (end - start != nbPoints)) {,0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,299,            } else  if (nbPoints == x.length) {,0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,316,"            System.arraycopy(x, signChangeIndex, x, signChangeIndex + 1, nbPoints - signChangeIndex);",0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,317,            x[signChangeIndex] = nextX;,0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,318,"            System.arraycopy(y, signChangeIndex, y, signChangeIndex + 1, nbPoints - signChangeIndex);",0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,319,            y[signChangeIndex] = nextY;,0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,320,            ++nbPoints;,0.05556,0,-1,0
org/apache/commons/math/analysis/solvers/BracketingNthOrderBrentSolver,40,323,            if (nextY * yA <= 0) {,0.05556,0,-1,0
