project_path,version,lines,statement,suspicious,faulty,predict,miss_line,predictions0,predictions1
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,178,        final int dim = getDimension();,0.5,0,,0,0.6483003372092446,0.3516996627907536
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,179,        if (vals.length != dim) {,0.5,0,,0,0.45977403158565605,0.5402259684143452
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,183,"        return FastMath.pow(2 * FastMath.PI, -dim / 2) *",0.5,1,,0,0.5386033472860351,0.46139665271396596
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,229,        final double[] centered = new double[values.length];,0.5,0,,0,0.7347947149328944,0.26520528506710656
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,230,        for (int i = 0; i < centered.length; i++) {,0.5,0,,0,0.4537477141290475,0.5462522858709533
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,231,            centered[i] = values[i] - getMeans()[i];,0.5,0,,0,0.788335874740988,0.2116641252590111
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,233,        final double[] preMultiplied = covarianceMatrixInverse.preMultiply(centered);,0.5,0,,0,0.5910068876134781,0.4089931123865222
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,234,        double sum = 0;,0.5,0,,0,0.24687997466435374,0.7531200253356471
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,235,        for (int i = 0; i < preMultiplied.length; i++) {,0.5,0,,0,0.46301290274946494,0.5369870972505346
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,236,            sum += preMultiplied[i] * centered[i];,0.5,0,,0,0.7070887096464809,0.2929112903535197
org/apache/commons/math3/distribution/MultivariateNormalDistribution,11,238,        return FastMath.exp(-0.5 * sum);,0.5,0,,0,0.45006642483855114,0.549933575161448
org/apache/commons/math3/util/FastMath,11,831,"        return exp(x, 0.0, null);",0.5,0,,0,0.3390991275020831,0.660900872497916
org/apache/commons/math3/util/FastMath,11,850,        if (x < 0.0) {,0.5,0,,0,0.46021895350609515,0.539781046493904
org/apache/commons/math3/util/FastMath,11,851,            intVal = (int) -x;,0.5,0,,0,0.5443772519470184,0.45562274805298153
org/apache/commons/math3/util/FastMath,11,853,            if (intVal > 746) {,0.5,0,,0,0.38869364059124034,0.6113063594087602
org/apache/commons/math3/util/FastMath,11,861,            if (intVal > 709) {,0.5,0,,0,0.38869364059124034,0.6113063594087602
org/apache/commons/math3/util/FastMath,11,871,            if (intVal == 709) {,0.5,0,,0,0.3882153916171607,0.6117846083828401
org/apache/commons/math3/util/FastMath,11,881,            intVal++;,0.5,0,,0,0.2592542396756935,0.7407457603243056
org/apache/commons/math3/util/FastMath,11,883,            intPartA = ExpIntTable.EXP_INT_TABLE_A[EXP_INT_TABLE_MAX_INDEX-intVal];,0.5,0,,0,0.3495222979057328,0.6504777020942665
org/apache/commons/math3/util/FastMath,11,884,            intPartB = ExpIntTable.EXP_INT_TABLE_B[EXP_INT_TABLE_MAX_INDEX-intVal];,0.5,0,,0,0.3495222979057328,0.6504777020942665
org/apache/commons/math3/util/FastMath,11,886,            intVal = -intVal;,0.5,0,,0,0.36088821470761334,0.639111785292386
org/apache/commons/math3/util/FastMath,11,888,            intVal = (int) x;,0.5,0,,0,0.4354432777273537,0.5645567222726464
org/apache/commons/math3/util/FastMath,11,890,            if (intVal > 709) {,0.5,0,,0,0.38869364059124034,0.6113063594087602
org/apache/commons/math3/util/FastMath,11,898,            intPartA = ExpIntTable.EXP_INT_TABLE_A[EXP_INT_TABLE_MAX_INDEX+intVal];,0.5,0,,0,0.3495222979057328,0.6504777020942665
org/apache/commons/math3/util/FastMath,11,899,            intPartB = ExpIntTable.EXP_INT_TABLE_B[EXP_INT_TABLE_MAX_INDEX+intVal];,0.5,0,,0,0.3495222979057328,0.6504777020942665
org/apache/commons/math3/util/FastMath,11,906,        final int intFrac = (int) ((x - intVal) * 1024.0);,0.5,0,,0,0.7730129992321582,0.22698700076784176
org/apache/commons/math3/util/FastMath,11,907,        final double fracPartA = ExpFracTable.EXP_FRAC_TABLE_A[intFrac];,0.5,0,,0,0.8215711057340177,0.1784288942659808
org/apache/commons/math3/util/FastMath,11,908,        final double fracPartB = ExpFracTable.EXP_FRAC_TABLE_B[intFrac];,0.5,0,,0,0.8215711057340177,0.1784288942659808
org/apache/commons/math3/util/FastMath,11,914,        final double epsilon = x - (intVal + intFrac / 1024.0);,0.5,0,,0,0.6169339685330326,0.3830660314669658
org/apache/commons/math3/util/FastMath,11,923,        double z = 0.04168701738764507;,0.5,0,,0,0.24469283981435927,0.7553071601856406
org/apache/commons/math3/util/FastMath,11,924,        z = z * epsilon + 0.1666666505023083;,0.5,0,,0,0.41382210508604816,0.586177894913951
org/apache/commons/math3/util/FastMath,11,925,        z = z * epsilon + 0.5000000000042687;,0.5,0,,0,0.41382210508604816,0.586177894913951
org/apache/commons/math3/util/FastMath,11,926,        z = z * epsilon + 1.0;,0.5,0,,0,0.4078970108669422,0.5921029891330586
org/apache/commons/math3/util/FastMath,11,927,        z = z * epsilon + -3.940510424527919E-20;,0.5,0,,0,0.5281172532847427,0.4718827467152566
org/apache/commons/math3/util/FastMath,11,934,        double tempA = intPartA * fracPartA;,0.5,0,,0,0.31818348667260676,0.6818165133273936
