dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy
defect4j,mockito,org/mockito/Matchers,35,362,"        return reportMatcher(new InstanceOf(clazz)).<T>returnNull();
",2,0,0,3,6,1,4,4,0,10,60,5,0.50000,0
defect4j,mockito,org/mockito/internal/matchers/InstanceOf,35,16,"    public InstanceOf(Class<?> clazz) {
",4,0,0,1,3,1,0,2,0,7,35,2,0.44444,0
defect4j,mockito,org/mockito/internal/matchers/InstanceOf,35,17,"        this.clazz = clazz;
",4,0,0,0,0,0,0,0,0,5,19,4,0.44444,0
defect4j,mockito,org/mockito/internal/matchers/InstanceOf,35,18,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.44444,0
defect4j,mockito,org/mockito/internal/progress/ThreadSafeMockingProgress,35,58,"        threadSafely().reset();
",0,0,0,2,4,0,4,0,0,4,23,5,0.22857,0
defect4j,mockito,org/mockito/internal/progress/ThreadSafeMockingProgress,35,59,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.22857,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,97,"        stubbingInProgress = null;
",2,0,0,0,0,0,0,0,0,3,26,4,0.22857,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,98,"        verificationMode = null;
",2,0,0,0,0,0,0,0,0,3,24,4,0.22857,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,99,"        getArgumentMatcherStorage().reset();
",0,0,0,2,4,0,4,0,0,4,36,5,0.22857,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,100,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.22857,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,35,111,"        matcherStack.clear();
",0,0,0,1,2,0,4,0,0,4,21,5,0.22857,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,35,112,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.22857,0
defect4j,mockito,org/mockito/internal/progress/HandyReturnValues,35,28,"        return null;
",0,0,0,0,0,1,0,0,0,0,12,3,0.20779,0
defect4j,mockito,org/mockito/internal/matchers/Same,35,16,"    public Same(Object wanted) {
",4,0,0,1,3,1,0,2,0,7,28,2,0.20000,0
defect4j,mockito,org/mockito/internal/matchers/Same,35,17,"        this.wanted = wanted;
",4,0,0,0,0,0,0,0,0,5,21,4,0.20000,0
defect4j,mockito,org/mockito/internal/matchers/Same,35,18,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.20000,0
defect4j,mockito,org/mockito/Matchers,35,516,"        return reportMatcher(new Same(value)).<T>returnNull();
",2,0,0,3,6,1,4,4,0,10,54,5,0.20000,1
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,35,115,"        } else if (type == Character.TYPE) {
",6,1,0,1,4,0,0,0,0,7,36,5,0.17978,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,35,118,"            return 0;
",0,0,0,0,0,1,0,0,0,0,9,3,0.17978,0
defect4j,mockito,org/mockito/Matchers,35,717,"        return mockingProgress.getArgumentMatcherStorage().reportMatcher(matcher);
",0,0,0,2,4,1,8,0,0,8,74,5,0.13008,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,35,74,"            return primitiveOf(type);
",0,0,0,1,2,1,4,0,0,4,25,7,0.12500,0
defect4j,mockito,org/mockito/internal/stubbing/defaultanswers/ReturnsEmptyValues,35,113,"        if (type == Boolean.TYPE) {
",6,1,0,1,3,0,0,0,0,7,27,4,0.12500,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,35,30,"        matcherStack.push(new LocalizedMatcher(matcher));
",2,0,0,2,4,0,4,2,0,8,49,5,0.11594,0
defect4j,mockito,org/mockito/internal/progress/ArgumentMatcherStorageImpl,35,31,"        return new HandyReturnValues();
",0,0,0,1,2,1,0,2,0,2,31,6,0.11594,0
defect4j,mockito,org/mockito/internal/matchers/LocalizedMatcher,35,17,"    public LocalizedMatcher(Matcher actualMatcher) {
",4,0,0,1,3,1,0,2,0,7,48,2,0.11511,0
defect4j,mockito,org/mockito/internal/progress/HandyReturnValues,35,17,"public class HandyReturnValues {
",2,0,0,0,1,1,0,0,0,3,32,1,0.11511,0
defect4j,mockito,org/mockito/internal/matchers/LocalizedMatcher,35,18,"        this.actualMatcher = actualMatcher;
",4,0,0,0,0,0,0,0,0,5,35,4,0.11511,0
defect4j,mockito,org/mockito/internal/matchers/LocalizedMatcher,35,19,"        this.location = new Location();
",2,0,0,1,2,0,0,2,0,5,31,4,0.11511,0
defect4j,mockito,org/mockito/internal/matchers/LocalizedMatcher,35,20,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.11511,0
defect4j,mockito,org/mockito/Mockito,35,1416,"        return times(0);
",0,0,0,1,2,1,2,0,0,2,16,5,0.10000,0
defect4j,mockito,org/mockito/Mockito,35,1033,"        return MOCKITO_CORE.verify(mock, times(1));
",0,0,0,2,4,1,8,0,0,8,43,5,0.08654,0
defect4j,mockito,org/mockito/Mockito,35,1395,"        return VerificationModeFactory.times(wantedNumberOfInvocations);
",0,0,0,1,2,1,6,0,0,6,64,5,0.07882,0
defect4j,mockito,org/mockito/internal/verification/VerificationModeFactory,35,24,"        return new Times(wantedNumberOfInvocations);
",2,0,0,1,2,1,0,2,0,4,44,5,0.06667,0
defect4j,mockito,org/mockito/internal/verification/Times,35,24,"    public Times(int wantedNumberOfInvocations) {
",4,0,0,1,3,1,0,0,0,5,45,2,0.06667,0
defect4j,mockito,org/mockito/internal/verification/Times,35,25,"        if (wantedNumberOfInvocations < 0) {
",2,1,0,1,3,0,0,0,0,3,36,4,0.06667,0
defect4j,mockito,org/mockito/internal/verification/Times,35,28,"        this.wantedCount = wantedNumberOfInvocations;
",4,0,0,0,0,0,0,0,0,5,45,4,0.06667,0
defect4j,mockito,org/mockito/internal/verification/Times,35,29,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.06667,0
defect4j,mockito,org/mockito/internal/MockitoCore,35,65,"        mockingProgress.verificationStarted(mode);
",0,0,0,1,2,0,6,0,0,6,42,5,0.06426,0
defect4j,mockito,org/mockito/internal/MockitoCore,35,66,"        return mock;
",2,0,0,0,0,1,0,0,0,2,12,4,0.06426,0
defect4j,mockito,org/mockito/internal/debugging/Localized,35,13,"    public Localized(T object) {
",4,0,0,1,3,1,0,2,0,7,28,2,0.06400,0
defect4j,mockito,org/mockito/internal/debugging/Localized,35,14,"        this.object = object;
",4,0,0,0,0,0,0,0,0,5,21,4,0.06400,0
defect4j,mockito,org/mockito/internal/debugging/Localized,35,15,"        location = new Location();
",2,0,0,1,2,0,0,2,0,5,26,4,0.06400,0
defect4j,mockito,org/mockito/internal/debugging/Localized,35,16,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.06400,0
defect4j,mockito,org/mockito/internal/progress/ThreadSafeMockingProgress,35,34,"        threadSafely().verificationStarted(verify);
",0,0,0,2,4,0,6,0,0,6,43,5,0.06400,0
defect4j,mockito,org/mockito/internal/progress/ThreadSafeMockingProgress,35,35,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.06400,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,38,"        validateState();
",0,0,0,1,2,0,2,0,0,2,16,5,0.06400,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,39,"        resetOngoingStubbing();
",0,0,0,1,2,0,2,0,0,2,23,5,0.06400,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,40,"        verificationMode = new Localized(verify);
",4,0,0,1,2,0,0,2,0,7,41,4,0.06400,0
defect4j,mockito,org/mockito/internal/progress/MockingProgressImpl,35,41,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.06400,0
defect4j,mockito,org/mockito/internal/MockitoCore,35,62,"        } else if (!mockUtil.isMock(mock)) {
",0,0,0,2,6,0,6,0,0,7,36,5,0.06178,0
defect4j,mockito,org/mockito/internal/MockitoCore,35,60,"        if (mock == null) {
",2,1,0,1,3,0,0,0,0,3,19,4,0.06154,0
defect4j,mockito,org/mockito/internal/configuration/DefaultAnnotationEngine,35,27,"        if (annotation instanceof Mock || annotation instanceof org.mockito.MockitoAnnotations.Mock) {
",12,1,0,1,3,0,0,2,0,15,94,4,0.05882,0
defect4j,mockito,org/mockito/internal/configuration/DefaultAnnotationEngine,35,28,"            return Mockito.mock(field.getType(), field.getName());
",0,0,0,3,6,1,12,0,0,12,54,7,0.05882,0
defect4j,mockito,org/mockito/Matchers,35,479,"        return reportMatcher(new Equals(value)).<T>returnNull();
",2,0,0,3,6,1,4,4,0,10,56,5,0.05882,0
defect4j,mockito,org/mockito/MockitoAnnotations,35,97,"                Object mock = annotationEngine.createMockFor(annotation, field);
",2,0,0,1,2,0,8,2,0,12,64,8,0.05861,0
defect4j,mockito,org/mockito/MockitoAnnotations,35,98,"                if (mock != null) {
",2,1,0,1,3,0,0,0,0,3,19,8,0.05861,0
defect4j,mockito,org/mockito/MockitoAnnotations,35,99,"                    boolean wasAccessible = field.isAccessible();
",2,0,0,1,2,0,4,0,0,6,45,11,0.05861,0
defect4j,mockito,org/mockito/MockitoAnnotations,35,100,"                    field.setAccessible(true);
",0,0,0,1,2,0,4,0,0,5,26,11,0.05861,0
defect4j,mockito,org/mockito/MockitoAnnotations,35,102,"                        field.set(testClass, mock);
",0,0,0,1,2,0,8,0,0,8,27,13,0.05861,0
defect4j,mockito,org/mockito/MockitoAnnotations,35,106,"                        field.setAccessible(wasAccessible);
",0,0,0,1,2,0,6,0,0,6,35,13,0.05861,0
defect4j,mockito,org/mockito/MockitoAnnotations,35,107,"                    }    
",0,0,0,0,1,0,0,0,0,0,1,3,0.05861,0
defect4j,mockito,org/mockito/Mockito,35,749,"        return mock(classToMock, withSettings()
",0,0,0,1,3,1,6,0,0,6,39,5,0.05861,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,35,54,"        this.name = name;
",4,0,0,0,0,0,0,0,0,5,17,4,0.05797,0
defect4j,mockito,org/mockito/internal/creation/MockSettingsImpl,35,55,"        return this;
",0,0,0,0,0,1,0,0,0,0,12,3,0.05797,0
defect4j,mockito,org/mockito/internal/util/MockName,35,21,"            this.mockName = mockName;
",4,0,0,0,0,0,0,0,0,5,25,6,0.05776,0
defect4j,mockito,org/mockito/internal/util/MockUtil,35,80,"        return mock != null && isMockitoMock(mock);
",2,2,0,1,2,1,4,0,0,9,43,4,0.05031,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,35,151,"                matchers.add(new Equals(arg));
",2,0,0,2,4,0,4,2,0,8,30,9,0.04790,0
defect4j,mockito,org/mockito/internal/invocation/Invocation,35,148,"            if (arg != null && arg.getClass().isArray()) {
",2,2,0,3,7,0,6,0,0,10,46,6,0.04748,0
defect4j,mockito,org/mockito/internal/matchers/Equals,35,16,"    public Equals(Object wanted) {
",4,0,0,1,3,1,0,2,0,7,30,2,0.04692,0
defect4j,mockito,org/mockito/internal/matchers/Equals,35,17,"        this.wanted = wanted;
",4,0,0,0,0,0,0,0,0,5,21,4,0.04692,0
defect4j,mockito,org/mockito/internal/matchers/Equals,35,18,"    }
",0,0,0,0,1,0,0,0,0,0,1,3,0.04692,0
defect4j,mockito,org/mockito/ArgumentMatcher,35,62,"public abstract class ArgumentMatcher<T> extends BaseMatcher<T> implements Serializable {
",4,0,0,0,1,2,0,6,0,12,89,1,0.04520,0
defect4j,mockito,org/mockito/internal/util/MockUtil,35,87,"            return (MethodInterceptorFilter) callback;
",2,0,0,1,2,1,0,2,0,4,42,7,0.04520,0
defect4j,mockito,org/mockito/internal/util/MockUtil,35,84,"        Factory factory = (Factory) mock;
",4,0,0,1,2,0,0,4,0,8,33,4,0.04507,0
defect4j,mockito,org/mockito/internal/util/MockUtil,35,85,"        Callback callback = factory.getCallback(0);
",2,0,0,1,2,0,4,2,0,8,43,4,0.04507,0
defect4j,mockito,org/mockito/internal/util/MockUtil,35,86,"        if (callback instanceof MethodInterceptorFilter) {
",2,0,0,1,3,0,0,2,0,4,50,5,0.04507,0
