dataset,project,path,version,codeLine,statement,varTotal,optTotal,array,bracketDepth,bracketTotal,keywordTotal,methodTotal,typeTotal,logic,lengthEle,lengthWord,depth,suspicious,accuracy,miss_line,predict
defect4j,chart,org/jfree/chart/util/RectangleInsets,25,528,"        area.setRect(area.getX() + l, area.getY() + t, w - l - r, h - t - b);    ",16,4,0,3,6,0,12,0,0,32,69,5,16,0,0,
defect4j,chart,org/jfree/chart/axis/ValueTick,25,79,"        this(TickType.MAJOR, value, label, textAnchor, rotationAnchor, angle);",14,0,0,1,2,0,0,0,0,14,70,4,16,0,0,
defect4j,chart,org/jfree/chart/axis/CategoryAxis,25,912,"                Rectangle2D area = new Rectangle2D.Double(x0, y0, (x1 - x0), ",14,1,0,1,3,0,0,2,0,17,60,8,16,0,0,
defect4j,chart,org/jfree/chart/axis/Axis,25,1064,            if (edge == RectangleEdge.LEFT || edge == RectangleEdge.RIGHT) {,12,3,0,1,3,0,0,0,0,15,64,6,16,0,0,
defect4j,chart,org/jfree/chart/axis/CategoryAxis,25,593,        if ((edge == RectangleEdge.TOP) || (edge == RectangleEdge.BOTTOM)) {,12,3,0,3,7,0,0,0,0,15,68,4,16,0,0,
defect4j,chart,org/jfree/chart/axis/CategoryAxis,25,1010,                if (edge == RectangleEdge.TOP || edge == RectangleEdge.BOTTOM) {,12,3,0,1,3,0,0,0,0,15,64,8,16,0,0,
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,25,301,"        result[1] = new Ellipse2D.Double(-delta, -delta, size, size);",12,0,1,2,4,0,0,0,0,17,61,4,16,0,0,
defect4j,chart,org/jfree/chart/plot/DefaultDrawingSupplier,25,314,"        result[4] = new Rectangle2D.Double(-delta, -delta / 2, size, size / 2);",12,2,1,2,4,0,0,0,0,19,71,4,16,0,0,
defect4j,chart,org/jfree/chart/block/CenterArrangement,25,288,"        b.setBounds(new Rectangle2D.Double(0.0, 0.0, s.width, s.height));",12,0,0,2,4,0,4,0,0,16,65,5,16,0,0,
defect4j,chart,org/jfree/chart/JFreeChart,25,1261,"        return new Rectangle2D.Double(x, y, dimensions.width, ",12,0,0,0,1,1,0,0,0,12,53,5,16,0,0,
defect4j,chart,org/jfree/chart/text/TextFragment,25,242,        if (anchor == TextAnchor.TOP_LEFT || anchor == TextAnchor.TOP_CENTER,12,4,0,0,1,0,0,0,0,16,68,4,16,0,0,
defect4j,chart,org/jfree/data/time/TimeSeries,3,1057,        copy.data = new java.util.ArrayList();,10,0,0,1,2,0,0,0,0,11,38,4,0.5,1,1,
defect4j,chart,org/jfree/data/time/TimeSeries,3,1059,            for (int index = start; index <= end; index++) {,10,1,0,1,3,0,0,0,0,12,48,6,0.5,0,0,
defect4j,chart,org/jfree/data/general/AbstractDataset,25,187,        for (int i = listeners.length - 2; i >= 0; i -= 2) {,10,2,0,1,3,0,0,0,0,13,52,4,16,0,0,
defect4j,chart,org/jfree/chart/axis/Axis,25,1163,"            hotspot = new Rectangle2D.Float(labelx - w / 2.0f, ",10,2,0,0,1,0,0,0,0,13,50,8,16,0,0,
