project_path,version,lines,statement,suspicious,faulty,predict,miss_line
org/apache/commons/math3/complex/Complex,5,304,        if (real == 0.0 && imaginary == 0.0) {,0.25,0,,0
org/apache/commons/math3/complex/Complex,5,300,        if (isNaN) {,0.2,0,,0
org/apache/commons/math3/complex/Complex,5,348,                return (real == c.real) && (imaginary == c.imaginary);,0.02439,0,,0
org/apache/commons/math3/complex/Complex,5,344,            Complex c = (Complex)other;,0.02273,0,,0
org/apache/commons/math3/complex/Complex,5,345,            if (c.isNaN) {,0.02273,0,,0
org/apache/commons/math3/complex/Complex,5,343,        if (other instanceof Complex){,0.02174,0,,0
org/apache/commons/math3/complex/Complex,5,340,        if (this == other) {,0.01613,0,,0
org/apache/commons/math3/complex/Complex,5,98,"    public Complex(double real, double imaginary) {",0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,99,        this.real = real;,0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,100,        this.imaginary = imaginary;,0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,102,        isNaN = Double.isNaN(real) || Double.isNaN(imaginary);,0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,103,        isInfinite = !isNaN &&,0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,105,    },0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,59,"    public static final Complex I = new Complex(0.0, 1.0);",0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,62,"    public static final Complex NaN = new Complex(Double.NaN, Double.NaN);",0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,65,"    public static final Complex INF = new Complex(Double.POSITIVE_INFINITY, Double.POSITIVE_INFINITY);",0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,67,"    public static final Complex ONE = new Complex(1.0, 0.0);",0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,69,"    public static final Complex ZERO = new Complex(0.0, 0.0);",0.00469,0,,0
org/apache/commons/math3/complex/Complex,5,89,"        this(real, 0.0);",0.0,0,,0
org/apache/commons/math3/complex/Complex,5,90,    },0.0,0,,0
org/apache/commons/math3/complex/Complex,5,116,        if (isNaN) {,0.0,0,,0
org/apache/commons/math3/complex/Complex,5,117,            return Double.NaN;,0.0,0,,0
